R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,100,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
220191,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220196,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220201,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220206,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220211,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220216,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220221,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220226,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220231,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220236,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220241,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220246,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220251,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220256,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220261,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220266,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220271,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220276,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220281,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220286,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220291,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220296,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220301,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220306,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220311,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220316,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220321,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220326,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220331,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220336,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220341,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220346,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220351,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220356,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220361,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220366,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220371,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220376,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220381,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220386,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220391,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220396,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220401,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220406,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220411,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220416,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220421,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220426,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220431,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220436,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220441,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220446,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220451,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220456,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220461,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220466,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220471,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220476,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220481,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220486,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220491,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220496,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220501,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220506,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220511,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220516,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220521,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220526,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220531,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220536,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220541,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220546,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220551,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220556,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220561,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220566,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220571,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220576,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220581,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220586,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220591,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220596,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220601,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220606,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220611,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220616,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220621,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220626,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220631,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220636,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220641,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220646,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220651,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220656,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220661,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220666,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220671,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220676,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220681,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220686,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220691,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220696,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220701,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220706,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
220711,46080,-9216,-107520,-78848,34800,5438,-71625,111863,-950,1017
