R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,28,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
74861,6.042,5250,0,2171904,-169680,6036,26051
74866,-3.601,5250,0,2171904,-169680,6036,26051
74871,-0.916,5250,0,2171904,-169680,6036,26051
74876,1.770,5250,0,2171904,-169680,6036,26051
74881,1.038,5250,0,2171904,-169680,6036,26051
74886,2.014,5250,0,2171904,-169680,6036,26051
74891,-6.775,5250,0,2171904,-169680,6036,26051
74896,2.136,5250,0,2171904,-169680,6036,26051
74901,-3.235,5250,0,2171904,-169680,6036,26051
74906,1.892,5250,0,2171904,-169680,6036,26051
74911,-2.258,5250,0,2171904,-169680,6036,26051
74916,2.014,5250,0,2171904,-169680,6036,26051
74921,-1.282,5250,0,2171904,-169680,6036,26051
74926,-2.380,5250,0,2171904,-169680,6036,26051
74931,5.188,5250,0,2171904,-169680,6036,26051
74936,-2.625,5250,0,2171904,-169680,6036,26051
74941,-9.338,5250,0,2171904,-169680,6036,26051
74946,-0.427,5250,0,2171904,-169680,6036,26051
74952,5.066,5250,0,2171904,-169680,6036,26051
74957,-4.333,5250,0,2171904,-169680,6036,26051
74962,-2.014,5250,0,2171904,-169680,6036,26051
74967,0.061,5250,0,2171904,-169680,6036,26051
74972,-6.287,5250,0,2171904,-169680,6036,26051
74977,-3.357,5250,0,2171904,-169680,6036,26051
74982,2.991,5250,0,2171904,-169680,6036,26051
74987,4.211,5250,0,2171904,-169680,6036,26051
74992,0.061,5250,0,2171904,-169680,6036,26051
74997,-3.357,5250,0,2171904,-169680,6036,26051
75002,-6.287,5250,0,2171904,-169680,6036,26051
75007,-4.089,5250,0,2171904,-169680,6036,26051
75012,-3.479,5250,0,2171904,-169680,6036,26051
75017,-0.183,5250,0,2171904,-169680,6036,26051
75022,-1.282,5250,0,2171904,-169680,6036,26051
75027,-4.578,5250,0,2171904,-169680,6036,26051
75032,-0.549,5250,0,2171904,-169680,6036,26051
75037,-0.916,5250,0,2171904,-169680,6036,26051
75042,1.526,5250,0,2171904,-169680,6036,26051
75047,-2.014,5250,0,2171904,-169680,6036,26051
75052,5.676,5250,0,2171904,-169680,6036,26051
75057,-2.258,5250,0,2171904,-169680,6036,26051
75062,-2.380,5250,0,2171904,-169680,6036,26051
75067,-1.038,5250,0,2171904,-169680,6036,26051
75072,-2.136,5250,0,2171904,-169680,6036,26051
75077,4.822,5250,0,2171904,-169680,6036,26051
75082,-2.625,5250,0,2171904,-169680,6036,26051
75087,1.526,5250,0,2171904,-169680,6036,26051
75092,5.310,5250,0,2171904,-169680,6036,26051
75097,-5.066,5250,0,2171904,-169680,6036,26051
75102,3.967,5250,0,2171904,-169680,6036,26051
75107,1.282,5250,0,2171904,-169680,6036,26051
75112,-0.549,5250,0,2171904,-169680,6036,26051
75117,-1.526,5250,0,2171904,-169680,6036,26051
75122,-5.310,5250,0,2171904,-169680,6036,26051
75127,-4.944,5250,0,2171904,-169680,6036,26051
75132,-1.404,5250,0,2171904,-169680,6036,26051
75137,-0.305,5250,0,2171904,-169680,6036,26051
75142,5.676,5250,0,2171904,-169680,6036,26051
75147,7.874,5250,0,2171904,-169680,6036,26051
75152,1.648,5250,0,2171904,-169680,6036,26051
75157,3.357,5250,0,2171904,-169680,6036,26051
75162,3.845,5250,0,2171904,-169680,6036,26051
75167,-2.380,5250,0,2171904,-169680,6036,26051
75172,4.456,5250,0,2171904,-169680,6036,26051
75177,-1.770,5250,0,2171904,-169680,6036,26051
75182,-2.747,5250,0,2171904,-169680,6036,26051
75187,5.798,5250,0,2171904,-169680,6036,26051
75192,4.089,5250,0,2171904,-169680,6036,26051
75197,4.456,5250,0,2171904,-169680,6036,26051
75202,-0.793,5250,0,2171904,-169680,6036,26051
75207,-4.333,5250,0,2171904,-169680,6036,26051
75212,-3.113,5250,0,2171904,-169680,6036,26051
75217,-3.357,5250,0,2171904,-169680,6036,26051
75222,0.793,5250,0,2171904,-169680,6036,26051
75227,-0.671,5250,0,2171904,-169680,6036,26051
75232,-6.897,5250,0,2171904,-169680,6036,26051
75237,-6.042,5250,0,2171904,-169680,6036,26051
75242,5.188,5250,0,2171904,-169680,6036,26051
75247,-2.747,5250,0,2171904,-169680,6036,26051
75252,-8.484,5250,0,2171904,-169680,6036,26051
75257,4.944,5250,0,2171904,-169680,6036,26051
75262,0.793,5250,0,2171904,-169680,6036,26051
75267,-0.916,5250,0,2171904,-169680,6036,26051
75272,4.456,5250,0,2171904,-169680,6036,26051
75277,5.920,5250,0,2171904,-169680,6036,26051
75282,-4.211,5250,0,2171904,-169680,6036,26051
