R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
52,1,37,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
338964,-3.845,5250,412672,2556928,-217776,-16384,96567
338969,-1.160,5250,412672,2556928,-217776,-16384,96567
338974,0.916,5250,412672,2556928,-217776,-16384,96567
338979,-3.967,5250,412672,2556928,-217776,-16384,96567
338984,-2.747,5250,412672,2556928,-217776,-16384,96567
338989,0.916,5250,412672,2556928,-217776,-16384,96567
338994,5.432,5250,412672,2556928,-217776,-16384,96567
338999,1.526,5250,412672,2556928,-217776,-16384,96567
339004,-4.822,5250,412672,2556928,-217776,-16384,96567
339009,0.061,5250,412672,2556928,-217776,-16384,96567
339014,0.793,5250,412672,2556928,-217776,-16384,96567
339019,1.282,5250,412672,2556928,-217776,-16384,96567
339024,-0.427,5250,412672,2556928,-217776,-16384,96567
339029,-4.089,5250,412672,2556928,-217776,-16384,96567
339034,0.916,5250,412672,2556928,-217776,-16384,96567
339039,-6.287,5250,412672,2556928,-217776,-16384,96567
339044,-1.892,5250,412672,2556928,-217776,-16384,96567
339049,1.892,5250,412672,2556928,-217776,-16384,96567
339054,-2.991,5250,412672,2556928,-217776,-16384,96567
339059,0.061,5250,412672,2556928,-217776,-16384,96567
339064,-3.479,5250,412672,2556928,-217776,-16384,96567
339069,2.869,5250,412672,2556928,-217776,-16384,96567
339074,0.427,5250,412672,2556928,-217776,-16384,96567
339079,4.456,5250,412672,2556928,-217776,-16384,96567
339084,-5.432,5250,412672,2556928,-217776,-16384,96567
339089,5.920,5250,412672,2556928,-217776,-16384,96567
339094,5.798,5250,412672,2556928,-217776,-16384,96567
339099,-3.235,5250,412672,2556928,-217776,-16384,96567
339104,-0.427,5250,412672,2556928,-217776,-16384,96567
339109,-3.235,5250,412672,2556928,-217776,-16384,96567
339114,4.456,5250,412672,2556928,-217776,-16384,96567
339119,1.770,5250,412672,2556928,-217776,-16384,96567
339124,1.770,5250,412672,2556928,-217776,-16384,96567
339129,0.305,5250,412672,2556928,-217776,-16384,96567
339134,-5.188,5250,412672,2556928,-217776,-16384,96567
339139,0.671,5250,412672,2556928,-217776,-16384,96567
339144,4.211,5250,412672,2556928,-217776,-16384,96567
339149,4.822,5250,412672,2556928,-217776,-16384,96567
339154,4.456,5250,412672,2556928,-217776,-16384,96567
339159,5.310,5250,412672,2556928,-217776,-16384,96567
339164,-0.671,5250,412672,2556928,-217776,-16384,96567
339169,1.282,5250,412672,2556928,-217776,-16384,96567
339174,-5.798,5250,412672,2556928,-217776,-16384,96567
339179,4.456,5250,412672,2556928,-217776,-16384,96567
339184,0.916,5250,412672,2556928,-217776,-16384,96567
339189,3.113,5250,412672,2556928,-217776,-16384,96567
339194,2.014,5250,412672,2556928,-217776,-16384,96567
339199,1.282,5250,412672,2556928,-217776,-16384,96567
339204,2.869,5250,412672,2556928,-217776,-16384,96567
339209,2.625,5250,412672,2556928,-217776,-16384,96567
339214,-2.136,5250,412672,2556928,-217776,-16384,96567
339219,-1.526,5250,412672,2556928,-217776,-16384,96567
339224,0.793,5250,412672,2556928,-217776,-16384,96567
339229,2.747,5250,412672,2556928,-217776,-16384,96567
339234,-1.648,5250,412672,2556928,-217776,-16384,96567
339239,-4.456,5250,412672,2556928,-217776,-16384,96567
339244,4.456,5250,412672,2556928,-217776,-16384,96567
339249,-0.916,5250,412672,2556928,-217776,-16384,96567
339254,-2.869,5250,412672,2556928,-217776,-16384,96567
339259,4.089,5250,412672,2556928,-217776,-16384,96567
339264,3.845,5250,412672,2556928,-217776,-16384,96567
339269,3.113,5250,412672,2556928,-217776,-16384,96567
339274,6.287,5250,412672,2556928,-217776,-16384,96567
339279,-4.578,5250,412672,2556928,-217776,-16384,96567
339284,-3.845,5250,412672,2556928,-217776,-16384,96567
339289,-2.869,5250,412672,2556928,-217776,-16384,96567
339294,1.160,5250,412672,2556928,-217776,-16384,96567
339299,2.869,5250,412672,2556928,-217776,-16384,96567
339304,-2.258,5250,412672,2556928,-217776,-16384,96567
339309,-1.892,5250,412672,2556928,-217776,-16384,96567
339314,0.671,5250,412672,2556928,-217776,-16384,96567
339319,-7.385,5250,412672,2556928,-217776,-16384,96567
339324,-6.653,5250,412672,2556928,-217776,-16384,96567
339329,0.183,5250,412672,2556928,-217776,-16384,96567
339334,8.118,5250,412672,2556928,-217776,-16384,96567
339339,-5.554,5250,412672,2556928,-217776,-16384,96567
339344,-1.526,5250,412672,2556928,-217776,-16384,96567
339349,1.648,5250,412672,2556928,-217776,-16384,96567
339354,4.089,5250,412672,2556928,-217776,-16384,96567
339359,13.733,5250,412672,2556928,-217776,-16384,96567
339364,5.066,5250,412672,2556928,-217776,-16384,96567
339369,-1.892,5250,412672,2556928,-217776,-16384,96567
339374,-1.526,5250,412672,2556928,-217776,-16384,96567
339379,-2.502,5250,412672,2556928,-217776,-16384,96567
339384,-1.770,5250,412672,2556928,-217776,-16384,96567
339389,6.653,5250,412672,2556928,-217776,-16384,96567
339394,-1.404,5250,412672,2556928,-217776,-16384,96567
339399,-1.770,5250,412672,2556928,-217776,-16384,96567
339404,1.160,5250,412672,2556928,-217776,-16384,96567
339409,1.892,5250,412672,2556928,-217776,-16384,96567
339414,1.526,5250,412672,2556928,-217776,-16384,96567
339419,4.089,5250,412672,2556928,-217776,-16384,96567
339425,0.793,5250,412672,2556928,-217776,-16384,96567
339430,-3.479,5250,412672,2556928,-217776,-16384,96567
339435,1.160,5250,412672,2556928,-217776,-16384,96567
339440,2.014,5250,412672,2556928,-217776,-16384,96567
339445,-4.700,5250,412672,2556928,-217776,-16384,96567
339450,-6.042,5250,412672,2556928,-217776,-16384,96567
339455,-3.479,5250,412672,2556928,-217776,-16384,96567
339460,-2.869,5250,412672,2556928,-217776,-16384,96567
339465,2.136,5250,412672,2556928,-217776,-16384,96567
339470,-2.258,5250,412672,2556928,-217776,-16384,96567
339475,7.507,5250,412672,2556928,-217776,-16384,96567
