R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,36,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
74918,0.000,5250,0,8496128,-663760,-16384,-188594
74923,0.000,5250,0,8496128,-663760,-16384,-188594
74928,-5.249,5250,0,8496128,-663760,-16384,-188594
74933,5.981,5250,0,8496128,-663760,-16384,-188594
74938,4.639,5250,0,8496128,-663760,-16384,-188594
74943,4.761,5250,0,8496128,-663760,-16384,-188594
74948,-7.690,5250,0,8496128,-663760,-16384,-188594
74953,-1.587,5250,0,8496128,-663760,-16384,-188594
74958,-0.488,5250,0,8496128,-663760,-16384,-188594
74963,1.587,5250,0,8496128,-663760,-16384,-188594
74968,0.244,5250,0,8496128,-663760,-16384,-188594
74973,1.465,5250,0,8496128,-663760,-16384,-188594
74978,-3.296,5250,0,8496128,-663760,-16384,-188594
74983,1.099,5250,0,8496128,-663760,-16384,-188594
74988,-0.244,5250,0,8496128,-663760,-16384,-188594
74993,7.080,5250,0,8496128,-663760,-16384,-188594
74998,4.517,5250,0,8496128,-663760,-16384,-188594
75003,-0.977,5250,0,8496128,-663760,-16384,-188594
75008,2.808,5250,0,8496128,-663760,-16384,-188594
75013,-1.953,5250,0,8496128,-663760,-16384,-188594
75018,0.854,5250,0,8496128,-663760,-16384,-188594
75023,6.226,5250,0,8496128,-663760,-16384,-188594
75028,4.883,5250,0,8496128,-663760,-16384,-188594
75033,3.662,5250,0,8496128,-663760,-16384,-188594
75038,3.296,5250,0,8496128,-663760,-16384,-188594
75043,-0.732,5250,0,8496128,-663760,-16384,-188594
75048,-6.592,5250,0,8496128,-663760,-16384,-188594
75053,-0.366,5250,0,8496128,-663760,-16384,-188594
