R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
25,1,25,35,1,25,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
288660,5.859,5250,0,8192,-400,-6,-776
288665,-0.366,5250,0,8192,-400,-6,-776
288670,4.639,5250,0,8192,-400,-6,-776
288675,-2.319,5250,0,8192,-400,-6,-776
288680,-3.662,5250,0,8192,-400,-6,-776
288685,3.052,5250,0,8192,-400,-6,-776
288690,1.953,5250,0,8192,-400,-6,-776
288695,-1.953,5250,0,8192,-400,-6,-776
288700,0.488,5250,0,8192,-400,-6,-776
288705,1.099,5250,0,8192,-400,-6,-776
288710,-2.197,5250,0,8192,-400,-6,-776
288715,9.277,5250,0,8192,-400,-6,-776
288720,-0.610,5250,0,8192,-400,-6,-776
288725,-4.150,5250,0,8192,-400,-6,-776
288730,-0.122,5250,0,8192,-400,-6,-776
288735,0.000,5250,0,8192,-400,-6,-776
288740,-4.272,5250,0,8192,-400,-6,-776
288745,-0.732,5250,0,8192,-400,-6,-776
288750,-0.854,5250,0,8192,-400,-6,-776
288755,-2.930,5250,0,8192,-400,-6,-776
288760,-1.465,5250,0,8192,-400,-6,-776
288766,5.371,5250,0,8192,-400,-6,-776
288771,-0.977,5250,0,8192,-400,-6,-776
288776,4.395,5250,0,8192,-400,-6,-776
288781,-2.808,5250,0,8192,-400,-6,-776
288786,4.883,5250,0,8192,-400,-6,-776
288791,9.033,5250,0,8192,-400,-6,-776
288796,0.732,5250,0,8192,-400,-6,-776
288801,4.150,5250,0,8192,-400,-6,-776
288806,3.540,5250,0,8192,-400,-6,-776
288811,3.784,5250,0,8192,-400,-6,-776
288816,3.784,5250,0,8192,-400,-6,-776
288821,-6.714,5250,0,8192,-400,-6,-776
288826,-0.732,5250,0,8192,-400,-6,-776
