R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
48,1,34,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
223718,0.793,5250,-4096,-366592,31152,-14744,-20469
223723,-7.385,5250,-4096,-366592,31152,-14744,-20469
223728,2.625,5250,-4096,-366592,31152,-14744,-20469
223733,1.160,5250,-4096,-366592,31152,-14744,-20469
223738,3.235,5250,-4096,-366592,31152,-14744,-20469
223743,3.723,5250,-4096,-366592,31152,-14744,-20469
223748,4.333,5250,-4096,-366592,31152,-14744,-20469
223753,-1.648,5250,-4096,-366592,31152,-14744,-20469
223758,-4.822,5250,-4096,-366592,31152,-14744,-20469
223763,1.282,5250,-4096,-366592,31152,-14744,-20469
223768,1.892,5250,-4096,-366592,31152,-14744,-20469
223773,2.991,5250,-4096,-366592,31152,-14744,-20469
223778,0.427,5250,-4096,-366592,31152,-14744,-20469
223783,-1.892,5250,-4096,-366592,31152,-14744,-20469
223788,-0.916,5250,-4096,-366592,31152,-14744,-20469
223793,3.235,5250,-4096,-366592,31152,-14744,-20469
223798,-4.333,5250,-4096,-366592,31152,-14744,-20469
223803,0.549,5250,-4096,-366592,31152,-14744,-20469
223808,3.967,5250,-4096,-366592,31152,-14744,-20469
223813,2.869,5250,-4096,-366592,31152,-14744,-20469
223818,-3.723,5250,-4096,-366592,31152,-14744,-20469
223823,-6.531,5250,-4096,-366592,31152,-14744,-20469
223828,1.770,5250,-4096,-366592,31152,-14744,-20469
223833,-2.869,5250,-4096,-366592,31152,-14744,-20469
223838,0.793,5250,-4096,-366592,31152,-14744,-20469
223843,4.089,5250,-4096,-366592,31152,-14744,-20469
223848,3.723,5250,-4096,-366592,31152,-14744,-20469
223853,5.920,5250,-4096,-366592,31152,-14744,-20469
223858,-5.188,5250,-4096,-366592,31152,-14744,-20469
223863,-1.770,5250,-4096,-366592,31152,-14744,-20469
