R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
28,1,25,35,1,25,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
223376,8.423,5250,3072,22516736,-1231216,-2048,302421
223381,0.977,5250,3072,22516736,-1231216,-2048,302421
223386,3.052,5250,3072,22516736,-1231216,-2048,302421
223391,0.488,5250,3072,22516736,-1231216,-2048,302421
223396,2.930,5250,3072,22516736,-1231216,-2048,302421
223401,6.348,5250,3072,22516736,-1231216,-2048,302421
223406,-2.930,5250,3072,22516736,-1231216,-2048,302421
223411,-6.348,5250,3072,22516736,-1231216,-2048,302421
223416,3.418,5250,3072,22516736,-1231216,-2048,302421
223421,-0.366,5250,3072,22516736,-1231216,-2048,302421
223426,-3.174,5250,3072,22516736,-1231216,-2048,302421
223431,-2.197,5250,3072,22516736,-1231216,-2048,302421
223436,-2.075,5250,3072,22516736,-1231216,-2048,302421
223441,-6.836,5250,3072,22516736,-1231216,-2048,302421
223446,-0.732,5250,3072,22516736,-1231216,-2048,302421
223451,-2.808,5250,3072,22516736,-1231216,-2048,302421
223456,0.122,5250,3072,22516736,-1231216,-2048,302421
223461,1.709,5250,3072,22516736,-1231216,-2048,302421
223466,-1.343,5250,3072,22516736,-1231216,-2048,302421
223471,-5.493,5250,3072,22516736,-1231216,-2048,302421
223476,-2.319,5250,3072,22516736,-1231216,-2048,302421
223481,-4.883,5250,3072,22516736,-1231216,-2048,302421
223486,-2.686,5250,3072,22516736,-1231216,-2048,302421
223491,1.343,5250,3072,22516736,-1231216,-2048,302421
223496,4.639,5250,3072,22516736,-1231216,-2048,302421
223501,-2.563,5250,3072,22516736,-1231216,-2048,302421
223506,-2.808,5250,3072,22516736,-1231216,-2048,302421
223511,-3.662,5250,3072,22516736,-1231216,-2048,302421
223516,-5.615,5250,3072,22516736,-1231216,-2048,302421
223521,5.859,5250,3072,22516736,-1231216,-2048,302421
223526,-2.075,5250,3072,22516736,-1231216,-2048,302421
223531,-0.977,5250,3072,22516736,-1231216,-2048,302421
223536,2.808,5250,3072,22516736,-1231216,-2048,302421
223541,-2.197,5250,3072,22516736,-1231216,-2048,302421
223546,4.883,5250,3072,22516736,-1231216,-2048,302421
223551,4.150,5250,3072,22516736,-1231216,-2048,302421
223556,-5.005,5250,3072,22516736,-1231216,-2048,302421
223561,5.737,5250,3072,22516736,-1231216,-2048,302421
223566,1.465,5250,3072,22516736,-1231216,-2048,302421
223571,0.000,5250,3072,22516736,-1231216,-2048,302421
223576,0.000,5250,3072,22516736,-1231216,-2048,302421
223581,6.592,5250,3072,22516736,-1231216,-2048,302421
223586,5.859,5250,3072,22516736,-1231216,-2048,302421
223591,-0.366,5250,3072,22516736,-1231216,-2048,302421
223596,-1.099,5250,3072,22516736,-1231216,-2048,302421
223601,-3.052,5250,3072,22516736,-1231216,-2048,302421
223606,0.488,5250,3072,22516736,-1231216,-2048,302421
223611,-1.587,5250,3072,22516736,-1231216,-2048,302421
223616,3.906,5250,3072,22516736,-1231216,-2048,302421
223621,1.587,5250,3072,22516736,-1231216,-2048,302421
223626,1.343,5250,3072,22516736,-1231216,-2048,302421
223631,-5.005,5250,3072,22516736,-1231216,-2048,302421
223636,1.343,5250,3072,22516736,-1231216,-2048,302421
223641,3.174,5250,3072,22516736,-1231216,-2048,302421
223646,-1.221,5250,3072,22516736,-1231216,-2048,302421
223651,0.000,5250,3072,22516736,-1231216,-2048,302421
223656,1.465,5250,3072,22516736,-1231216,-2048,302421
223661,-1.587,5250,3072,22516736,-1231216,-2048,302421
223666,-0.977,5250,3072,22516736,-1231216,-2048,302421
223671,-2.319,5250,3072,22516736,-1231216,-2048,302421
223676,5.859,5250,3072,22516736,-1231216,-2048,302421
223681,-0.366,5250,3072,22516736,-1231216,-2048,302421
223686,0.244,5250,3072,22516736,-1231216,-2048,302421
223691,-0.854,5250,3072,22516736,-1231216,-2048,302421
223696,-0.610,5250,3072,22516736,-1231216,-2048,302421
223701,-2.441,5250,3072,22516736,-1231216,-2048,302421
223706,6.104,5250,3072,22516736,-1231216,-2048,302421
223711,-0.977,5250,3072,22516736,-1231216,-2048,302421
223716,8.179,5250,3072,22516736,-1231216,-2048,302421
223721,-2.808,5250,3072,22516736,-1231216,-2048,302421
223726,-6.104,5250,3072,22516736,-1231216,-2048,302421
223731,3.784,5250,3072,22516736,-1231216,-2048,302421
223736,-2.686,5250,3072,22516736,-1231216,-2048,302421
223741,-2.319,5250,3072,22516736,-1231216,-2048,302421
223746,-1.587,5250,3072,22516736,-1231216,-2048,302421
223751,4.028,5250,3072,22516736,-1231216,-2048,302421
223756,-6.348,5250,3072,22516736,-1231216,-2048,302421
223761,1.465,5250,3072,22516736,-1231216,-2048,302421
223766,6.470,5250,3072,22516736,-1231216,-2048,302421
223771,-0.488,5250,3072,22516736,-1231216,-2048,302421
223776,-0.854,5250,3072,22516736,-1231216,-2048,302421
223781,3.296,5250,3072,22516736,-1231216,-2048,302421
223786,-1.343,5250,3072,22516736,-1231216,-2048,302421
223791,-4.150,5250,3072,22516736,-1231216,-2048,302421
223796,1.221,5250,3072,22516736,-1231216,-2048,302421
223801,4.028,5250,3072,22516736,-1231216,-2048,302421
223806,0.610,5250,3072,22516736,-1231216,-2048,302421
223811,-3.296,5250,3072,22516736,-1231216,-2048,302421
223816,-0.122,5250,3072,22516736,-1231216,-2048,302421
223821,-0.610,5250,3072,22516736,-1231216,-2048,302421
223826,0.610,5250,3072,22516736,-1231216,-2048,302421
223831,-3.418,5250,3072,22516736,-1231216,-2048,302421
223836,5.859,5250,3072,22516736,-1231216,-2048,302421
223841,-1.587,5250,3072,22516736,-1231216,-2048,302421
223846,-0.854,5250,3072,22516736,-1231216,-2048,302421
223851,0.732,5250,3072,22516736,-1231216,-2048,302421
223856,0.122,5250,3072,22516736,-1231216,-2048,302421
223861,-3.052,5250,3072,22516736,-1231216,-2048,302421
223866,0.000,5250,3072,22516736,-1231216,-2048,302421
223871,0.122,5250,3072,22516736,-1231216,-2048,302421
223876,7.080,5250,3072,22516736,-1231216,-2048,302421
223881,4.883,5250,3072,22516736,-1231216,-2048,302421
223886,-1.587,5250,3072,22516736,-1231216,-2048,302421
223891,0.610,5250,3072,22516736,-1231216,-2048,302421
223896,3.052,5250,3072,22516736,-1231216,-2048,302421
223901,5.615,5250,3072,22516736,-1231216,-2048,302421
223906,-1.465,5250,3072,22516736,-1231216,-2048,302421
223911,2.075,5250,3072,22516736,-1231216,-2048,302421
223916,3.052,5250,3072,22516736,-1231216,-2048,302421
223921,3.296,5250,3072,22516736,-1231216,-2048,302421
223926,-3.418,5250,3072,22516736,-1231216,-2048,302421
223932,2.075,5250,3072,22516736,-1231216,-2048,302421
223937,-0.732,5250,3072,22516736,-1231216,-2048,302421
223942,-4.272,5250,3072,22516736,-1231216,-2048,302421
223947,2.808,5250,3072,22516736,-1231216,-2048,302421
223952,-4.028,5250,3072,22516736,-1231216,-2048,302421
223957,3.174,5250,3072,22516736,-1231216,-2048,302421
