R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
44,1,31,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDdtick,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
168505,-3.845,5250,3107840,-23662592,2300584,16383,32893
168510,-0.183,5250,3107840,-23662592,2300584,16383,32893
168515,1.648,5250,3107840,-23662592,2300584,16383,32893
168520,5.798,5250,3107840,-23662592,2300584,16383,32893
168525,2.502,5250,3107840,-23662592,2300584,16383,32893
168530,-0.793,5250,3107840,-23662592,2300584,16383,32893
168535,3.479,5250,3107840,-23662592,2300584,16383,32893
168540,1.038,5250,3107840,-23662592,2300584,16383,32893
168545,0.427,5250,3107840,-23662592,2300584,16383,32893
168550,-1.526,5250,3107840,-23662592,2300584,16383,32893
168555,0.793,5250,3107840,-23662592,2300584,16383,32893
168560,2.258,5250,3107840,-23662592,2300584,16383,32893
168565,-1.404,5250,3107840,-23662592,2300584,16383,32893
168570,4.944,5250,3107840,-23662592,2300584,16383,32893
168575,-1.770,5250,3107840,-23662592,2300584,16383,32893
168580,-3.723,5250,3107840,-23662592,2300584,16383,32893
168585,-2.991,5250,3107840,-23662592,2300584,16383,32893
168590,-7.141,5250,3107840,-23662592,2300584,16383,32893
168595,0.061,5250,3107840,-23662592,2300584,16383,32893
168600,1.282,5250,3107840,-23662592,2300584,16383,32893
168605,1.892,5250,3107840,-23662592,2300584,16383,32893
168610,-2.747,5250,3107840,-23662592,2300584,16383,32893
168615,-7.385,5250,3107840,-23662592,2300584,16383,32893
168620,1.160,5250,3107840,-23662592,2300584,16383,32893
168625,0.793,5250,3107840,-23662592,2300584,16383,32893
168630,7.141,5250,3107840,-23662592,2300584,16383,32893
168635,1.282,5250,3107840,-23662592,2300584,16383,32893
168640,7.141,5250,3107840,-23662592,2300584,16383,32893
168645,2.136,5250,3107840,-23662592,2300584,16383,32893
168650,6.409,5250,3107840,-23662592,2300584,16383,32893
168655,-3.113,5250,3107840,-23662592,2300584,16383,32893
168660,-1.526,5250,3107840,-23662592,2300584,16383,32893
168665,4.456,5250,3107840,-23662592,2300584,16383,32893
168670,-1.648,5250,3107840,-23662592,2300584,16383,32893
168675,7.629,5250,3107840,-23662592,2300584,16383,32893
168680,-2.502,5250,3107840,-23662592,2300584,16383,32893
168685,-2.625,5250,3107840,-23662592,2300584,16383,32893
168690,2.380,5250,3107840,-23662592,2300584,16383,32893
168695,2.136,5250,3107840,-23662592,2300584,16383,32893
168700,6.287,5250,3107840,-23662592,2300584,16383,32893
168705,1.038,5250,3107840,-23662592,2300584,16383,32893
168710,1.404,5250,3107840,-23662592,2300584,16383,32893
168715,3.357,5250,3107840,-23662592,2300584,16383,32893
168720,-0.671,5250,3107840,-23662592,2300584,16383,32893
168725,-0.671,5250,3107840,-23662592,2300584,16383,32893
168730,2.380,5250,3107840,-23662592,2300584,16383,32893
168735,1.282,5250,3107840,-23662592,2300584,16383,32893
168740,-1.526,5250,3107840,-23662592,2300584,16383,32893
168745,1.404,5250,3107840,-23662592,2300584,16383,32893
168750,6.775,5250,3107840,-23662592,2300584,16383,32893
168755,1.770,5250,3107840,-23662592,2300584,16383,32893
168760,-2.258,5250,3107840,-23662592,2300584,16383,32893
168765,1.160,5250,3107840,-23662592,2300584,16383,32893
168770,6.042,5250,3107840,-23662592,2300584,16383,32893
168775,-4.333,5250,3107840,-23662592,2300584,16383,32893
168780,-4.089,5250,3107840,-23662592,2300584,16383,32893
168785,-1.526,5250,3107840,-23662592,2300584,16383,32893
168790,-0.305,5250,3107840,-23662592,2300584,16383,32893
168795,-1.160,5250,3107840,-23662592,2300584,16383,32893
168800,0.061,5250,3107840,-23662592,2300584,16383,32893
168805,1.282,5250,3107840,-23662592,2300584,16383,32893
168810,5.310,5250,3107840,-23662592,2300584,16383,32893
168815,1.648,5250,3107840,-23662592,2300584,16383,32893
168820,-7.629,5250,3107840,-23662592,2300584,16383,32893
168825,-0.916,5250,3107840,-23662592,2300584,16383,32893
168830,-0.305,5250,3107840,-23662592,2300584,16383,32893
168835,-4.944,5250,3107840,-23662592,2300584,16383,32893
168840,-0.183,5250,3107840,-23662592,2300584,16383,32893
168845,1.526,5250,3107840,-23662592,2300584,16383,32893
168850,-0.793,5250,3107840,-23662592,2300584,16383,32893
168855,4.211,5250,3107840,-23662592,2300584,16383,32893
168860,-0.061,5250,3107840,-23662592,2300584,16383,32893
168865,0.671,5250,3107840,-23662592,2300584,16383,32893
168870,-0.183,5250,3107840,-23662592,2300584,16383,32893
168875,-7.263,5250,3107840,-23662592,2300584,16383,32893
168880,5.310,5250,3107840,-23662592,2300584,16383,32893
168885,1.770,5250,3107840,-23662592,2300584,16383,32893
168890,6.287,5250,3107840,-23662592,2300584,16383,32893
168895,-0.183,5250,3107840,-23662592,2300584,16383,32893
168900,-4.578,5250,3107840,-23662592,2300584,16383,32893
168905,-7.263,5250,3107840,-23662592,2300584,16383,32893
168910,6.775,5250,3107840,-23662592,2300584,16383,32893
168915,3.967,5250,3107840,-23662592,2300584,16383,32893
168920,3.479,5250,3107840,-23662592,2300584,16383,32893
168925,6.531,5250,3107840,-23662592,2300584,16383,32893
168930,3.723,5250,3107840,-23662592,2300584,16383,32893
168935,5.432,5250,3107840,-23662592,2300584,16383,32893
168940,0.916,5250,3107840,-23662592,2300584,16383,32893
168945,-1.160,5250,3107840,-23662592,2300584,16383,32893
168950,3.479,5250,3107840,-23662592,2300584,16383,32893
168955,-1.038,5250,3107840,-23662592,2300584,16383,32893
168960,2.747,5250,3107840,-23662592,2300584,16383,32893
168965,-2.869,5250,3107840,-23662592,2300584,16383,32893
168970,-1.648,5250,3107840,-23662592,2300584,16383,32893
168975,3.357,5250,3107840,-23662592,2300584,16383,32893
168980,-1.770,5250,3107840,-23662592,2300584,16383,32893
168985,-0.427,5250,3107840,-23662592,2300584,16383,32893
168990,0.061,5250,3107840,-23662592,2300584,16383,32893
168995,-3.479,5250,3107840,-23662592,2300584,16383,32893
169000,4.944,5250,3107840,-23662592,2300584,16383,32893
169005,-3.723,5250,3107840,-23662592,2300584,16383,32893
169010,-3.235,5250,3107840,-23662592,2300584,16383,32893
169015,-4.089,5250,3107840,-23662592,2300584,16383,32893
169020,-5.432,5250,3107840,-23662592,2300584,16383,32893
169025,-1.282,5250,3107840,-23662592,2300584,16383,32893
169030,-3.235,5250,3107840,-23662592,2300584,16383,32893
