R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,75.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
170.707,-0.622,-0.243,-0.869,-0.878,-1.522,-1.536,-1.545,-1.942,-1.951,-2.441
170.717,-0.221,-0.383,-0.864,-0.875,-1.523,-1.537,-1.546,-1.948,-1.957,-2.443
170.727,0.255,-0.222,-0.880,-0.876,-1.516,-1.530,-1.540,-1.947,-1.957,-2.445
170.737,1.071,0.129,-0.871,-0.875,-1.504,-1.518,-1.528,-1.941,-1.951,-2.444
170.748,1.170,0.468,-0.874,-0.875,-1.491,-1.505,-1.515,-1.930,-1.939,-2.439
170.758,2.199,0.939,-0.860,-0.875,-1.455,-1.469,-1.479,-1.912,-1.922,-2.430
170.769,1.826,1.258,-0.859,-0.873,-1.445,-1.459,-1.468,-1.892,-1.902,-2.417
170.779,1.301,1.331,-0.863,-0.871,-1.431,-1.445,-1.454,-1.875,-1.884,-2.401
170.789,0.872,1.345,-0.873,-0.870,-1.411,-1.425,-1.435,-1.859,-1.868,-2.385
170.799,0.485,1.113,-0.871,-0.871,-1.416,-1.430,-1.440,-1.851,-1.860,-2.371
170.810,0.489,0.860,-0.856,-0.871,-1.417,-1.431,-1.441,-1.846,-1.855,-2.360
170.820,-0.184,0.540,-0.844,-0.867,-1.423,-1.437,-1.447,-1.843,-1.853,-2.350
170.830,0.384,0.438,-0.844,-0.865,-1.404,-1.419,-1.428,-1.840,-1.850,-2.344
170.841,0.350,0.379,-0.831,-0.861,-1.401,-1.416,-1.425,-1.836,-1.845,-2.338
170.851,-0.350,0.225,-0.848,-0.858,-1.417,-1.432,-1.441,-1.835,-1.844,-2.333
170.861,0.419,0.188,-0.863,-0.858,-1.406,-1.421,-1.430,-1.834,-1.844,-2.330
