R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
175,25,1900,200,25,2100,300,100,0,0,0,0,7,75,10,10.0,32.0,0.000,0.000,100.00
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
418.820,1.915,1.618,-0.545,-0.543,-1.543,-1.950,-1.979,-1.602,-1.630,-1.940
418.831,0.638,1.453,-0.534,-0.542,-1.562,-1.968,-1.997,-1.590,-1.618,-1.924
418.841,0.989,1.235,-0.555,-0.543,-1.556,-1.962,-1.990,-1.583,-1.611,-1.911
418.851,1.939,1.397,-0.563,-0.546,-1.515,-1.921,-1.950,-1.568,-1.596,-1.898
418.862,1.395,1.424,-0.563,-0.547,-1.522,-1.928,-1.956,-1.554,-1.582,-1.883
418.872,0.392,1.212,-0.583,-0.551,-1.533,-1.939,-1.967,-1.545,-1.573,-1.870
418.882,-0.530,0.740,-0.554,-0.554,-1.552,-1.957,-1.985,-1.545,-1.573,-1.860
418.892,-1.587,-0.038,-0.571,-0.555,-1.591,-1.996,-2.024,-1.559,-1.587,-1.857
418.903,-1.261,-0.605,-0.569,-0.556,-1.599,-2.004,-2.032,-1.575,-1.603,-1.861
418.913,-0.178,-0.721,-0.575,-0.559,-1.602,-2.006,-2.035,-1.588,-1.616,-1.869
418.923,-0.273,-0.512,-0.580,-0.561,-1.605,-2.008,-2.037,-1.590,-1.618,-1.875
418.933,-0.203,-0.435,-0.560,-0.562,-1.614,-2.018,-2.046,-1.595,-1.623,-1.880
418.944,0.448,-0.232,-0.551,-0.560,-1.607,-2.010,-2.038,-1.596,-1.624,-1.884
418.954,-0.650,-0.204,-0.528,-0.558,-1.626,-2.029,-2.057,-1.597,-1.625,-1.886
418.964,-0.137,-0.272,-0.521,-0.553,-1.632,-2.035,-2.063,-1.604,-1.632,-1.890
418.974,0.988,-0.009,-0.539,-0.551,-1.613,-2.015,-2.043,-1.602,-1.630,-1.892
418.985,1.150,0.398,-0.544,-0.550,-1.600,-2.003,-2.031,-1.592,-1.620,-1.890
418.995,0.630,0.669,-0.524,-0.548,-1.587,-1.989,-2.017,-1.580,-1.608,-1.884
419.005,0.100,0.594,-0.515,-0.545,-1.583,-1.985,-2.013,-1.575,-1.603,-1.877
419.016,0.265,0.477,-0.514,-0.540,-1.571,-1.972,-2.000,-1.573,-1.601,-1.872
419.026,0.949,0.486,-0.524,-0.537,-1.561,-1.963,-1.991,-1.570,-1.598,-1.868
419.036,0.373,0.437,-0.508,-0.534,-1.579,-1.980,-2.008,-1.567,-1.595,-1.864
419.046,1.333,0.798,-0.513,-0.531,-1.530,-1.931,-1.959,-1.554,-1.582,-1.857
419.057,0.609,0.935,-0.536,-0.531,-1.526,-1.927,-1.955,-1.542,-1.570,-1.848
419.067,-0.009,0.810,-0.534,-0.532,-1.526,-1.926,-1.954,-1.536,-1.564,-1.839
419.077,-0.152,0.509,-0.530,-0.532,-1.536,-1.936,-1.964,-1.538,-1.566,-1.833
419.088,0.051,0.248,-0.545,-0.533,-1.536,-1.935,-1.963,-1.540,-1.568,-1.830
419.098,-0.139,0.165,-0.547,-0.535,-1.533,-1.932,-1.960,-1.540,-1.568,-1.828
419.108,-0.410,-0.075,-0.555,-0.537,-1.554,-1.952,-1.980,-1.547,-1.575,-1.828
419.118,-0.059,-0.101,-0.567,-0.541,-1.548,-1.946,-1.974,-1.549,-1.577,-1.829
419.129,0.524,-0.053,-0.571,-0.545,-1.546,-1.944,-1.972,-1.551,-1.579,-1.831
419.139,0.475,0.072,-0.554,-0.548,-1.551,-1.949,-1.977,-1.550,-1.577,-1.831
419.149,-1.483,-0.168,-0.540,-0.548,-1.602,-2.000,-2.027,-1.555,-1.583,-1.831
419.160,-0.507,-0.410,-0.535,-0.546,-1.598,-1.996,-2.023,-1.566,-1.594,-1.835
419.170,0.082,-0.410,-0.544,-0.545,-1.593,-1.990,-2.018,-1.572,-1.600,-1.840
419.180,0.139,-0.226,-0.532,-0.544,-1.604,-2.001,-2.029,-1.573,-1.601,-1.844
419.190,0.704,0.079,-0.520,-0.541,-1.592,-1.989,-2.017,-1.570,-1.598,-1.845
419.201,0.868,0.402,-0.514,-0.538,-1.577,-1.973,-2.001,-1.561,-1.589,-1.843
419.211,1.801,0.789,-0.510,-0.535,-1.558,-1.955,-1.982,-1.550,-1.578,-1.838
419.221,0.801,0.839,-0.520,-0.532,-1.577,-1.973,-2.001,-1.541,-1.568,-1.829
419.232,-0.116,0.599,-0.533,-0.532,-1.597,-1.992,-2.020,-1.539,-1.566,-1.822
419.242,0.144,0.285,-0.538,-0.532,-1.605,-2.001,-2.028,-1.543,-1.571,-1.818
419.252,0.749,0.419,-0.514,-0.531,-1.589,-1.984,-2.011,-1.538,-1.566,-1.815
419.262,0.526,0.530,-0.513,-0.528,-1.585,-1.980,-2.008,-1.532,-1.559,-1.810
419.273,0.819,0.597,-0.496,-0.525,-1.568,-1.962,-1.990,-1.525,-1.553,-1.805
419.283,-0.357,0.224,-0.499,-0.521,-1.609,-2.003,-2.031,-1.529,-1.557,-1.801
419.293,-0.150,0.188,-0.494,-0.518,-1.597,-1.991,-2.019,-1.529,-1.557,-1.799
419.303,-0.248,0.053,-0.504,-0.515,-1.611,-2.005,-2.032,-1.533,-1.560,-1.798
419.314,0.808,0.131,-0.489,-0.513,-1.597,-1.991,-2.018,-1.533,-1.561,-1.798
419.324,0.497,0.329,-0.545,-0.515,-1.589,-1.982,-2.010,-1.526,-1.554,-1.796
419.334,1.090,0.551,-0.548,-0.520,-1.576,-1.968,-1.996,-1.519,-1.547,-1.792
419.345,0.967,0.710,-0.541,-0.523,-1.572,-1.964,-1.992,-1.510,-1.538,-1.786
419.355,0.453,0.682,-0.539,-0.526,-1.581,-1.973,-2.000,-1.504,-1.532,-1.779
419.365,-0.717,0.145,-0.535,-0.527,-1.624,-2.016,-2.044,-1.512,-1.540,-1.775
419.375,0.789,0.089,-0.522,-0.526,-1.599,-1.990,-2.018,-1.515,-1.542,-1.775
419.386,1.224,0.460,-0.523,-0.526,-1.583,-1.974,-2.001,-1.506,-1.533,-1.772
419.396,1.509,0.881,-0.542,-0.528,-1.554,-1.945,-1.972,-1.490,-1.518,-1.765
419.406,-0.003,0.872,-0.529,-0.528,-1.576,-1.967,-1.994,-1.481,-1.509,-1.756
419.417,-0.575,0.459,-0.531,-0.528,-1.582,-1.972,-2.000,-1.483,-1.511,-1.750
419.427,-0.704,0.100,-0.541,-0.530,-1.590,-1.980,-2.008,-1.489,-1.517,-1.747
419.437,-0.450,-0.100,-0.525,-0.531,-1.590,-1.980,-2.008,-1.495,-1.523,-1.748
419.447,-0.301,-0.215,-0.522,-0.530,-1.601,-1.991,-2.018,-1.502,-1.529,-1.750
419.458,0.160,-0.214,-0.506,-0.527,-1.605,-1.995,-2.022,-1.506,-1.533,-1.753
419.468,0.403,0.062,-0.508,-0.524,-1.602,-1.991,-2.019,-1.503,-1.530,-1.754
419.478,-0.355,-0.008,-0.513,-0.522,-1.621,-2.009,-2.037,-1.504,-1.532,-1.754
419.488,1.042,0.243,-0.524,-0.522,-1.576,-1.965,-1.992,-1.499,-1.527,-1.753
419.499,0.894,0.542,-0.554,-0.526,-1.569,-1.957,-1.984,-1.490,-1.517,-1.749
419.509,0.508,0.577,-0.537,-0.528,-1.577,-1.965,-1.993,-1.484,-1.512,-1.744
419.519,0.168,0.534,-0.528,-0.529,-1.579,-1.966,-1.993,-1.480,-1.508,-1.738
419.530,-0.091,0.410,-0.530,-0.529,-1.584,-1.971,-1.999,-1.480,-1.507,-1.734
419.540,-0.011,0.293,-0.549,-0.532,-1.581,-1.968,-1.995,-1.480,-1.507,-1.731
419.550,-0.970,0.017,-0.550,-0.534,-1.601,-1.987,-2.015,-1.484,-1.511,-1.729
419.560,-1.521,-0.369,-0.553,-0.537,-1.611,-1.997,-2.024,-1.494,-1.521,-1.731
419.571,-0.080,-0.503,-0.559,-0.540,-1.586,-1.972,-2.000,-1.504,-1.531,-1.736
419.583,-0.493,-0.400,-0.582,-0.545,-1.601,-1.987,-2.014,-1.507,-1.535,-1.742
419.594,-1.223,-0.595,-0.586,-0.550,-1.645,-2.030,-2.057,-1.520,-1.547,-1.748
419.605,0.111,-0.467,-0.567,-0.552,-1.612,-1.997,-2.024,-1.525,-1.552,-1.755
419.616,0.455,-0.245,-0.569,-0.554,-1.610,-1.994,-2.022,-1.525,-1.552,-1.760
419.627,0.024,-0.066,-0.561,-0.555,-1.613,-1.997,-2.024,-1.522,-1.549,-1.762
419.637,-0.097,-0.056,-0.550,-0.555,-1.621,-2.005,-2.032,-1.524,-1.551,-1.763
419.648,-0.014,-0.048,-0.562,-0.556,-1.613,-1.997,-2.024,-1.525,-1.552,-1.764
419.659,-0.762,-0.219,-0.560,-0.557,-1.647,-2.031,-2.058,-1.532,-1.559,-1.766
419.670,0.234,-0.137,-0.564,-0.557,-1.611,-1.994,-2.021,-1.533,-1.560,-1.768
419.681,0.461,0.043,-0.558,-0.557,-1.595,-1.978,-2.005,-1.529,-1.556,-1.769
419.692,-0.072,0.065,-0.560,-0.558,-1.604,-1.988,-2.015,-1.528,-1.555,-1.769
419.703,0.516,0.186,-0.600,-0.561,-1.578,-1.961,-1.988,-1.525,-1.552,-1.768
419.714,1.066,0.317,-0.475,-0.559,-1.562,-1.945,-1.972,-1.520,-1.547,-1.766
419.725,-0.220,0.201,-0.805,-0.570,-1.603,-1.985,-2.011,-1.520,-1.547,-1.763
419.736,0.431,0.307,-0.460,-0.572,-1.576,-1.958,-1.985,-1.517,-1.544,-1.761
419.747,-0.136,0.119,-0.561,-0.568,-1.610,-1.992,-2.019,-1.521,-1.548,-1.760
419.758,-0.014,0.074,-0.649,-0.568,-1.611,-1.992,-2.019,-1.523,-1.550,-1.759
419.769,0.767,0.161,-0.534,-0.571,-1.602,-1.983,-2.010,-1.523,-1.550,-1.759
419.780,0.681,0.425,-0.459,-0.566,-1.589,-1.971,-1.998,-1.513,-1.540,-1.756
419.791,0.062,0.229,-0.520,-0.558,-1.619,-2.000,-2.027,-1.516,-1.543,-1.753
419.802,0.268,0.170,-0.585,-0.556,-1.619,-2.000,-2.027,-1.517,-1.544,-1.752
419.813,0.527,0.247,-0.604,-0.565,-1.607,-1.987,-2.014,-1.514,-1.540,-1.750
419.823,-0.108,0.211,-0.771,-0.582,-1.623,-2.003,-2.029,-1.513,-1.539,-1.748
419.834,-0.479,0.089,-0.715,-0.611,-1.639,-2.019,-2.045,-1.516,-1.543,-1.747
419.845,-1.079,-0.233,-0.823,-0.622,-1.667,-2.046,-2.073,-1.527,-1.554,-1.749
419.856,-0.276,-0.370,-0.725,-0.634,-1.661,-2.040,-2.067,-1.537,-1.564,-1.753
419.867,0.531,-0.179,-0.703,-0.655,-1.639,-2.018,-2.044,-1.537,-1.563,-1.757
419.878,0.098,-0.025,-0.793,-0.669,-1.635,-2.013,-2.040,-1.533,-1.559,-1.758
419.888,0.182,0.013,-0.681,-0.675,-1.636,-2.014,-2.041,-1.534,-1.560,-1.758
419.899,-0.245,0.034,-0.452,-0.663,-1.644,-2.023,-2.049,-1.534,-1.560,-1.759
419.909,1.882,0.411,-0.518,-0.631,-1.566,-1.944,-1.971,-1.523,-1.550,-1.757
419.920,1.846,0.910,-0.407,-0.611,-1.534,-1.912,-1.939,-1.502,-1.529,-1.750
419.930,1.817,1.222,-0.565,-0.598,-1.517,-1.894,-1.921,-1.484,-1.510,-1.739
419.941,1.584,1.366,-0.680,-0.614,-1.512,-1.889,-1.915,-1.468,-1.494,-1.726
419.951,-0.465,0.939,-0.600,-0.604,-1.575,-1.952,-1.979,-1.467,-1.493,-1.714
419.962,-0.203,0.581,-0.763,-0.611,-1.572,-1.948,-1.974,-1.471,-1.497,-1.707
419.972,-1.011,0.112,-0.657,-0.626,-1.601,-1.977,-2.003,-1.480,-1.506,-1.704
419.983,-0.815,-0.131,-0.540,-0.618,-1.593,-1.969,-1.995,-1.488,-1.514,-1.705
419.994,-0.045,-0.161,-0.483,-0.595,-1.577,-1.953,-1.980,-1.492,-1.519,-1.707
420.004,0.603,0.063,-0.412,-0.578,-1.548,-1.924,-1.951,-1.488,-1.515,-1.708
420.015,0.808,0.333,-0.354,-0.571,-1.526,-1.902,-1.928,-1.479,-1.506,-1.707
420.025,0.216,0.359,-0.472,-0.540,-1.531,-1.906,-1.933,-1.475,-1.501,-1.703
420.036,0.591,0.376,-0.303,-0.515,-1.517,-1.893,-1.920,-1.472,-1.499,-1.700
420.046,-0.364,0.243,-0.308,-0.508,-1.533,-1.908,-1.935,-1.471,-1.498,-1.697
420.057,-0.837,-0.059,-0.272,-0.475,-1.559,-1.934,-1.961,-1.480,-1.507,-1.697
420.067,-1.680,-0.415,-0.411,-0.463,-1.578,-1.953,-1.980,-1.491,-1.518,-1.699
420.078,0.663,-0.274,-0.184,-0.453,-1.515,-1.890,-1.917,-1.494,-1.521,-1.704
420.088,0.974,0.035,-0.471,-0.431,-1.508,-1.882,-1.909,-1.489,-1.516,-1.706
420.099,0.996,0.421,-0.316,-0.428,-1.494,-1.868,-1.895,-1.477,-1.504,-1.704
420.109,0.834,0.651,-0.504,-0.432,-1.477,-1.849,-1.877,-1.465,-1.493,-1.698
420.120,1.921,0.900,-0.590,-0.445,-1.436,-1.809,-1.836,-1.453,-1.480,-1.690
420.130,0.622,0.920,-0.429,-0.446,-1.467,-1.840,-1.867,-1.443,-1.470,-1.681
420.141,0.483,0.782,-0.596,-0.453,-1.458,-1.830,-1.857,-1.438,-1.465,-1.673
420.152,0.388,0.671,-0.328,-0.468,-1.469,-1.842,-1.869,-1.435,-1.462,-1.666
420.163,0.490,0.556,-0.043,-0.440,-1.468,-1.842,-1.869,-1.434,-1.461,-1.660
420.173,0.569,0.563,-0.037,-0.409,-1.476,-1.850,-1.877,-1.430,-1.457,-1.655
420.184,1.535,0.921,0.093,-0.358,-1.406,-1.780,-1.807,-1.413,-1.440,-1.647
420.195,0.842,0.801,-0.230,-0.301,-1.435,-1.808,-1.835,-1.407,-1.435,-1.638
420.205,0.807,0.840,-0.493,-0.286,-1.436,-1.808,-1.835,-1.399,-1.427,-1.630
420.216,0.369,0.798,-0.662,-0.330,-1.447,-1.818,-1.845,-1.393,-1.421,-1.621
420.227,0.735,0.744,-0.924,-0.379,-1.419,-1.790,-1.817,-1.387,-1.414,-1.613
420.238,0.532,0.538,-1.273,-0.441,-1.440,-1.810,-1.837,-1.388,-1.414,-1.607
420.249,0.629,0.700,-0.961,-0.607,-1.429,-1.801,-1.828,-1.379,-1.406,-1.601
420.261,2.978,1.203,-0.896,-0.718,-1.322,-1.698,-1.724,-1.357,-1.383,-1.591
420.272,-1.143,0.899,-0.680,-0.658,-1.459,-1.831,-1.857,-1.353,-1.379,-1.580
420.283,1.256,0.662,-0.778,-0.629,-1.402,-1.771,-1.797,-1.356,-1.382,-1.573
420.294,5.240,1.450,-1.161,-0.726,-1.283,-1.650,-1.676,-1.328,-1.354,-1.563
420.305,9.491,3.750,-0.717,-0.705,-1.070,-1.437,-1.463,-1.239,-1.265,-1.534
420.316,15.759,6.723,-1.638,-0.766,-0.727,-1.092,-1.118,-1.099,-1.125,-1.476
420.327,20.491,10.841,-1.820,-0.901,-0.440,-0.805,-0.830,-0.897,-0.922,-1.380
420.338,27.293,15.066,-1.251,-0.969,0.033,-0.339,-0.363,-0.634,-0.659,-1.235
420.349,35.742,20.605,-1.106,-0.945,0.631,0.260,0.235,-0.285,-0.310,-1.037
420.360,43.539,26.940,-3.823,-1.145,1.289,0.930,0.906,0.151,0.127,-0.773
420.371,48.828,33.703,-2.387,-1.450,1.963,1.606,1.583,0.671,0.648,-0.437
420.382,54.534,39.581,-2.031,-1.426,2.655,2.299,2.276,1.235,1.212,-0.032
420.393,62.266,46.090,-1.673,-1.582,3.541,3.186,3.163,1.887,1.865,0.441
420.404,68.413,52.428,0.733,-1.360,4.425,4.072,4.049,2.604,2.581,0.984
420.415,68.314,57.382,-0.569,-1.127,5.175,4.832,4.808,3.364,3.340,1.600
420.426,66.744,60.516,-3.992,-1.331,5.895,5.561,5.538,4.109,4.086,2.254
420.437,66.782,62.644,-4.940,-1.784,6.655,6.324,6.302,4.848,4.826,2.934
420.448,61.386,62.955,-2.981,-2.050,7.170,6.833,6.813,5.549,5.528,3.629
420.459,53.812,60.796,-0.304,-1.958,7.481,7.134,7.113,6.163,6.142,4.308
420.470,48.413,57.718,2.365,-1.561,7.852,7.498,7.476,6.722,6.700,4.956
420.481,40.121,53.186,4.128,-0.945,8.146,7.786,7.761,7.210,7.185,5.563
420.493,37.535,48.851,4.473,-0.348,8.582,8.222,8.195,7.656,7.629,6.128
420.504,36.408,45.201,3.905,0.169,9.007,8.650,8.621,8.071,8.042,6.643
420.515,30.792,41.236,2.684,0.494,9.211,8.862,8.832,8.433,8.403,7.112
420.526,24.054,36.506,1.910,0.686,9.289,8.946,8.916,8.723,8.692,7.532
420.537,18.733,31.561,2.047,0.834,9.378,9.035,9.004,8.953,8.922,7.899
420.548,10.520,25.839,2.185,1.001,9.344,9.002,8.970,9.111,9.079,8.211
420.559,4.033,19.828,1.270,1.099,9.287,8.949,8.916,9.193,9.161,8.456
420.570,-3.196,13.346,-0.323,1.007,9.072,8.737,8.705,9.188,9.157,8.634
420.581,-9.480,6.865,-2.121,0.736,8.803,8.472,8.441,9.109,9.078,8.737
420.592,-15.090,0.483,-1.002,0.461,8.452,8.116,8.086,8.960,8.931,8.767
420.602,-23.192,-6.004,1.900,0.487,7.978,7.634,7.605,8.746,8.716,8.729
420.613,-30.612,-13.198,2.533,0.702,7.410,7.065,7.034,8.430,8.400,8.614
420.624,-39.556,-20.761,2.996,0.984,6.703,6.356,6.324,8.016,7.984,8.413
420.636,-42.903,-27.619,2.055,1.152,6.084,5.743,5.710,7.543,7.511,8.135
420.647,-47.360,-33.572,0.164,1.165,5.400,5.068,5.035,7.026,6.994,7.787
420.659,-50.569,-38.806,-0.434,1.081,4.673,4.348,4.315,6.426,6.394,7.346
420.671,-54.204,-43.175,-1.443,0.865,3.908,3.588,3.556,5.774,5.743,6.831
420.682,-58.321,-47.719,-2.965,0.530,3.102,2.785,2.756,5.115,5.085,6.305
420.694,-63.011,-52.245,-2.632,0.211,2.219,1.902,1.874,4.404,4.376,5.727
420.704,-66.426,-55.360,-2.521,-0.019,1.482,1.165,1.138,3.752,3.725,5.179
420.714,-72.437,-59.006,-2.355,-0.212,0.587,0.270,0.243,3.049,3.023,4.598
420.724,-80.583,-63.600,-0.997,-0.363,-0.468,-0.796,-0.822,2.273,2.248,3.976
420.734,-86.102,-68.709,1.841,-0.279,-1.561,-1.900,-1.926,1.413,1.387,3.294
420.744,-88.607,-73.903,1.516,-0.028,-2.605,-2.943,-2.970,0.512,0.485,2.570
420.754,-88.684,-77.834,-1.935,-0.100,-3.511,-3.844,-3.871,-0.392,-0.419,1.797
420.764,-90.414,-80.862,-3.076,-0.367,-4.481,-4.808,-4.834,-1.302,-1.328,0.990
420.774,-93.060,-83.776,-3.352,-0.590,-5.507,-5.834,-5.859,-2.235,-2.260,0.156
420.784,-96.329,-86.598,-2.336,-0.806,-6.604,-6.936,-6.960,-3.194,-3.218,-0.704
420.795,-100.248,-89.729,0.296,-0.787,-7.819,-8.160,-8.184,-4.215,-4.239,-1.613
420.805,-96.966,-91.766,0.971,-0.623,-8.644,-8.986,-9.011,-5.200,-5.225,-2.531
420.815,-92.625,-92.236,-0.568,-0.554,-9.389,-9.732,-9.757,-6.139,-6.164,-3.455
420.825,-88.507,-91.533,-1.810,-0.631,-10.129,-10.463,-10.488,-7.048,-7.073,-4.388
420.835,-85.200,-90.180,-0.897,-0.723,-10.893,-11.229,-11.254,-7.921,-7.945,-5.304
420.845,-80.243,-88.343,-0.350,-0.674,-11.616,-11.955,-11.979,-8.766,-8.790,-6.207
420.855,-73.186,-85.122,-1.651,-0.721,-12.139,-12.474,-12.498,-9.543,-9.567,-7.093
420.866,-69.045,-81.315,0.162,-0.735,-12.746,-13.087,-13.111,-10.257,-10.281,-7.930
420.876,-59.170,-76.917,2.127,-0.537,-13.080,-13.424,-13.449,-10.908,-10.933,-8.728
420.886,-46.262,-70.210,0.477,-0.365,-13.086,-13.433,-13.459,-11.415,-11.441,-9.462
420.896,-36.544,-62.556,-2.159,-0.452,-13.132,-13.470,-13.496,-11.820,-11.845,-10.128
420.906,-28.837,-54.751,-1.674,-0.618,-13.194,-13.534,-13.559,-12.141,-12.166,-10.711
420.916,-17.205,-46.469,-1.466,-0.653,-13.046,-13.386,-13.411,-12.368,-12.392,-11.213
420.926,-7.756,-37.338,-1.218,-0.760,-12.804,-13.144,-13.169,-12.475,-12.499,-11.633
420.937,-1.345,-28.978,1.505,-0.654,-12.694,-13.043,-13.068,-12.523,-12.547,-11.959
420.947,12.455,-19.659,1.013,-0.435,-12.082,-12.432,-12.457,-12.441,-12.466,-12.193
420.957,23.259,-9.620,-1.227,-0.450,-11.460,-11.806,-11.831,-12.235,-12.260,-12.327
420.967,29.038,-0.522,-1.288,-0.557,-11.026,-11.370,-11.395,-11.968,-11.993,-12.367
420.977,38.267,8.472,-0.285,-0.556,-10.366,-10.709,-10.734,-11.615,-11.640,-12.315
420.987,43.205,16.792,-0.001,-0.498,-9.775,-10.119,-10.144,-11.188,-11.213,-12.174
420.997,49.055,24.238,0.220,-0.461,-9.125,-9.469,-9.494,-10.721,-10.746,-11.957
421.007,54.540,31.375,-0.282,-0.387,-8.385,-8.726,-8.751,-10.187,-10.213,-11.666
421.017,58.331,37.940,-2.671,-0.516,-7.657,-7.990,-8.015,-9.603,-9.628,-11.305
421.028,60.482,43.455,-0.699,-0.649,-6.989,-7.325,-7.349,-8.998,-9.022,-10.885
421.038,64.007,48.284,-1.199,-0.577,-6.237,-6.572,-6.597,-8.366,-8.391,-10.416
421.048,68.856,53.140,-3.399,-0.778,-5.318,-5.647,-5.671,-7.670,-7.694,-9.888
421.060,73.562,58.763,-4.015,-1.042,-4.333,-4.661,-4.684,-6.796,-6.819,-9.186
421.073,76.486,63.905,-4.214,-1.374,-3.316,-3.647,-3.668,-5.862,-5.884,-8.411
421.083,76.986,67.227,-4.417,-1.656,-2.502,-2.833,-2.854,-5.087,-5.108,-7.748
421.093,74.283,69.109,-3.718,-1.875,-1.868,-2.207,-2.227,-4.341,-4.360,-7.063
421.105,69.516,69.914,-2.133,-1.957,-1.144,-1.488,-1.507,-3.474,-3.493,-6.223
421.117,65.441,69.229,-0.419,-1.864,-0.475,-0.827,-0.846,-2.662,-2.681,-5.386
421.129,62.521,67.528,2.334,-1.492,0.183,-0.169,-0.190,-1.887,-1.908,-4.557
421.141,58.880,64.939,4.704,-0.854,0.726,0.375,0.351,-1.174,-1.198,-3.765
421.153,53.445,61.930,7.014,-0.051,1.191,0.840,0.813,-0.504,-0.531,-3.003
421.165,48.841,58.445,8.761,0.920,1.640,1.288,1.257,0.113,0.082,-2.280
421.178,41.886,53.886,9.818,1.954,1.931,1.578,1.543,0.670,0.635,-1.580
421.188,37.760,50.234,11.168,2.752,2.152,1.797,1.759,1.067,1.029,-1.059
421.198,37.291,46.981,9.477,3.434,2.526,2.177,2.135,1.453,1.412,-0.563
421.208,33.710,44.074,8.298,3.884,2.806,2.460,2.417,1.816,1.773,-0.105
421.218,29.784,40.907,7.805,4.249,2.978,2.635,2.590,2.134,2.090,0.319
421.228,26.081,37.517,7.235,4.522,3.138,2.797,2.752,2.414,2.368,0.712
421.238,20.768,33.840,6.725,4.746,3.192,2.855,2.809,2.648,2.602,1.069
421.248,18.245,30.045,5.296,4.845,3.290,2.958,2.911,2.839,2.792,1.388
421.259,12.316,26.116,5.022,4.866,3.263,2.933,2.886,2.990,2.943,1.669
421.269,4.502,21.525,5.490,4.882,3.089,2.752,2.705,3.072,3.025,1.906
421.279,-2.772,15.953,5.163,4.932,2.804,2.468,2.420,3.068,3.021,2.093
421.289,-5.881,10.708,3.140,4.854,2.669,2.334,2.287,3.020,2.973,2.223
421.299,-12.531,5.495,3.893,4.712,2.334,1.994,1.948,2.920,2.873,2.299
421.309,-19.969,-0.306,4.880,4.740,1.869,1.532,1.486,2.743,2.696,2.320
421.319,-26.715,-6.593,3.168,4.672,1.355,1.033,0.987,2.492,2.446,2.280
421.329,-32.784,-12.405,3.738,4.555,0.907,0.585,0.540,2.200,2.154,2.180
