R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,10,0,500000,3000000,1024,16,32768,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,GPT1X,aPT1R,aKFPT11R,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDFFoutXi,PIDUXi
11358,0,-14451,-14451.000,-1595392,-1836032,54520,3011,-55721,969,113252
11363,0,-15093,-4294967.295,-1595392,-1857536,59392,3759,-61355,500,124506
11368,0,-15627,-2341253.888,-1629184,-1827840,45008,4472,-30133,-2645,79613
11373,0,-13282,-13282.000,-1629184,-1827840,45008,5094,-27563,-1395,77665
11378,0,-13690,-13690.000,-1629184,-1821696,43616,5733,-20609,-740,69958
11383,0,-11386,4294967.295,-1629184,-1802240,39208,6377,15525,-376,23853
11388,0,-12320,-12320.000,-1646592,-1776640,29464,7043,13815,-2393,22692
11393,0,-12518,4294967.295,-1646592,-1781760,30624,7617,10384,-1265,27857
11398,0,-12603,4294967.295,-1646592,-1802240,35264,8210,-3156,-630,38762
11403,0,-12772,-12772.000,-1646592,-1831936,41992,8913,-20219,-337,71124
11408,0,-13762,4294967.295,-1646592,-1859584,48256,9581,-36134,-184,93971
11413,0,-14166,-14166.000,-1646592,-1882112,53360,10360,-45819,-101,109539
11418,0,-14237,4294967.295,-1646592,-1897472,56840,11073,-53415,-64,121328
11423,0,-14261,-14261.000,-1646592,-1917952,61480,11794,-66117,-40,139391
11428,0,-14451,-4294967.295,-1664000,-1913856,56608,12557,-57029,-1514,126194
11433,0,-12603,-12603.000,-1664000,-1909760,55680,13190,-55882,-801,124752
11438,0,-12801,-12801.000,-1664000,-1892352,51736,13802,-46209,-428,111747
11443,0,-12376,-540379.008,-1664000,-1853440,42920,14479,-18532,-220,75931
11448,0,-11018,-379300.992,-1664000,-1845248,41064,15074,-14745,-125,70883
11453,0,-11301,-11301.000,-1664000,-1830912,37816,15652,-7470,-74,60938
11458,0,-11980,-40214.000,-1664000,-1807360,32480,16270,6563,-47,42187
11463,0,-11584,-149448.992,-1646592,-1813504,37816,16869,309,2019,54376
11468,0,-12291,-12291.000,-1646592,-1837056,43152,17522,-16730,1052,77404
11473,0,-12178,-12178.000,-1646592,-1843200,44544,18262,-25084,510,89514
11478,0,-13112,-13112.000,-1646592,-1879040,52664,18958,-43237,256,114859
11483,0,-13500,-13500.000,-1646592,-1902592,58000,19667,-58257,126,135924
11488,0,-13197,-13197.000,-1611776,-1921024,70064,20653,-64144,2836,154861
11493,0,-13524,4294967.295,-1611776,-1931264,72384,21534,-69445,1477,163363
11498,0,-13381,-13381.000,-1611776,-1925120,70992,22382,-67230,764,160604
11503,0,-13197,-13197.000,-1595392,-1905664,70296,23363,-54952,1677,148611
11508,0,-11613,-11613.000,-1595392,-1880064,64496,24147,-46392,871,135035
11513,0,-11018,-11018.000,-1595392,-1853440,58464,24853,-39921,446,123238
11518,0,-10618,-4294967.295,-1595392,-1819648,44312,25548,-7539,209,77399
11523,0,-9324,4294967.295,-1595392,-1767424,38976,26074,-6357,102,71407
11528,0,-9509,4294967.295,-1595392,-1738752,32480,26515,-1664,43,60659
11533,0,-9139,-9139.000,-1595392,-1716224,27376,26889,7240,14,44749
11538,0,-9916,-9916.000,-1595392,-1708032,25520,27244,-7826,0,60590
11543,0,-9620,-4294967.295,-1595392,-1711104,26216,27523,-20529,0,74268
11548,0,-9250,-9250.000,-1595392,-1712128,26448,27771,-30259,0,90376
11553,0,-11273,4294967.295,-1595392,-1730560,30624,28070,-46851,0,105545
11559,0,-10618,3165773.056,-1595392,-1738752,32480,28318,-55457,0,116255
11564,0,-10211,-10211.000,-1595392,-1746944,34336,28571,-73599,0,141446
11569,0,-12518,-12518.000,-1595392,-1778688,41528,28914,-79382,0,149824
11574,0,-12037,-7114.000,-1482752,-1792000,70064,29313,-85440,16113,184817
11579,0,-11556,5855.000,-1482752,-1793024,70296,30094,-80082,7915,181520
11584,0,-12914,-27265.000,-1393664,-1788928,89552,31227,-75412,13371,196191
11589,0,-12376,-22720.000,-1233920,-1773568,122264,32387,-67632,29855,222283
11594,0,-11217,-55326.000,-1233920,-1720320,110200,34128,-32531,14670,176859
11599,0,-10507,-68100.000,-1233920,-1683456,101848,35625,-19852,7690,157325
11604,0,-9139,-9139.000,-1233920,-1636352,91176,37006,-5657,4025,133839
11609,0,-8363,-8363.000,-1233920,-1581056,78648,38344,34894,1970,73514
11614,0,-7339,-17965.000,-654336,-1484800,188152,40592,47906,57312,180838
11619,0,-6175,-6175.000,-654336,-1401856,169360,43250,69788,30048,142822
11624,0,-6354,-6354.000,-654336,-1306624,142216,46076,106794,14763,81498
11629,0,-6891,-6891.000,-654336,-1175552,118088,48364,127218,7731,39234
11634,0,-7249,-4294967.295,-654336,-1068032,93728,50307,140965,4047,3070
11639,0,-6712,-6712.000,-654336,-955392,68208,51859,152830,1982,-15353
11644,0,-8363,-4294967.295,-241664,-859136,139896,54063,144086,41110,49873
11649,0,-7808,-4294967.295,-111616,-783360,152192,56323,129066,38994,79449
11654,0,-6981,-4294967.295,-111616,-723968,138736,58633,103305,19162,76580
11659,0,-8806,4294967.295,-80896,-652288,129456,60975,81986,13024,108445
11664,0,-8474,4294967.295,-80896,-594944,116464,62824,57063,6821,122225
11669,0,-8437,4294967.295,-80896,-522240,99992,64363,68468,3344,87692
11674,0,-8585,-8585.000,-80896,-412672,75168,65689,55525,1748,85332
11679,0,-8806,4294967.295,0,-332800,75400,66606,48732,11755,93274
11684,0,-9361,-4294967.295,0,-247808,49184,67539,69754,5769,46969
11689,0,-7808,-7808.000,0,-145408,32944,68136,68985,3020,32095
11694,0,-8511,4294967.295,0,-71680,16240,68530,76202,1574,8568
11699,0,-8806,4294967.295,0,-4096,928,68745,92209,764,-26501
11704,0,-5638,-4294967.295,6144,72704,-15080,68623,99955,952,-46412
11709,0,-5996,-5996.000,6144,128000,-27608,68149,110569,490,-70028
11714,0,-2506,-4294967.295,6144,179200,-39208,67041,115721,234,-87888
11719,0,-2237,-2237.000,104448,219136,-25984,66649,122950,9064,-82285
11724,0,-2237,-2237.000,187392,237568,-11368,66523,116650,15173,-61495
11729,0,-2237,-4294967.295,187392,260096,-16472,66422,106484,7448,-56534
11734,0,-716,-4294967.295,187392,277504,-20416,66203,99645,3896,-53858
11739,0,-1074,-1074.000,187392,296960,-24824,65740,93059,2033,-52143
11744,0,-1074,-4294967.295,187392,305152,-25984,64817,70522,991,-31689
11749,0,-1253,-1253.000,331776,304128,6264,64924,52060,13659,19128
11754,0,-895,-895.000,331776,315392,3712,65099,41411,7153,27400
11759,0,-2237,-4294967.295,331776,311296,4640,65173,18003,3505,51810
11764,0,-2058,-2058.000,331776,311296,4640,65079,1778,1831,67941
11769,0,-1969,349870.016,376832,326656,11368,64892,-3041,6618,79301
11774,0,-4296,-4296.000,376832,343040,7656,64703,-8365,3249,80724
11779,0,-3490,-4294967.295,376832,367616,2088,64139,-9834,1691,76061
11784,0,-2506,-2506.000,384000,397312,-3016,63191,-8916,1779,69091
11789,0,-5459,-4294967.295,384000,417792,-7656,61856,-13713,866,67913
11794,0,-4385,-4294967.295,384000,441344,-12992,60145,-16145,446,63298
11799,0,-3490,-4294967.295,416768,466944,-11368,58436,-14321,3830,62351
11804,0,-5370,-4294967.295,416768,483328,-15080,56563,-16994,1999,58477
11809,0,-3490,-3490.000,432128,507904,-17168,54783,-12611,2348,50226
11814,0,-2685,-4294967.295,439296,532480,-21112,52766,-5038,1936,36692
11819,0,-2148,4294967.295,439296,552960,-25752,50838,1606,1005,23480
11824,0,-1521,-1521.000,439296,564224,-28304,48840,3350,515,17186
11829,0,-716,-4294967.295,439296,563200,-28072,46607,-2663,241,21198
11834,0,-447,-447.000,439296,578560,-31552,44410,2157,117,10701
11839,0,-89,-89.000,439296,602112,-36888,42159,14343,53,-9072
11844,0,-89,-4294967.295,653312,564224,20184,41473,-18440,23666,80097
11849,0,0,0.000,653312,589824,14384,41606,-4177,12404,60167
11854,0,0,0.000,653312,618496,7888,41667,11302,6496,38253
11859,0,0,0.000,653312,638976,15544,41706,-19966,3186,77216
11864,0,-89,-89.000,653312,608256,10208,41622,-11337,1662,63167
11869,0,-716,-716.000,653312,629760,5336,41403,-6874,866,53613
11874,0,-1342,-3999469.056,816128,653312,36888,41696,-3374,17285,81958
11879,0,-1521,-4294967.295,816128,680960,30624,42120,2053,9057,70691
11884,0,-1969,-4294967.295,816128,698368,26680,42448,-1836,4741,70964
11889,0,-2058,-2058.000,816128,782336,7656,42613,40780,2321,9489
11894,0,-537,-4294967.295,1094656,805888,65424,42483,36512,43708,71395
11899,0,-626,-4294967.295,1094656,814080,63568,43421,20780,22915,86209
11904,0,-447,-447.000,1094656,830464,38512,44334,75904,11257,6942
11909,0,179,179.000,1337344,949248,87928,45195,67378,40610,65745
11914,0,716,4294967.295,1337344,970752,83056,46584,54538,21291,75102
11919,0,1074,1074.000,1337344,1027072,70296,47875,64877,11159,53294
11924,0,2595,-4294967.295,1337344,1092608,55448,49081,71704,5478,32825
11929,0,3043,-4294967.295,1337344,1147904,42920,49969,72060,2861,20829
11934,0,2953,-4294967.295,1662976,1212416,102080,51251,77338,37473,75993
11939,0,1521,1521.000,1734656,1249280,109968,52990,54206,28666,108752
11944,0,984,-909105.984,1734656,1347584,87696,54535,76478,15029,65753
11949,0,895,895.000,1908736,1437696,106720,56231,91441,25908,71510
11954,0,0,-4294967.295,1971200,1520640,102080,58046,93850,21665,66276
11959,0,0,4294967.295,1971200,1626112,78184,59570,111590,11354,26164
11964,0,0,3889783.040,1992704,1719296,61944,60851,119106,8171,3689
11969,0,-89,-89.000,1992704,1823744,38280,61882,124545,4008,-24383
11974,0,0,0.000,1992704,1913856,17864,62482,127987,2089,-47641
11979,0,268,268.000,1992704,1981440,2552,62762,116191,1088,-50877
11984,0,1253,1253.000,1992704,2088960,-21808,62367,129594,524,-89035
11989,0,2416,2416.000,1992704,2142208,-33872,61084,113174,268,-85962
11994,0,3938,3938.000,2242560,2195456,10672,60653,101033,26018,-29708
11999,0,4833,-1827298.048,2267136,2210816,12760,60897,61836,16076,11821
12004,0,5370,-413132.992,2267136,2246656,4640,60915,49627,8422,15928
12009,0,4922,-87692.000,2267136,2278400,-2552,60461,37544,4406,20365
12014,0,4564,-181268.000,2291712,2263040,6496,59624,-6920,5454,73040
12019,0,626,889998.976,2291712,2335744,-9976,58558,17498,2854,31084
12024,0,0,0.000,2317312,2404352,-19720,57393,40413,3974,-2740
12029,0,0,0.000,2317312,2476032,-35960,55509,64292,1945,-44743
12034,0,537,105792.000,2317312,2556928,-54288,53175,97086,1015,-98199
12039,0,2953,2953.000,2317312,2623488,-69368,50422,123650,524,-142596
12044,0,6354,6354.000,2291712,2654208,-83288,46574,120655,-3184,-157369
12049,0,8659,8659.000,2291712,2658304,-83056,42554,100219,-1678,-140721
12054,0,8030,-31657.000,2291712,2624512,-75400,38175,57017,-889,-94242
12059,0,6981,6981.000,2291712,2568192,-62640,33611,1675,-447,-34894
12064,0,1700,-31910.000,2291712,2539520,-56144,28567,-26013,-245,-1564
12069,0,1253,-628438.976,2393088,2525184,-29928,25311,-37109,9709,32492
12074,0,268,268.000,2367488,2512896,-32944,22306,-44671,1650,34033
12079,0,895,4206.000,2367488,2572288,-46400,18789,2857,803,-30468
12084,0,6086,6086.000,2419712,2572288,-34568,16320,4406,5485,-22654
12089,0,8104,8104.000,2472960,2575360,-23200,14426,9581,10007,-18355
12094,0,8695,8695.000,2472960,2564096,-7656,13276,-35480,4909,41100
12099,0,3669,3669.000,2499584,2487296,2784,12645,-44488,4990,59917
12104,0,1432,1432.000,2499584,2503680,-928,12005,-29513,2607,40590
12109,0,537,537.000,2499584,2527232,-9280,11140,-4212,1271,6072
12114,0,358,358.000,2527232,2575360,-10904,10509,16328,3178,-16723
12119,0,1253,-21056.000,2527232,2623488,-21808,9696,44968,1657,-57080
12124,0,4654,-9599.000,2527232,2666496,-31552,8339,61664,805,-84877
12129,0,8917,148122.000,2499584,2644992,-32944,6710,36695,-2103,-62929
12134,0,8880,8880.000,2527232,2604032,-17400,5068,-2330,2365,-10002
12139,0,8030,3063549.952,2527232,2568192,-10208,3517,-30741,1157,24050
12144,0,1521,1521.000,2527232,2545664,-4176,1895,-56031,600,53750
12149,0,2774,2774.000,2527232,2556928,-6728,269,-50420,307,43961
12154,0,2506,2506.000,2527232,2585600,-13224,-453,-8905,144,-10605
12159,0,8400,8400.000,2527232,2635776,-24592,-907,5416,68,-30915
12164,0,9139,4294967.295,2527232,2647040,-27144,-1306,11956,29,-40406
12169,0,10905,10905.000,2527232,2675712,-33640,-1660,34504,2,6736
12174,0,9842,4294967.295,2499584,2596864,-22040,-2057,-17683,-2369,-6414
12179,0,6623,6623.000,2499584,2604032,-23664,-2383,-2628,-1250,-23419
12184,0,2864,2864.000,2499584,2591744,-20880,-2670,-723,-662,-22827
12189,0,2058,2058.000,2499584,2626560,-28768,-2980,33689,-335,-65437
12194,0,2327,59591.000,2446336,2641920,-44312,-3253,54768,-6880,-102333
12199,0,3759,3759.000,2446336,2637824,-43384,-3590,62559,-3392,-145333
12204,0,8178,8178.000,2446336,2635776,-42920,-3980,65336,-1788,-112236
12209,0,8141,8141.000,2446336,2568192,-27608,-4297,22536,-948,-54441
12214,0,8400,-798462.976,2446336,2489344,-9744,-4563,-27631,-477,1918
12219,0,3132,3132.000,1888256,2443264,-125744,-6477,-49307,-47896,-82914
12224,0,358,358.000,1771520,2381824,-138272,-8695,-82767,-38887,-64200
12229,0,0,80323.000,1771520,2329600,-139432,-11387,-59760,-19126,-91059
12234,0,716,716.000,1771520,2356224,-132472,-13835,-63857,-10040,-82450
12239,0,3311,189530.000,1042432,2312192,-287680,-16773,-70982,-91216,-233471
12245,0,8178,1119970.944,855040,2201600,-305080,-21086,-107804,-73453,-218362
12250,0,6265,4294967.295,855040,2050048,-270744,-25431,-164420,-38533,-131755
12255,0,6086,6086.000,855040,1926144,-242672,-29752,-184811,-20218,-87613
12260,0,1074,1074.000,855040,1776640,-309720,-34168,-197869,-77920,-146019
12265,0,1074,4294967.295,409600,1679360,-287680,-38536,-169802,-40875,-156414
12270,0,4027,-746726.976,324608,1558528,-279560,-42855,-152475,-31463,-169940
12275,0,3938,558960.000,324608,1394688,-242440,-46893,-193784,-15481,-81772
12280,0,4117,4117.000,324608,1118208,-179800,-50685,-226555,-8128,-3930
12285,0,0,3078977.024,138240,937984,-181192,-53761,-231811,-24866,-3142
12290,0,0,0.000,138240,762880,-141520,-56559,-236607,-13050,38528
12295,0,447,4294967.295,89088,659456,-129224,-59241,-183124,-10359,-5341
12300,0,4385,4385.000,58368,545792,-110432,-61252,-159142,-8836,-12542
12305,0,6354,6354.000,58368,441344,-86768,-62844,-176641,-3418,43613
12310,0,537,537.000,64512,246784,-41296,-64064,-180978,-1802,75618
12315,0,268,268.000,64512,177152,-25520,-64803,-152406,-953,62083
12320,0,89,4294967.295,73728,144384,-16008,-65214,-104247,837,57096
12325,0,89,-1058710.976,73728,106496,-7424,-65331,-63845,429,-8910
12330,0,805,805.000,64512,117760,-12064,-64949,-5944,-801,-71069
12335,0,4385,4385.000,64512,120832,-12760,-63962,36661,-403,-100476
12340,0,5996,4294967.295,64512,86016,-4872,-62516,40574,-220,-107962
12345,0,2148,2148.000,49152,13312,8120,-60836,13815,-1822,-66531
12350,0,179,-4294967.295,49152,-40960,20416,-58888,-5038,-906,-33434
12355,0,-268,-268.000,49152,-73728,27840,-56810,-11096,-484,-17874
12360,0,-89,4294967.295,49152,-114688,37120,-54499,-24935,-262,7556
12365,0,0,0.000,3072,-123904,28768,-52064,32920,-6731,-71669
12370,0,1700,1700.000,3072,-61440,14616,-50133,36477,-3538,-71994
12375,0,1521,4294967.295,3072,-91136,21344,-48211,19323,-1868,-46190
12380,0,2058,2058.000,0,-129024,29232,-46128,-18429,-1368,6407
12385,0,358,4294967.295,0,-215040,48720,-43470,-57523,-728,62773
12390,0,0,0.000,0,-246784,55912,-40740,-68871,-391,84043
12395,0,-895,4294967.295,0,-246784,55912,-37838,-47046,-203,63170
12400,0,-358,4294967.295,0,-194560,44080,-34615,-10775,-115,20240
12405,0,-179,4294967.295,0,-149504,33872,-31772,25072,-71,-22972
12410,0,0,4294967.295,0,-122880,27840,-28935,65772,-44,-73916
12415,0,1074,1074.000,0,-96256,21808,-26038,60276,-37,-64506
12420,0,89,4294967.295,0,-135168,30624,-23326,29111,-37,-21813
12425,0,0,4294967.295,0,-184320,38048,-20411,2662,-37,14975
12430,0,-1342,4294967.295,0,-175104,39672,-17878,-4556,-37,26350
12435,0,-2148,4294967.295,0,-179200,40600,-15530,-10947,-37,36017
12440,0,-2595,-2595.000,0,-177152,40136,-13296,-11326,-37,-57119
12445,0,-89,4294967.295,0,-84992,19256,-11391,42639,-37,-34774
12450,0,179,179.000,0,-87040,19720,-9819,28904,-37,-19003
12455,0,358,358.000,0,-137216,31088,-8037,-15916,-37,38967
12460,0,-268,-268.000,0,-187392,42456,-6350,-55125,-37,91231
12465,0,-2058,-2058.000,0,-210944,47792,-4598,-71614,-37,114808
12470,0,-3311,4294967.295,0,-212992,48256,-2483,-31602,-37,66703
12475,0,-716,4294967.295,0,-121856,27608,-706,1308,-37,25594
12480,0,0,0.000,0,-108544,24592,346,9019,-37,15919
12485,0,179,179.000,0,-88064,19952,776,13104,-37,9750
12490,0,358,358.000,0,-132096,29928,1269,-14091,-37,45288
12495,0,0,0.000,0,-146432,33176,1731,-24499,-37,59406
12500,0,-268,-268.000,0,-141312,32016,2196,-19301,-37,50429
12505,0,-716,-716.000,0,-87040,19720,2686,21629,-37,777
12510,0,-89,-4294967.295,0,-27648,6264,3096,63477,-37,-54117
12515,0,89,-4294967.295,0,7168,-1624,3494,87620,-37,-87630
12520,0,1521,1521.000,0,3072,-696,3875,78165,-37,-74986
12525,0,179,179.000,0,-49152,11136,4327,42111,-37,-26648
12530,0,0,4294967.295,0,-84992,19256,4803,20333,-37,-6567
12535,0,-1700,-1700.000,0,-86016,19488,5318,23385,-37,1421
12540,0,-1611,-1611.000,0,-83968,19024,5842,32897,-37,-8031
12545,0,0,0.000,0,-14336,3248,6365,84430,-37,-74817
12550,0,358,358.000,0,-13312,3016,6867,85382,-37,-75499
12555,0,358,4294967.295,0,-58368,13224,7354,49444,-37,-28866
12560,0,-537,-537.000,0,-114688,25984,7843,1721,-37,32106
12565,0,-1700,4294967.295,0,-137216,31088,8253,-19817,-37,59158
12570,0,-2058,-2058.000,0,-152576,34568,8658,-33736,-37,64287
12575,0,-1521,-1521.000,0,-107520,24360,9096,-1228,-37,34684
12580,0,-89,-4294967.295,0,-69632,15776,9443,21193,-37,4026
12585,0,0,4294967.295,0,-57344,22968,9804,-9834,-37,42606
12590,0,-89,-13009.000,0,-136192,30856,10110,-39840,-37,80806
12595,0,-358,-46283.000,0,-154624,35032,10286,-57133,-37,102451
12600,0,-895,-38380.000,0,-174080,39440,10606,-69078,-37,119124
12605,0,-4833,-4833.000,0,-117760,26680,10911,-29226,-37,66817
12610,0,-4743,-4743.000,0,-56320,12760,11199,14228,-37,9731
12615,0,-2685,-221240.992,0,-12288,2784,11494,36053,-37,-19687
12620,0,0,-9580.000,0,-19456,4408,11797,38313,-37,-22108
12625,0,-179,-179.000,0,-68608,15544,12143,4739,-37,22948
12630,0,-447,-447.000,0,-116736,26448,12527,-36972,-37,80175
12635,0,-5280,4504.000,0,-153600,34800,13000,-42755,-37,90555
12640,0,-5907,-14086.000,0,-166912,37816,13442,-45165,-37,96423
12645,0,-4385,194.000,0,-151552,34336,13881,-29157,-37,34049
12650,0,-805,-805.000,0,-98304,22272,14337,10315,-37,26294
12655,0,0,0.000,0,-104448,23664,14722,1055,-37,37331
12660,0,-89,-27.000,0,-144384,32712,15105,-32887,-37,80704
12665,0,-2506,-677.000,0,-209920,47560,15555,-81206,-37,144321
12670,0,-5280,-5280.000,0,-197632,44776,15803,-77385,-37,137964
12675,0,-5817,-5817.000,0,-158720,35960,16049,-55044,-37,107053
12680,0,-5101,-653552.000,46080,-79872,28536,16460,-1182,5058,46178
12685,0,-4564,-775270.976,67584,-21504,20184,16867,34653,5925,2398
12690,0,-1879,-3696528.896,67584,10240,12992,17347,52978,3098,-22639
12695,0,-626,-626.000,67584,5120,14152,17822,1904,1508,43109
12700,0,-1253,-4294967.295,67584,-71680,31552,18369,-12909,783,62830
12705,0,-7249,-4294967.295,67584,-80896,33640,18837,-20988,402,73465
12710,0,-6802,-6802.000,110592,-93184,46168,19365,-11544,4643,71113
12715,0,-4922,-4922.000,113664,-45056,35960,19964,-1309,2897,57233
12720,0,-537,-537.000,113664,-21504,30624,20439,6402,1508,44661
12725,0,0,0.000,113664,-1024,26680,20900,6265,732,41315
12730,0,-626,-626.000,113664,-44032,35728,21272,-35824,375,92824
12735,0,-3132,24258.000,113664,-77824,43384,21538,-72371,190,137293
12740,0,-7070,-7070.000,113664,-74752,42688,21689,-75985,85,140362
12745,0,-7249,-17896.000,110592,-17408,29000,21697,-48010,-403,98707
12750,0,-4027,-26119.000,110592,68608,9512,21740,2524,-220,15370
12755,0,-3222,-3222.000,92160,129024,-8352,21648,35708,-2027,-22412
12760,0,-984,-54895.000,92160,140288,-10904,21412,37980,-1072,-27472
12765,0,-1253,-57261.000,92160,64512,6264,21271,-18681,-538,46216
12770,0,-6265,-6265.000,92160,37888,12296,21278,-32565,-293,66139
12775,0,-7919,-7919.000,12288,18432,-1392,21285,-39313,-11590,59206
12780,0,-8511,-8511.000,12288,28672,-3712,20526,-21928,-5706,38742
12785,0,-5191,-5191.000,3072,29696,-6032,19804,-12703,-3897,26475
12790,0,-2595,-2595.000,0,39936,-9048,19223,3052,-2493,7123
12795,0,-1074,-1074.000,0,28672,-6496,18776,413,-1238,11867
12800,0,-1700,-4294967.295,0,-14336,3248,18641,-24178,-660,46067
12805,0,-3669,4294967.295,0,-64512,14616,18492,-54080,-357,87188
12810,0,-8732,-4294967.295,0,-120832,27376,18340,-84511,-184,130227
12815,0,-8806,-8806.000,0,-122880,27840,18141,-80242,-105,126223
12820,0,-7160,-7160.000,0,-112640,25520,18049,-67552,-66,111121
12825,0,-4654,-4654.000,0,-67584,15312,18116,-28721,-40,62149
12830,0,-1879,-1879.000,0,-22528,5104,18204,3006,-37,20302
12835,0,-805,-643078.016,0,11264,-2552,18216,24509,-37,12990
12840,0,-716,-716.000,0,0,0,18108,12243,-37,5865
12846,0,-626,-626.000,-7168,-3072,-928,17840,7974,-684,8938
12851,0,-805,-123616.000,-7168,-68608,13920,17676,-36995,-345,68591
12856,0,-5370,-76486.000,-7168,-53248,10440,17702,-19060,-191,47202
12861,0,-7249,-7249.000,-7168,-40960,7656,17887,-1538,-110,27081
12866,0,-5817,-5817.000,-93184,-34816,-13224,17786,21905,-10879,-20359
12871,0,-3401,-3401.000,-93184,5120,-22272,17321,50247,-5713,-55198
12876,0,-1700,-1700.000,-114688,20480,-30624,16676,71865,-4961,-85813
12881,0,-1521,2105501.952,-114688,34816,-33872,15793,87482,-2449,-105561
12886,0,-805,-805.000,-114688,-2048,-25520,15317,70522,-1294,-80725
12891,0,-1969,-1969.000,-114688,-54272,-13688,15049,40379,-687,-39018
12896,0,-2058,-4294967.295,-114688,-121856,1624,15034,-2272,-347,18930
12901,0,-4206,-4294967.295,-114688,-184320,15776,15171,-38004,-191,68951
12906,0,-5549,-5549.000,-250880,-236544,-3248,13940,-65842,-12510,76534
12911,0,-6802,-6802.000,-264192,-275456,2552,12717,-77018,-7728,91823
12916,0,-8769,4294967.295,-264192,-307200,9744,11550,-91809,-4063,113103
12921,0,-8880,-8880.000,-267264,-333824,15080,10547,-101115,-2403,126742
12926,0,-8474,-4294967.295,-267264,-305152,8584,9820,-71143,-1272,89547
12931,0,-8400,-2487183.872,-267264,-286720,4408,9392,-42525,-638,56325
12936,0,-9694,-9694.000,-325632,-269312,-12760,8345,-18899,-5323,14484
12941,0,-9879,-9879.000,-338944,-259072,-18096,7496,573,-4476,-11173
12946,0,-8585,-8843.000,-338944,-248832,-20416,6753,23224,-2210,-36887
12951,0,-7518,-761086.016,-338944,-258048,-18328,6407,35961,-1170,-47882
12956,0,-6265,-1819662.976,-338944,-301056,-8584,6280,26494,-623,-28798
12961,0,-5370,1458872.960,-338944,-311296,-6264,6253,39128,-315,-39139
12966,0,-6802,-4294967.295,-356352,-373760,3944,6333,11118,-1661,-841
12971,0,-6086,-4294967.295,-356352,-408576,11832,6512,-2617,-879,20961
12976,0,-4296,-4294967.295,-356352,-402432,10440,6782,9282,-442,7940
12981,0,-8178,-8178.000,-353280,-423936,16008,7057,-2433,24,25498
12986,0,-12716,-12716.000,-353280,-444416,20648,7347,-14562,0,42557
12991,0,-15543,-15543.000,-353280,-453632,22736,7684,-18521,0,48941
12996,0,-15141,-15141.000,-353280,-433152,18096,8027,1250,0,24873
13001,0,-8917,-8917.000,-373760,-422912,11136,8371,15123,-2417,4384
13006,0,-5817,-5817.000,-395264,-428032,7424,8725,17831,-4480,-1682
13011,0,-626,-626.000,-395264,-449536,12296,9000,8319,-2359,12977
13016,0,-2327,-2327.000,-395264,-482304,19720,9245,-13804,-1246,42769
13021,0,-6712,-6712.000,-472064,-482304,2320,9452,-15376,-12342,27148
13026,0,-13140,-13140.000,-472064,-486400,3248,8921,-23099,-6482,35268
13031,0,-15307,-15307.000,-505856,-490496,-3480,8066,-32095,-7144,36681
13036,0,-13738,-13738.000,-505856,-475136,-6960,6979,-22560,-3523,22579
13041,0,-6175,-4294967.295,-505856,-467968,-8584,6048,-16960,-1856,14424
13046,0,-447,-447.000,-505856,-461824,-9976,5233,-9697,-984,4954
13051,0,0,0.000,-505856,-488448,-3944,4642,-21091,-491,21789
13056,0,-8289,4294967.295,-505856,-518144,2784,4325,-34344,-267,41453
13061,0,-20822,-4294967.295,-740352,-510976,-51968,1979,-42216,-24432,-423
13066,0,-23856,-23856.000,-802816,-528384,-62176,-591,-19152,-21756,-43615
13071,0,-25298,-4294967.295,-802816,-506880,-67048,-1531,12082,-11419,-80661
13076,0,-16860,-16860.000,-994304,-503808,-107880,-2884,24119,-25464,-134883
13081,0,-13833,-13833.000,-994304,-553984,-99760,-4230,24704,-13362,-128694
13086,0,-6086,-6086.000,-994304,-633856,-81664,-5476,-5807,-7020,-81333
13091,0,-7882,3788750.080,-1221632,-731136,-111128,-7001,-17878,-27010,-108560
13096,0,-11386,-11386.000,-1338368,-811008,-119480,-8921,-67586,-30875,-60815
13101,0,-16212,4294967.295,-1338368,-888832,-101848,-10809,-88676,-16202,-23981
13106,0,-16902,4294967.295,-1338368,-948224,-88392,-12480,-90948,-8509,-13819
13111,0,-17153,-17153.000,-1338368,-1017856,-72616,-14006,-84936,-4192,-1686
13116,0,-14261,4294967.295,-1338368,-1087488,-56840,-15103,-82377,-2205,10434
13121,0,-8585,-8585.000,-1453056,-1178624,-64032,-16308,-84442,-12232,4102
13126,0,-5280,-1589696.000,-1453056,-1253376,-45240,-17283,-95664,-6424,33141
13131,0,-2148,-1754054.016,-1453056,-1313792,-31552,-18065,-95343,-3377,45726
13136,0,-9065,310910.016,-1453056,-1382400,-16008,-18644,-104821,-1670,79070
13141,0,-10962,820686.976,-1698816,-1431552,-60552,-19253,-94230,-33841,14425
13146,0,-23431,-23431.000,-1698816,-1445888,-57304,-20278,-67024,-17757,-10558
