R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,iRelaxX,IRelaxY,DmaxR,DmaxE,DMx,DMy
58,80,47,58,80,47,250,0,0,0,50,0,500000,15000000,10,1,1000,0,0,0,0,0,0,0,0,0.995,1024,1024,0,0,0,0
sysTickMs,PIDRefXi,PIDSensXi,PIDPoutXi,PIDFFoutXi,PIDUXi
25802,0,0,0,0,0
25812,0,0,0,0,0
25822,0,0,0,0,0
25832,0,0,0,0,0
25842,0,0,0,0,0
25852,0,0,0,0,0
25862,0,0,0,0,0
25872,0,0,0,0,0
25882,0,0,0,0,0
25892,0,0,0,0,0
25902,0,0,0,0,0
25912,0,0,0,0,0
25922,0,0,0,0,0
25932,0,0,0,0,0
25942,0,0,0,0,0
25952,0,0,0,0,0
25962,0,0,0,0,0
25972,0,0,0,0,0
25982,0,0,0,0,0
25992,0,0,0,0,0
26002,0,0,0,0,0
26012,0,0,0,0,0
26022,0,0,0,0,0
26032,0,0,0,0,0
26042,0,0,0,0,0
26052,0,0,0,0,0
26062,0,0,0,0,0
26072,0,0,0,0,0
26082,0,0,0,0,0
26092,0,0,0,0,0
26102,0,0,0,0,0
26112,0,0,0,0,0
26122,0,0,0,0,0
26132,0,0,0,0,0
26142,0,0,0,0,0
26152,0,0,0,0,0
26162,0,0,0,0,0
26172,0,0,0,0,0
26182,0,0,0,0,0
26192,0,0,0,0,0
26202,0,0,0,0,0
26212,0,0,0,0,0
26222,0,0,0,0,0
26232,0,0,0,0,0
26242,0,0,0,0,0
26252,0,0,0,0,0
26263,0,0,0,0,0
26273,0,0,0,0,0
26283,0,0,0,0,0
26293,0,0,0,0,0
26303,0,0,0,0,0
26313,0,0,0,0,0
26323,0,0,0,0,0
26333,0,0,0,0,0
26343,0,0,0,0,0
26353,12288,6144,1392,610,-711
26363,9216,9216,0,48,-1638
26373,9216,6144,696,4,2532
26383,9216,10240,-232,0,-1397
26393,21504,4096,3944,984,8005
26403,21504,11264,2320,244,339
26413,43008,3072,9048,1133,14541
26423,55296,10240,10208,1452,10547
26433,55296,6144,10440,366,10839
26443,67584,9216,13224,708,14742
26453,67584,4096,14384,173,20456
26463,67584,9216,13224,39,15042
26473,64512,9216,12528,-142,14356
26483,58368,2048,12760,-596,19148
26493,58368,-2048,13688,-173,22209
26503,12288,10240,464,-2215,-2593
26513,9216,1024,1856,-678,9790
26523,0,11264,-2552,-794,-6819
26533,0,-5120,1160,-214,14702
26543,-4096,34816,-8816,-208,-27484
26553,-4096,-17408,3016,-63,23365
26563,-4096,14336,-4176,-23,-12169
26573,-4096,-13312,2088,-23,16739
26583,-4096,41984,-10440,-23,-34077
26593,-4096,5120,-2088,-23,773
26603,-4096,0,-928,-23,7362
26613,-4096,10240,-3248,-23,-9593
26623,-4096,44032,-10904,-23,-31419
26633,-4096,14336,-4176,-23,1973
26643,-4096,19456,-5336,-23,-4023
26653,-4096,-28672,5568,-23,18511
26663,-4096,12288,-3712,-23,-26916
26673,-4096,8192,-2784,-23,-17424
26683,-4096,12288,-3712,-23,-8077
26693,-4096,0,-928,-23,2760
26703,-4096,-19456,3480,-23,13286
