R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
68,1,42,45,1,28,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi
82945,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82950,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82955,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82960,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82965,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82970,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82975,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82980,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82985,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82990,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
82995,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83000,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83005,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83010,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83015,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83020,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83025,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83030,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83035,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83040,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83045,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83050,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83055,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83060,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83065,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83070,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83075,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83080,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83085,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83090,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83095,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83100,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83105,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83110,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83115,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83120,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83125,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83130,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83135,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83140,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83145,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83150,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83155,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83160,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83165,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83170,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83175,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83180,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83185,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83190,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83195,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83200,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83205,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83210,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83215,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83220,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83225,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83230,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83235,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83240,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83245,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83250,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83255,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83260,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83265,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83270,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83275,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83280,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83285,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83290,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83295,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83300,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83305,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83310,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83315,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83320,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
83325,0,-394240,-258048,-423936,63504,4585,81484,-13395,-15
