R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,1,47,45,1,28,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi
46047,0,0,0,0,0,0,0,0,0
46052,0,0,0,0,0,0,0,0,0
46057,0,0,0,0,0,0,0,0,0
46062,0,0,0,0,0,0,0,0,0
46067,0,0,0,0,0,0,0,0,0
46072,0,0,0,0,0,0,0,0,0
46077,0,0,0,0,0,0,0,0,0
46082,0,0,0,0,0,0,0,0,0
46087,0,0,0,0,0,0,0,0,0
46092,0,0,0,0,0,0,0,0,0
46097,0,0,0,0,0,0,0,0,0
46102,0,0,0,0,0,0,0,0,0
46107,0,0,0,0,0,0,0,0,0
46112,0,0,0,0,0,0,0,0,0
46117,0,0,0,0,0,0,0,0,0
46122,0,0,0,0,0,0,0,0,0
46127,0,0,0,0,0,0,0,0,0
46132,0,0,0,0,0,0,0,0,0
46137,0,0,0,0,0,0,0,0,0
46142,0,0,0,0,0,0,0,0,0
46147,0,0,0,0,0,0,0,0,0
46152,0,0,0,0,0,0,0,0,0
46157,0,0,0,0,0,0,0,0,0
46162,0,0,0,0,0,0,0,0,0
46167,0,0,0,0,0,0,0,0,0
46172,0,0,0,0,0,0,0,0,0
46178,0,0,0,0,0,0,0,0,0
46183,0,0,0,0,0,0,0,0,0
46188,0,0,0,0,0,0,0,0,0
46193,0,0,0,0,0,0,0,0,0
46198,0,0,0,0,0,0,0,0,0
46203,0,0,0,0,0,0,0,0,0
46208,0,0,0,0,0,0,0,0,0
46213,0,0,0,0,0,0,0,0,0
46218,0,0,0,0,0,0,0,0,0
46223,0,0,0,0,0,0,0,0,0
46228,0,0,0,0,0,0,0,0,0
46233,0,0,0,0,0,0,0,0,0
46238,0,0,0,0,0,0,0,0,0
46243,0,0,0,0,0,0,0,0,0
46248,0,0,0,0,0,0,0,0,0
46253,0,0,0,0,0,0,0,0,0
46258,0,0,0,0,0,0,0,0,0
46263,0,0,0,0,0,0,0,0,0
46268,0,0,0,0,0,0,0,0,0
46273,0,0,0,0,0,0,0,0,0
46278,0,0,0,0,0,0,0,0,0
46283,0,0,0,0,0,0,0,0,0
46288,0,0,0,0,0,0,0,0,0
46293,0,0,0,0,0,0,0,0,0
46298,0,0,0,0,0,0,0,0,0
46303,0,0,0,0,0,0,0,0,0
46308,0,0,0,0,0,0,0,0,0
46313,0,0,0,0,0,0,0,0,0
46318,0,0,0,0,0,0,0,0,0
46323,0,0,0,0,0,0,0,0,0
46328,0,0,0,0,0,0,0,0,0
46333,0,0,0,0,0,0,0,0,0
46338,0,0,0,0,0,0,0,0,0
46343,0,0,0,0,0,0,0,0,0
46348,0,0,0,0,0,0,0,0,0
46353,0,0,0,0,0,0,0,0,0
46358,0,0,0,0,0,0,0,0,0
46363,0,0,0,0,0,0,0,0,0
46368,0,0,0,0,0,0,0,0,0
46373,0,0,0,0,0,0,0,0,0
46378,0,0,0,0,0,0,0,0,0
46383,0,0,0,0,0,0,0,0,0
46388,0,0,0,0,0,0,0,0,0
46393,0,0,0,0,0,0,0,0,0
46398,0,0,0,0,0,0,0,0,0
46403,0,0,0,0,0,0,0,0,0
46408,0,0,0,0,0,0,0,0,0
46413,0,0,0,0,0,0,0,0,0
46418,0,0,0,0,0,0,0,0,0
46423,0,0,0,0,0,0,0,0,0
46428,0,0,0,0,0,0,0,0,0
46433,0,0,0,0,0,0,0,0,0
46438,0,0,0,0,0,0,0,0,0
46443,0,0,0,0,0,0,0,0,0
46448,0,0,0,0,0,0,0,0,0
46453,0,0,0,0,0,0,0,0,0
46458,0,0,0,0,0,0,0,0,0
46463,0,0,0,0,0,0,0,0,0
46468,0,0,0,0,0,0,0,0,0
46473,0,0,0,0,0,0,0,0,0
46478,0,0,0,0,0,0,0,0,0
46483,0,0,0,0,0,0,0,0,0
46488,0,0,0,0,0,0,0,0,0
46493,0,0,0,0,0,0,0,0,0
46498,0,0,0,0,0,0,0,0,0
46503,0,0,0,0,0,0,0,0,0
46508,0,0,0,0,0,0,0,0,0
46513,0,0,0,0,0,0,0,0,0
46518,0,0,0,0,0,0,0,0,0
46523,0,0,0,0,0,0,0,0,0
46528,0,0,0,0,0,0,0,0,0
46533,0,0,0,0,0,0,0,0,0
46538,0,0,0,0,0,0,0,0,0
46543,0,0,0,0,0,0,0,0,0
46548,0,0,0,0,0,0,0,0,0
46553,0,0,0,0,0,0,0,0,0
46558,0,0,0,0,0,0,0,0,0
46563,0,0,0,0,0,0,0,0,0
46568,0,0,0,0,0,0,0,0,0
46573,0,0,0,0,0,0,0,0,0
46578,0,0,0,0,0,0,0,0,0
46583,0,0,0,0,0,0,0,0,0
46588,0,0,0,0,0,0,0,0,0
46593,0,0,0,0,0,0,0,0,0
46598,0,0,0,0,0,0,0,0,0
46603,0,0,0,0,0,0,0,0,0
46608,0,0,0,0,0,0,0,0,0
46613,0,0,0,0,0,0,0,0,0
46618,0,0,0,0,0,0,0,0,0
46623,0,0,0,0,0,0,0,0,0
46628,0,0,0,0,0,0,0,0,0
46633,0,0,0,0,0,0,0,0,0
46638,0,0,0,0,0,0,0,0,0
46643,0,0,0,0,0,0,0,0,0
46648,0,0,0,0,0,0,0,0,0
46653,0,0,0,0,0,0,0,0,0
46658,0,0,0,0,0,0,0,0,0
46663,0,0,0,0,0,0,0,0,0
46668,0,0,0,0,0,0,0,0,0
46673,0,0,0,0,0,0,0,0,0
46678,0,0,0,0,0,0,0,0,0
46683,0,0,0,0,0,0,0,0,0
46688,0,0,0,0,0,0,0,0,0
46693,0,0,0,0,0,0,0,0,0
46698,0,0,0,0,0,0,0,0,0
46703,0,0,0,0,0,0,0,0,0
46708,0,0,0,0,0,0,0,0,0
46713,0,0,0,0,0,0,0,0,0
46718,0,0,0,0,0,0,0,0,0
46723,0,0,0,0,0,0,0,0,0
46728,0,0,0,0,0,0,0,0,0
46733,0,0,0,0,0,0,0,0,0
46738,0,0,0,0,0,0,0,0,0
46743,0,0,0,0,0,0,0,0,0
46748,0,0,0,0,0,0,0,0,0
46753,0,0,0,0,0,0,0,0,0
46758,0,0,0,0,0,0,0,0,0
46763,0,0,0,0,0,0,0,0,0
46768,0,0,0,0,0,0,0,0,0
46773,0,0,0,0,0,0,0,0,0
46778,0,0,0,0,0,0,0,0,0
46783,0,0,0,0,0,0,0,0,0
46788,0,0,0,0,0,0,0,0,0
46793,0,0,0,0,0,0,0,0,0
46798,0,0,0,0,0,0,0,0,0
46803,0,-9216,13312,-7168,-3016,-1,7343,-10360,0
46808,0,-9216,8192,-9216,-1856,-1,1927,-3784,0
46813,0,-9216,8192,-6144,-1856,-2,1147,-3005,0
46818,0,-9216,6144,-6144,-1392,-2,-402,-992,0
46823,0,-9216,8192,-10240,-1856,-2,826,-2684,0
46828,0,-9216,2048,-8192,-464,-3,-2995,2528,0
46833,0,-9216,1024,-12288,-232,-3,-2582,2347,0
46838,0,-9216,10240,-8192,-2320,-3,3809,-6132,0
46843,0,-9216,11264,-14336,-2552,-3,3603,-6158,0
46848,0,-9216,7168,-7168,-1624,-4,57,-1685,0
46853,0,-9216,8192,-10240,-1856,-4,688,-2548,0
46858,0,-9216,3072,-5120,-696,-5,-3099,2398,0
46863,0,-9216,6144,-11264,-1392,-5,45,-1442,0
46868,0,-9216,6144,-13312,-1392,-5,734,-2131,0
46873,0,-9216,7168,-6144,-1624,-5,1342,-2971,0
46878,0,-9216,8192,-4096,-1856,-6,1376,-3238,0
46883,0,-6144,8192,-8192,-1856,-6,493,-2355,0
46888,0,-6144,7168,-9216,-1624,-6,-609,-1021,0
46893,0,-6144,9216,-8192,-2088,-7,-632,-999,0
46898,0,-6144,12288,-13312,-2784,-7,3499,-6290,0
46903,0,-6144,5120,-11264,-1160,-8,-1550,382,0
46908,0,-6144,9216,-6144,-2088,-8,1273,-3289,0
46913,0,-6144,10240,-7168,-2320,-8,1181,-3509,0
46918,0,-6144,8192,-8192,-1856,-9,-81,-1784,0
