R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
45,1,28,45,1,28,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi
22026,0,0,0,0,0,0,0,0,0
22031,0,0,0,0,0,0,0,0,0
22036,0,0,0,0,0,0,0,0,0
22041,0,0,0,0,0,0,0,0,0
22046,0,0,0,0,0,0,0,0,0
22051,0,0,0,0,0,0,0,0,0
22056,0,0,0,0,0,0,0,0,0
22061,0,0,0,0,0,0,0,0,0
22066,0,0,0,0,0,0,0,0,0
22071,0,0,0,0,0,0,0,0,0
22076,0,0,0,0,0,0,0,0,0
22081,0,0,0,0,0,0,0,0,0
22086,0,0,0,0,0,0,0,0,0
22091,0,0,0,0,0,0,0,0,0
22096,0,0,0,0,0,0,0,0,0
22101,0,0,0,0,0,0,0,0,0
22106,0,0,0,0,0,0,0,0,0
22111,0,0,0,0,0,0,0,0,0
22116,0,0,0,0,0,0,0,0,0
22121,0,0,0,0,0,0,0,0,0
22126,0,0,0,0,0,0,0,0,0
22131,0,0,0,0,0,0,0,0,0
22136,0,0,0,0,0,0,0,0,0
22141,0,0,0,0,0,0,0,0,0
22146,0,0,0,0,0,0,0,0,0
22151,0,0,0,0,0,0,0,0,0
22156,0,0,0,0,0,0,0,0,0
22161,0,0,0,0,0,0,0,0,0
22166,0,0,0,0,0,0,0,0,0
22171,0,0,0,0,0,0,0,0,0
22176,0,0,0,0,0,0,0,0,0
22181,0,0,0,0,0,0,0,0,0
22186,0,0,0,0,0,0,0,0,0
22191,0,0,0,0,0,0,0,0,0
22196,0,0,0,0,0,0,0,0,0
22201,0,0,0,0,0,0,0,0,0
22206,0,0,0,0,0,0,0,0,0
22211,0,0,0,0,0,0,0,0,0
22216,0,0,0,0,0,0,0,0,0
22221,0,0,0,0,0,0,0,0,0
22226,0,0,0,0,0,0,0,0,0
22231,0,0,0,0,0,0,0,0,0
22236,0,0,0,0,0,0,0,0,0
22241,0,0,0,0,0,0,0,0,0
22246,0,0,0,0,0,0,0,0,0
22251,0,0,0,0,0,0,0,0,0
22256,0,0,0,0,0,0,0,0,0
22261,0,0,0,0,0,0,0,0,0
22266,0,0,0,0,0,0,0,0,0
22271,0,0,0,0,0,0,0,0,0
22276,0,0,0,0,0,0,0,0,0
22281,0,0,0,0,0,0,0,0,0
22286,0,0,0,0,0,0,0,0,0
22291,0,0,0,0,0,0,0,0,0
22296,0,0,0,0,0,0,0,0,0
22301,0,0,0,0,0,0,0,0,0
22306,0,0,0,0,0,0,0,0,0
22311,0,0,0,0,0,0,0,0,0
22316,0,0,0,0,0,0,0,0,0
22321,0,0,0,0,0,0,0,0,0
22326,0,0,0,0,0,0,0,0,0
22331,0,0,0,0,0,0,0,0,0
22336,0,0,0,0,0,0,0,0,0
