R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,28,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
10641,-5.005,0,0,0,0,0
10646,2.319,0,0,0,0,0
10651,-4.517,0,0,0,0,0
10656,-0.854,0,0,0,0,0
10661,-6.348,0,0,0,0,0
10666,3.296,0,0,0,0,0
10671,9.521,0,0,0,0,0
10676,6.470,0,0,0,0,0
10681,-0.366,0,0,0,0,0
10687,0.244,0,0,0,0,0
10692,6.958,0,0,0,0,0
10697,-1.831,0,0,0,0,0
10702,3.052,0,0,0,0,0
10707,2.075,0,0,0,0,0
10712,6.836,0,0,0,0,0
10717,-2.563,0,0,0,0,0
10722,-0.366,0,0,0,0,0
10727,3.906,0,0,0,0,0
10732,-3.540,0,0,0,0,0
10737,2.930,0,0,0,0,0
10742,-6.470,0,0,0,0,0
10747,5.737,0,0,0,0,0
10752,2.197,0,0,0,0,0
10757,2.319,0,0,0,0,0
10762,2.930,0,0,0,0,0
10767,4.272,0,0,0,0,0
10772,3.174,0,0,0,0,0
10777,-0.854,0,0,0,0,0
10782,-2.441,0,0,0,0,0
10787,-3.296,0,0,0,0,0
10792,-1.221,0,0,0,0,0
10797,2.686,0,0,0,0,0
10802,2.808,0,0,0,0,0
10807,5.859,0,0,0,0,0
10812,0.854,0,0,0,0,0
10817,0.244,0,0,0,0,0
10822,-1.953,0,0,0,0,0
10827,-1.221,0,0,0,0,0
10832,4.028,0,0,0,0,0
10837,-1.831,0,0,0,0,0
10842,3.052,0,0,0,0,0
10847,-0.244,0,0,0,0,0
10852,0.732,0,0,0,0,0
10857,0.244,0,0,0,0,0
10862,0.244,0,0,0,0,0
10867,4.028,0,0,0,0,0
10872,2.563,0,0,0,0,0
10877,1.709,0,0,0,0,0
10882,-6.470,0,0,0,0,0
10887,0.244,0,0,0,0,0
10892,2.319,0,0,0,0,0
10897,-1.831,0,0,0,0,0
10902,-4.761,0,0,0,0,0
10907,0.488,0,0,0,0,0
10912,3.540,0,0,0,0,0
10917,3.296,0,0,0,0,0
10922,-2.808,0,0,0,0,0
10927,-4.028,0,0,0,0,0
10932,2.197,0,0,0,0,0
10937,-4.028,0,0,0,0,0
10942,-1.099,0,0,0,0,0
10947,-0.488,0,0,0,0,0
10952,3.906,0,0,0,0,0
10957,-0.244,0,0,0,0,0
10962,0.000,0,0,0,0,0
10967,2.930,0,0,0,0,0
10972,0.977,0,0,0,0,0
10977,2.319,0,0,0,0,0
10983,2.319,0,0,0,0,0
10988,-1.587,0,0,0,0,0
10993,-2.197,0,0,0,0,0
10998,0.122,0,0,0,0,0
11003,1.587,0,0,0,0,0
11008,-8.667,0,0,0,0,0
11013,2.808,0,0,0,0,0
11018,-8.179,0,0,0,0,0
11023,2.563,0,0,0,0,0
11028,2.075,0,0,0,0,0
11033,5.493,0,0,0,0,0
11038,1.099,0,0,0,0,0
11043,-1.953,0,0,0,0,0
11048,7.935,0,0,0,0,0
11053,2.441,0,0,0,0,0
