R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,28,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
28326,-4.822,0,0,0,0,0
28331,4.700,0,0,0,0,0
28336,2.014,0,0,0,0,0
28341,0.427,0,0,0,0,0
28346,2.747,0,0,0,0,0
28351,1.648,0,0,0,0,0
28356,-0.793,0,0,0,0,0
28361,2.991,0,0,0,0,0
28366,0.427,0,0,0,0,0
28371,1.404,0,0,0,0,0
28376,2.380,0,0,0,0,0
28381,-4.089,0,0,0,0,0
28386,2.258,0,0,0,0,0
28391,-0.549,0,0,0,0,0
28396,-1.526,0,0,0,0,0
28401,1.892,0,0,0,0,0
28406,0.916,0,0,0,0,0
28411,4.089,0,0,0,0,0
28416,-4.700,0,0,0,0,0
28421,-3.967,0,0,0,0,0
28426,-1.404,0,0,0,0,0
28431,1.404,0,0,0,0,0
28436,1.648,0,0,0,0,0
28441,-1.648,0,0,0,0,0
28446,4.333,0,0,0,0,0
28451,2.380,0,0,0,0,0
28456,-4.456,0,0,0,0,0
28461,-3.235,0,0,0,0,0
28466,-0.305,0,0,0,0,0
28471,6.042,0,0,0,0,0
28477,1.648,0,0,0,0,0
28482,-1.648,0,0,0,0,0
28487,-1.038,0,0,0,0,0
28492,4.578,0,0,0,0,0
28497,-0.305,0,0,0,0,0
28502,-2.380,0,0,0,0,0
28507,-1.526,0,0,0,0,0
28512,-1.648,0,0,0,0,0
28517,2.014,0,0,0,0,0
28522,2.258,0,0,0,0,0
28527,3.113,0,0,0,0,0
28532,0.549,0,0,0,0,0
28537,-6.042,0,0,0,0,0
28542,-3.235,0,0,0,0,0
28547,-3.479,0,0,0,0,0
28552,-1.770,0,0,0,0,0
28557,1.770,0,0,0,0,0
28562,-1.770,0,0,0,0,0
28567,-6.165,0,0,0,0,0
28572,0.427,0,0,0,0,0
28577,-0.427,0,0,0,0,0
28582,3.601,0,0,0,0,0
28587,-3.967,0,0,0,0,0
28592,-8.728,0,0,0,0,0
28597,0.916,0,0,0,0,0
28602,0.916,0,0,0,0,0
28607,6.531,0,0,0,0,0
28612,-4.822,0,0,0,0,0
28617,-3.845,0,0,0,0,0
28622,5.676,0,0,0,0,0
28627,1.404,0,0,0,0,0
28632,2.625,0,0,0,0,0
28637,-0.671,0,0,0,0,0
28642,-0.061,0,0,0,0,0
28647,-0.061,0,0,0,0,0
28652,0.793,0,0,0,0,0
28657,4.700,0,0,0,0,0
28662,4.211,0,0,0,0,0
28667,-1.038,0,0,0,0,0
28672,-1.038,0,0,0,0,0
28677,0.305,0,0,0,0,0
28682,-0.061,0,0,0,0,0
28687,1.892,0,0,0,0,0
28692,-1.038,0,0,0,0,0
28697,-1.282,0,0,0,0,0
28702,-4.944,0,0,0,0,0
28707,1.404,0,0,0,0,0
28712,-1.038,0,0,0,0,0
28717,2.991,0,0,0,0,0
28722,-2.991,0,0,0,0,0
28727,0.549,0,0,0,0,0
28732,-0.061,0,0,0,0,0
28737,-1.282,0,0,0,0,0
28742,3.357,0,0,0,0,0
28747,2.258,0,0,0,0,0
28752,5.920,0,0,0,0,0
28757,4.211,0,0,0,0,0
28762,2.747,0,0,0,0,0
28767,-4.822,0,0,0,0,0
28772,2.869,0,0,0,0,0
28777,1.770,0,0,0,0,0
28782,2.991,0,0,0,0,0
28787,2.625,0,0,0,0,0
28792,4.333,0,0,0,0,0
28797,-0.061,0,0,0,0,0
28802,-0.793,0,0,0,0,0
28807,-0.305,0,0,0,0,0
28813,6.897,0,0,0,0,0
28818,-6.653,0,0,0,0,0
28823,-3.845,0,0,0,0,0
28828,4.578,0,0,0,0,0
28833,-2.136,0,0,0,0,0
28838,4.456,0,0,0,0,0
28843,-2.380,0,0,0,0,0
28848,-2.991,0,0,0,0,0
28853,-2.136,0,0,0,0,0
28858,-0.427,0,0,0,0,0
28863,2.869,0,0,0,0,0
28868,0.061,0,0,0,0,0
28873,3.845,0,0,0,0,0
28878,2.258,0,0,0,0,0
28883,-0.549,0,0,0,0,0
28888,3.601,0,0,0,0,0
28893,3.113,0,0,0,0,0
28898,-1.160,0,0,0,0,0
28903,2.869,0,0,0,0,0
28908,-2.502,0,0,0,0,0
28913,9.827,0,0,0,0,0
28918,-0.671,0,0,0,0,0
28923,3.601,0,0,0,0,0
28928,1.282,0,0,0,0,0
28933,0.305,0,0,0,0,0
28938,-0.427,0,0,0,0,0
28943,-3.357,0,0,0,0,0
28948,0.793,0,0,0,0,0
28953,-0.671,0,0,0,0,0
28958,2.991,0,0,0,0,0
28963,2.502,0,0,0,0,0
28968,0.793,0,0,0,0,0
28973,-3.235,0,0,0,0,0
28978,-0.305,0,0,0,0,0
28983,1.526,0,0,0,0,0
28988,-2.380,0,0,0,0,0
28993,-3.845,0,0,0,0,0
28998,1.526,0,0,0,0,0
29003,0.549,0,0,0,0,0
29008,0.305,0,0,0,0,0
29013,-3.479,0,0,0,0,0
29018,-1.648,0,0,0,0,0
29023,-7.629,0,0,0,0,0
29028,-0.916,0,0,0,0,0
29033,2.869,0,0,0,0,0
29038,-2.747,0,10240,-800,-4,2686
29043,1.404,0,5120,-400,-7,-1174
29048,-1.648,0,7168,-560,-9,1022
29053,3.357,0,3072,-240,-12,-1754
29058,2.380,0,7168,-560,-15,21
29063,-1.648,0,12288,-960,-20,1277
29068,-0.916,0,11264,-880,-24,-113
29073,-0.061,0,10240,-800,-28,-1581
29078,-3.113,0,8192,-640,-32,-1244
29084,6.775,0,0,0,-34,-5646
29089,5.798,0,5120,-400,-37,-1731
29094,3.357,0,4096,-320,-40,-2152
29099,-0.427,0,8192,-640,-43,-254
29104,-1.770,0,12288,-960,-47,1974
29109,-0.183,0,9216,-720,-51,-466
29114,-3.967,0,11264,-880,-55,710
29119,4.944,0,6144,-480,-59,-3244
29124,-2.747,0,12288,-960,-62,583
29129,0.793,0,5120,-400,-66,-2760
29134,4.822,0,6144,-480,-68,-1565
29139,-1.648,0,7168,-560,-71,-1575
29144,-1.892,0,13312,-1040,-76,1866
29149,0.916,0,9216,-720,-80,-1392
29154,-7.385,0,16384,-1280,-85,4795
29159,-2.625,0,12288,-960,-90,970
29164,3.113,0,5120,-400,-94,-3562
29169,-1.282,0,9216,-720,-96,190
29174,-0.061,0,7168,-560,-99,-856
29179,1.770,0,7168,-560,-103,-561
29184,5.310,0,3072,-240,-106,-3088
29189,3.967,0,8192,-640,-109,-196
29194,-0.793,0,10240,-800,-112,1925
29199,-3.235,0,10240,-800,-115,1646
29204,4.822,0,19456,-1520,-122,4345
29209,1.404,0,7168,-560,-127,-4411
29214,2.380,0,-1024,80,-128,-4697
29219,-2.380,0,11264,-880,-131,2838
29224,0.427,0,27648,-2160,-141,9076
29229,2.258,0,8192,-640,-148,-5549
29234,0.916,0,-7168,560,-147,-6907
29239,2.869,0,10240,-800,-147,6306
29244,-1.770,0,18432,-1440,-152,8445
29249,6.531,0,8192,-640,-159,-2416
29254,-5.188,0,9216,-720,-162,28
29259,3.357,0,5120,-400,-165,-1886
29264,1.404,0,10240,-800,-168,1305
29269,-2.869,0,5120,-400,-172,-2663
29274,4.578,0,10240,-800,-176,-2903
29279,3.723,0,5120,-400,-180,-5364
29284,2.014,0,12288,-960,-184,-269
29289,-0.061,0,8192,-640,-188,-2350
29294,-7.141,0,16384,-1280,-192,2978
29299,-2.869,0,28672,-2240,-199,8648
29304,0.671,0,14336,-1120,-207,-2973
29309,-2.625,0,19456,-1520,-213,2315
29314,-5.310,0,16384,-1280,-218,4451
29320,5.798,0,11264,-880,-225,-1176
29325,6.287,0,16384,-1280,-231,224
29330,-1.892,0,21504,-1680,-238,2893
29335,-8.728,0,21504,-1680,-243,4024
29340,17.029,0,21504,-1680,-253,-294
29345,-3.723,0,10240,-800,-260,-7291
29350,7.019,0,18432,-1440,-268,-7357
29355,-15.564,0,6144,-480,-275,-9537
29360,-1.892,0,19456,-1520,-281,292
29365,6.042,0,2048,-160,-288,-11176
29370,-8.118,0,22528,-1760,-292,4092
29375,21.912,0,3072,-240,-299,-9953
29380,6.409,0,7168,-560,-303,-4989
29385,12.390,0,-3072,240,-305,-9150
29390,-8.240,0,12288,-960,-306,6073
