R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
44,1,31,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
66787,1.099,0,794624,-68288,-4230,-65517
66792,-1.709,0,794624,-68288,-4230,-65517
66797,0.000,0,794624,-68288,-4230,-65517
66802,1.831,0,794624,-68288,-4230,-65517
66807,2.686,0,794624,-68288,-4230,-65517
66812,0.122,0,794624,-68288,-4230,-65517
66818,-2.319,0,794624,-68288,-4230,-65517
66823,2.197,0,794624,-68288,-4230,-65517
66828,1.465,0,794624,-68288,-4230,-65517
66833,5.737,0,794624,-68288,-4230,-65517
66838,-4.517,0,794624,-68288,-4230,-65517
66843,-9.155,0,794624,-68288,-4230,-65517
66849,0.854,0,794624,-68288,-4230,-65517
66854,1.465,0,794624,-68288,-4230,-65517
66859,3.540,0,794624,-68288,-4230,-65517
66864,-3.174,0,794624,-68288,-4230,-65517
66869,-5.249,0,794624,-68288,-4230,-65517
66874,-5.737,0,794624,-68288,-4230,-65517
66880,3.052,0,794624,-68288,-4230,-65517
66885,0.244,0,794624,-68288,-4230,-65517
66890,4.395,0,794624,-68288,-4230,-65517
66895,1.831,0,794624,-68288,-4230,-65517
66900,-2.441,0,794624,-68288,-4230,-65517
66905,0.000,0,794624,-68288,-4230,-65517
66910,2.197,0,794624,-68288,-4230,-65517
66916,0.610,0,794624,-68288,-4230,-65517
66921,-2.441,0,794624,-68288,-4230,-65517
66926,6.958,0,794624,-68288,-4230,-65517
66931,2.441,0,794624,-68288,-4230,-65517
66936,-2.930,0,794624,-68288,-4230,-65517
66942,-1.465,0,794624,-68288,-4230,-65517
66947,-0.366,0,794624,-68288,-4230,-65517
66952,-0.854,0,794624,-68288,-4230,-65517
66957,-0.610,0,794624,-68288,-4230,-65517
66962,2.319,0,794624,-68288,-4230,-65517
66967,1.465,0,794624,-68288,-4230,-65517
66972,3.784,0,794624,-68288,-4230,-65517
66978,0.244,0,794624,-68288,-4230,-65517
66983,2.319,0,794624,-68288,-4230,-65517
66988,5.859,0,794624,-68288,-4230,-65517
66993,-3.906,0,794624,-68288,-4230,-65517
66998,-4.028,0,794624,-68288,-4230,-65517
67003,-0.610,0,794624,-68288,-4230,-65517
67009,-0.854,0,794624,-68288,-4230,-65517
67014,5.859,0,794624,-68288,-4230,-65517
67019,2.686,0,794624,-68288,-4230,-65517
67024,-0.366,0,794624,-68288,-4230,-65517
67029,-0.977,0,794624,-68288,-4230,-65517
67034,0.000,0,794624,-68288,-4230,-65517
67040,-0.488,0,794624,-68288,-4230,-65517
67045,5.981,0,794624,-68288,-4230,-65517
67050,-1.831,0,794624,-68288,-4230,-65517
67055,-7.690,0,794624,-68288,-4230,-65517
67060,-0.488,0,794624,-68288,-4230,-65517
67065,5.127,0,794624,-68288,-4230,-65517
67071,-1.343,0,794624,-68288,-4230,-65517
67076,2.563,0,794624,-68288,-4230,-65517
67081,0.732,0,794624,-68288,-4230,-65517
67086,1.587,0,794624,-68288,-4230,-65517
67091,-5.371,0,794624,-68288,-4230,-65517
67096,-1.099,0,794624,-68288,-4230,-65517
67102,0.488,0,794624,-68288,-4230,-65517
