R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,60,40,1,40,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
296513,-6.348,0,-151552,11840,2448,152534
296518,-2.930,0,-151552,11840,2448,152534
296523,-1.221,0,-151552,11840,2448,152534
296528,-1.709,0,-151552,11840,2448,152534
296533,1.465,0,-151552,11840,2448,152534
296538,-3.174,0,-151552,11840,2448,152534
296543,1.343,0,-151552,11840,2448,152534
296548,7.812,0,-151552,11840,2448,152534
296553,-0.244,0,-151552,11840,2448,152534
296558,-1.587,0,-151552,11840,2448,152534
296563,3.784,0,-151552,11840,2448,152534
296568,-4.028,0,-151552,11840,2448,152534
296573,-0.488,0,-151552,11840,2448,152534
296578,4.517,0,-151552,11840,2448,152534
296583,6.714,0,-151552,11840,2448,152534
296588,-0.977,0,-151552,11840,2448,152534
296593,2.686,0,-151552,11840,2448,152534
296598,9.277,0,-151552,11840,2448,152534
296603,0.854,0,-151552,11840,2448,152534
296608,-4.517,0,-151552,11840,2448,152534
296613,-0.122,0,-151552,11840,2448,152534
296618,-3.906,0,-151552,11840,2448,152534
296623,-2.686,0,-151552,11840,2448,152534
296628,-5.249,0,-151552,11840,2448,152534
296633,2.075,0,-151552,11840,2448,152534
296638,0.977,0,-151552,11840,2448,152534
296643,1.099,0,-151552,11840,2448,152534
296648,0.366,0,-151552,11840,2448,152534
296653,-2.075,0,-151552,11840,2448,152534
296658,5.493,0,-151552,11840,2448,152534
296663,-3.418,0,-151552,11840,2448,152534
296668,-0.977,0,-151552,11840,2448,152534
296673,2.441,0,-151552,11840,2448,152534
296678,1.343,0,-151552,11840,2448,152534
296683,-3.662,0,-151552,11840,2448,152534
296688,-3.418,0,-151552,11840,2448,152534
296693,4.395,0,-151552,11840,2448,152534
296698,-1.953,0,-151552,11840,2448,152534
296703,0.854,0,-151552,11840,2448,152534
296708,3.174,0,-151552,11840,2448,152534
296713,1.343,0,-151552,11840,2448,152534
296718,-8.911,0,-151552,11840,2448,152534
296723,-1.221,0,-151552,11840,2448,152534
296728,-5.005,0,-151552,11840,2448,152534
296733,-2.563,0,-151552,11840,2448,152534
296738,-5.615,0,-151552,11840,2448,152534
296743,-1.831,0,-151552,11840,2448,152534
