R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,GparamC,AparamC,KFQAng,KFQbias,KFRmeas
40,1,28,40,1,28,200,0,0,0,0,0,2147483648,10000000,10.0,64.0,0.000100,0.003000,50,
sysTickMs,GRawXi,PIDRefXi,PIDSensXi,PIDPoutXi,PIDIoutXi,PIDDoutXi
45281,-0.854,0,-614400,48000,-15026,-11832
45286,-1.099,0,-614400,48000,-15026,-11832
45291,1.343,0,-614400,48000,-15026,-11832
45296,1.099,0,-614400,48000,-15026,-11832
45301,-4.150,0,-614400,48000,-15026,-11832
45306,-0.732,0,-614400,48000,-15026,-11832
45312,-1.709,0,-614400,48000,-15026,-11832
45317,1.587,0,-614400,48000,-15026,-11832
45322,-0.366,0,-614400,48000,-15026,-11832
45327,1.343,0,-614400,48000,-15026,-11832
45332,-2.441,0,-614400,48000,-15026,-11832
45337,-3.906,0,-614400,48000,-15026,-11832
45343,4.639,0,-614400,48000,-15026,-11832
45348,-2.197,0,-614400,48000,-15026,-11832
45353,-2.686,0,-614400,48000,-15026,-11832
45358,1.953,0,-614400,48000,-15026,-11832
45363,-4.639,0,-614400,48000,-15026,-11832
45368,-0.122,0,-614400,48000,-15026,-11832
45374,-4.272,0,-614400,48000,-15026,-11832
45379,1.831,0,-614400,48000,-15026,-11832
45384,0.244,0,-614400,48000,-15026,-11832
45389,4.761,0,-614400,48000,-15026,-11832
45394,4.150,0,-614400,48000,-15026,-11832
45399,-2.930,0,-614400,48000,-15026,-11832
45404,0.244,0,-614400,48000,-15026,-11832
45410,0.366,0,-614400,48000,-15026,-11832
45415,1.831,0,-614400,48000,-15026,-11832
45420,-2.808,0,-614400,48000,-15026,-11832
45425,1.099,0,-614400,48000,-15026,-11832
45430,-0.244,0,-614400,48000,-15026,-11832
45436,6.226,0,-614400,48000,-15026,-11832
45441,-1.709,0,-614400,48000,-15026,-11832
45446,0.122,0,-614400,48000,-15026,-11832
45451,-4.150,0,-614400,48000,-15026,-11832
45456,-6.348,0,-614400,48000,-15026,-11832
45461,-0.122,0,-614400,48000,-15026,-11832
45466,-0.732,0,-614400,48000,-15026,-11832
45472,2.197,0,-614400,48000,-15026,-11832
45477,-1.343,0,-614400,48000,-15026,-11832
45482,6.836,0,-614400,48000,-15026,-11832
45487,3.662,0,-614400,48000,-15026,-11832
45492,-3.174,0,-614400,48000,-15026,-11832
45497,0.366,0,-614400,48000,-15026,-11832
45503,1.465,0,-614400,48000,-15026,-11832
45508,-2.808,0,-614400,48000,-15026,-11832
45513,0.610,0,-614400,48000,-15026,-11832
45518,-2.808,0,-614400,48000,-15026,-11832
45523,6.348,0,-614400,48000,-15026,-11832
45528,-3.174,0,-614400,48000,-15026,-11832
45534,-3.662,0,-614400,48000,-15026,-11832
45539,-2.075,0,-614400,48000,-15026,-11832
45544,-2.930,0,-614400,48000,-15026,-11832
45549,-1.465,0,-614400,48000,-15026,-11832
45554,-1.709,0,-614400,48000,-15026,-11832
45559,1.465,0,-614400,48000,-15026,-11832
45565,4.150,0,-614400,48000,-15026,-11832
45570,3.052,0,-614400,48000,-15026,-11832
45575,2.686,0,-614400,48000,-15026,-11832
45580,1.953,0,-614400,48000,-15026,-11832
45585,0.000,0,-614400,48000,-15026,-11832
45590,0.000,0,-614400,48000,-15026,-11832
45596,3.906,0,-614400,48000,-15026,-11832
45601,2.930,0,-614400,48000,-15026,-11832
45606,-2.075,0,-614400,48000,-15026,-11832
45611,4.395,0,-614400,48000,-15026,-11832
45616,6.348,0,-614400,48000,-15026,-11832
45621,0.244,0,-614400,48000,-15026,-11832
45627,-3.296,0,-614400,48000,-15026,-11832
45632,2.319,0,-614400,48000,-15026,-11832
45637,-3.906,0,-614400,48000,-15026,-11832
45642,-1.099,0,-614400,48000,-15026,-11832
45647,3.418,0,-614400,48000,-15026,-11832
45652,0.488,0,-614400,48000,-15026,-11832
45658,4.639,0,-614400,48000,-15026,-11832
45663,-0.977,0,-614400,48000,-15026,-11832
45668,-3.296,0,-614400,48000,-15026,-11832
45673,-9.888,0,-614400,48000,-15026,-11832
45678,0.366,0,-614400,48000,-15026,-11832
45683,0.732,0,-614400,48000,-15026,-11832
45689,-2.441,0,-614400,48000,-15026,-11832
45694,-1.099,0,-614400,48000,-15026,-11832
45699,-3.906,0,-614400,48000,-15026,-11832
45704,2.197,0,-614400,48000,-15026,-11832
45709,-7.690,0,-614400,48000,-15026,-11832
45714,0.244,0,-614400,48000,-15026,-11832
45720,-4.150,0,-614400,48000,-15026,-11832
45725,8.789,0,-614400,48000,-15026,-11832
45730,1.343,0,-614400,48000,-15026,-11832
45735,-5.127,0,-614400,48000,-15026,-11832
45740,4.761,0,-614400,48000,-15026,-11832
45745,-5.005,0,-614400,48000,-15026,-11832
45751,6.348,0,-614400,48000,-15026,-11832
45756,3.052,0,-614400,48000,-15026,-11832
45761,-0.977,0,-614400,48000,-15026,-11832
45766,1.953,0,-614400,48000,-15026,-11832
45771,-5.737,0,-614400,48000,-15026,-11832
45776,6.714,0,-614400,48000,-15026,-11832
45782,-0.366,0,-614400,48000,-15026,-11832
45787,1.465,0,-614400,48000,-15026,-11832
45792,-1.587,0,-614400,48000,-15026,-11832
45797,-7.202,0,-614400,48000,-15026,-11832
45802,-0.732,0,-614400,48000,-15026,-11832
45807,3.052,0,-614400,48000,-15026,-11832
45813,-4.761,0,-614400,48000,-15026,-11832
45818,-5.737,0,-614400,48000,-15026,-11832
45823,-4.028,0,-614400,48000,-15026,-11832
45828,-0.122,0,-614400,48000,-15026,-11832
45833,0.366,0,-614400,48000,-15026,-11832
45838,-1.221,0,-614400,48000,-15026,-11832
45844,1.587,0,-614400,48000,-15026,-11832
45849,-4.272,0,-614400,48000,-15026,-11832
45854,-0.732,0,-614400,48000,-15026,-11832
45859,-2.319,0,-614400,48000,-15026,-11832
45864,-1.465,0,-614400,48000,-15026,-11832
45869,-4.028,0,-614400,48000,-15026,-11832
45874,7.690,0,-614400,48000,-15026,-11832
45880,3.418,0,-614400,48000,-15026,-11832
45885,-2.197,0,-614400,48000,-15026,-11832
45890,0.488,0,-614400,48000,-15026,-11832
45895,-1.221,0,-614400,48000,-15026,-11832
45900,3.418,0,-614400,48000,-15026,-11832
45906,2.686,0,-614400,48000,-15026,-11832
45911,0.000,0,-614400,48000,-15026,-11832
45916,-2.563,0,-614400,48000,-15026,-11832
45921,-1.343,0,-614400,48000,-15026,-11832
45926,2.441,0,-614400,48000,-15026,-11832
45931,3.296,0,-614400,48000,-15026,-11832
45936,2.319,0,-614400,48000,-15026,-11832
45942,8.057,0,-614400,48000,-15026,-11832
45947,2.197,0,-614400,48000,-15026,-11832
45952,0.366,0,-614400,48000,-15026,-11832
45957,4.517,0,-614400,48000,-15026,-11832
45962,-3.662,0,-614400,48000,-15026,-11832
45967,-2.197,0,-614400,48000,-15026,-11832
45973,1.953,0,-614400,48000,-15026,-11832
45978,-3.174,0,-614400,48000,-15026,-11832
45983,3.052,0,-614400,48000,-15026,-11832
45988,3.540,0,-614400,48000,-15026,-11832
45993,-5.127,0,-614400,48000,-15026,-11832
45998,9.766,0,-614400,48000,-15026,-11832
46004,4.639,0,-614400,48000,-15026,-11832
46009,4.028,0,-614400,48000,-15026,-11832
46014,-0.366,0,-614400,48000,-15026,-11832
46019,-1.587,0,-614400,48000,-15026,-11832
46024,-1.953,0,-614400,48000,-15026,-11832
46029,1.587,0,-614400,48000,-15026,-11832
46035,-4.883,0,-614400,48000,-15026,-11832
46040,0.366,0,-614400,48000,-15026,-11832
46045,-3.418,0,-614400,48000,-15026,-11832
46050,0.488,0,11264,-880,-2,879
46055,-6.226,0,13312,-1040,-5,770
46060,3.784,0,6144,-480,-9,-11
46066,-2.075,0,5120,-400,-11,-50
46071,-0.977,0,9216,-720,-14,241
46076,-1.709,0,8192,-640,-17,16
46081,3.906,0,4096,-320,-20,-391
46086,-1.099,0,5120,-400,-22,-165
46091,5.005,0,3072,-240,-25,-299
46096,4.883,0,11264,-880,-28,320
46101,3.906,0,12288,-960,-31,433
46106,6.470,0,9216,-720,-34,258
46111,2.930,0,11264,-880,-37,526
46116,2.441,0,6144,-480,-40,-41
46121,-2.075,0,9216,-720,-43,142
46126,3.296,0,8192,-640,-46,103
46131,-5.005,0,4096,-320,-49,-314
46136,5.493,0,10240,-800,-52,199
46142,2.808,0,8192,-640,-56,67
46147,-8.789,0,9216,-720,-59,156
46152,-2.686,0,4096,-320,-61,-299
46157,2.563,0,8192,-640,-64,64
46162,1.709,0,8192,-640,-67,90
46167,-0.244,0,3072,-240,-69,-280
46172,-5.981,0,12288,-960,-71,595
46177,6.958,0,3072,-240,-74,-210
46182,0.366,0,8192,-640,-77,153
46187,-0.977,0,9216,-720,-79,256
46192,-1.831,0,11264,-880,-83,269
46197,-5.981,0,6144,-480,-87,-337
46203,-0.977,0,10240,-800,-91,-66
46208,-1.831,0,6144,-480,-94,-219
46213,4.028,0,-8192,640,-91,-816
46218,3.662,0,-4096,320,-87,165
46223,-5.737,0,19456,-1520,-87,2008
46228,-0.488,0,28672,-2240,-97,1712
46233,-1.465,0,23552,-1840,-107,594
46238,0.000,0,1024,-80,-113,-1412
46243,5.127,0,-8192,640,-110,-1180
46248,2.686,0,-23552,1840,-103,-1615
46253,1.221,0,1024,-80,-100,731
46259,-1.953,0,22528,-1760,-107,1592
46264,-0.244,0,17408,-1360,-116,377
46269,13.794,0,17408,-1360,-123,70
46274,0.488,0,-11264,880,-122,-1584
46279,-5.615,0,6144,-480,-123,287
46284,1.221,0,7168,-560,-128,-119
46289,1.831,0,17408,-1360,-135,402
46294,-0.244,0,15360,-1200,-140,140
46299,-13.550,0,6144,-480,-145,-433
46304,1.709,0,13312,-1040,-151,-187
46309,8.057,0,25600,-2000,-159,805
46315,-4.150,0,23552,-1840,-166,595
46320,4.395,0,18432,-1440,-175,-110
46325,2.808,0,23552,-1840,-183,274
46330,-14.526,0,-7168,560,-185,-1856
46335,1.953,0,2048,-160,-187,-816
46340,-3.662,0,1024,-80,-192,-922
46345,6.226,0,-10240,800,-195,-1857
46350,-2.441,0,4096,-320,-195,-62
46355,4.517,0,5120,-400,-196,125
46360,-1.099,0,-8192,640,-195,-846
46365,6.470,0,-1024,80,-192,89
46370,2.563,0,8192,-640,-195,573
46376,-1.709,0,5120,-400,-196,413
46381,0.000,0,15360,-1200,-200,1049
46386,-10.864,0,-3072,240,-202,-775
46391,-9.155,0,3072,-240,-202,-144
46396,6.958,0,1024,-80,-207,-788
46401,-0.610,0,-2048,160,-207,-639
46406,-0.122,0,3072,-240,-209,-192
46411,-2.319,0,3072,-240,-209,40
46416,-7.568,0,4096,-320,-212,-191
46421,-10.498,0,-3072,240,-213,-684
46426,6.348,0,13312,-1040,-215,640
46431,-2.686,0,-12288,960,-214,-1192
46436,-1.099,0,13312,-1040,-215,1048
46441,2.686,0,-7168,560,-216,-759
46447,0.366,0,15360,-1200,-218,1008
46452,-3.174,0,12288,-960,-221,604
46457,2.563,0,9216,-720,-226,-11
46462,-2.686,0,14336,-1120,-231,201
46467,10.742,0,24576,-1920,-240,564
46472,-10.132,0,14336,-1120,-245,13
46477,6.836,0,0,0,-253,-1665
46482,-6.836,0,27648,-2160,-257,1398
46487,-5.371,0,-5120,400,-262,-1612
46492,-1.831,0,19456,-1520,-268,472
46497,10.986,0,19456,-1520,-269,1133
46503,7.080,0,2048,-160,-274,-677
46508,-7.690,0,14336,-1120,-272,1209
