R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,35,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
36334,0,-9216,-2048,-25600,140,-57,-772,855
36339,0,-9216,-2048,-25600,140,-57,-772,855
36344,0,-9216,-2048,-25600,140,-57,-772,855
36349,0,-9216,-2048,-25600,140,-57,-772,855
36354,0,-9216,-2048,-25600,140,-57,-772,855
36359,0,-9216,-2048,-25600,140,-57,-772,855
36364,0,-9216,-2048,-25600,140,-57,-772,855
36369,0,-9216,-2048,-25600,140,-57,-772,855
36374,0,-9216,-2048,-25600,140,-57,-772,855
36379,0,-9216,-2048,-25600,140,-57,-772,855
36384,0,-9216,-2048,-25600,140,-57,-772,855
36389,0,-9216,-2048,-25600,140,-57,-772,855
36394,0,-9216,-2048,-25600,140,-57,-772,855
36399,0,-9216,-2048,-25600,140,-57,-772,855
36404,0,-9216,-2048,-25600,140,-57,-772,855
36409,0,-9216,-2048,-25600,140,-57,-772,855
36414,0,-9216,-2048,-25600,140,-57,-772,855
36419,0,-9216,-2048,-25600,140,-57,-772,855
36424,0,-9216,-2048,-25600,140,-57,-772,855
36429,0,-9216,-2048,-25600,140,-57,-772,855
36434,0,-9216,-2048,-25600,140,-57,-772,855
36439,0,-9216,-2048,-25600,140,-57,-772,855
36444,0,-9216,-2048,-25600,140,-57,-772,855
36449,0,-9216,-2048,-25600,140,-57,-772,855
36454,0,-9216,-2048,-25600,140,-57,-772,855
36459,0,-9216,-2048,-25600,140,-57,-772,855
36464,0,-9216,-2048,-25600,140,-57,-772,855
36469,0,-9216,-2048,-25600,140,-57,-772,855
36474,0,-9216,-2048,-25600,140,-57,-772,855
36479,0,-9216,-2048,-25600,140,-57,-772,855
36484,0,-9216,-2048,-25600,140,-57,-772,855
36489,0,-9216,-2048,-25600,140,-57,-772,855
36494,0,-9216,-2048,-25600,140,-57,-772,855
36499,0,-9216,-2048,-25600,140,-57,-772,855
36504,0,-9216,-2048,-25600,140,-57,-772,855
36509,0,-9216,-2048,-25600,140,-57,-772,855
36514,0,-9216,-2048,-25600,140,-57,-772,855
36519,0,-9216,-2048,-25600,140,-57,-772,855
36524,0,-9216,-2048,-25600,140,-57,-772,855
36529,0,-9216,-2048,-25600,140,-57,-772,855
36534,0,-9216,-2048,-25600,140,-57,-772,855
36539,0,-9216,-2048,-25600,140,-57,-772,855
36544,0,-9216,-2048,-25600,140,-57,-772,855
36549,0,-9216,-2048,-25600,140,-57,-772,855
36554,0,-9216,-2048,-25600,140,-57,-772,855
36559,0,-9216,-2048,-25600,140,-57,-772,855
36564,0,-9216,-2048,-25600,140,-57,-772,855
36569,0,-9216,-2048,-25600,140,-57,-772,855
36574,0,-9216,-2048,-25600,140,-57,-772,855
36579,0,-9216,-2048,-25600,140,-57,-772,855
36584,0,-9216,-2048,-25600,140,-57,-772,855
36589,0,-9216,-2048,-25600,140,-57,-772,855
36594,0,-9216,-2048,-25600,140,-57,-772,855
36599,0,-9216,-2048,-25600,140,-57,-772,855
36604,0,-9216,-2048,-25600,140,-57,-772,855
36609,0,-9216,-2048,-25600,140,-57,-772,855
36614,0,-9216,-2048,-25600,140,-57,-772,855
36619,0,-9216,-2048,-25600,140,-57,-772,855
36624,0,-9216,-2048,-25600,140,-57,-772,855
36629,0,-9216,-2048,-25600,140,-57,-772,855
36634,0,-9216,-2048,-25600,140,-57,-772,855
36639,0,-9216,-2048,-25600,140,-57,-772,855
36644,0,-9216,-2048,-25600,140,-57,-772,855
36649,0,-9216,-2048,-25600,140,-57,-772,855
36654,0,-9216,-2048,-25600,140,-57,-772,855
36659,0,-9216,-2048,-25600,140,-57,-772,855
36664,0,-9216,-2048,-25600,140,-57,-772,855
36669,0,-9216,-2048,-25600,140,-57,-772,855
36674,0,-9216,-2048,-25600,140,-57,-772,855
36679,0,-9216,-2048,-25600,140,-57,-772,855
36684,0,-9216,-2048,-25600,140,-57,-772,855
36689,0,-9216,-2048,-25600,140,-57,-772,855
36694,0,-9216,-2048,-25600,140,-57,-772,855
36699,0,-9216,-2048,-25600,140,-57,-772,855
36704,0,-9216,-2048,-25600,140,-57,-772,855
36709,0,-9216,-2048,-25600,140,-57,-772,855
36714,0,-9216,-2048,-25600,140,-57,-772,855
36719,0,-9216,-2048,-25600,140,-57,-772,855
36724,0,-9216,-2048,-25600,140,-57,-772,855
36729,0,-9216,-2048,-25600,140,-57,-772,855
36734,0,-9216,-2048,-25600,140,-57,-772,855
36739,0,-9216,-2048,-25600,140,-57,-772,855
36744,0,-9216,-2048,-25600,140,-57,-772,855
36749,0,-9216,-2048,-25600,140,-57,-772,855
36754,0,-9216,-2048,-25600,140,-57,-772,855
36759,0,-9216,-2048,-25600,140,-57,-772,855
36764,0,-9216,-2048,-25600,140,-57,-772,855
36769,0,-9216,-2048,-25600,140,-57,-772,855
36774,0,-9216,-2048,-25600,140,-57,-772,855
36779,0,-9216,-2048,-25600,140,-57,-772,855
36784,0,-9216,-2048,-25600,140,-57,-772,855
36789,0,-9216,-2048,-25600,140,-57,-772,855
36794,0,-9216,-2048,-25600,140,-57,-772,855
36799,0,-9216,-2048,-25600,140,-57,-772,855
36804,0,-9216,-2048,-25600,140,-57,-772,855
36809,0,-9216,-2048,-25600,140,-57,-772,855
36814,0,-9216,-2048,-25600,140,-57,-772,855
36819,0,-9216,-2048,-25600,140,-57,-772,855
36824,0,-9216,-2048,-25600,140,-57,-772,855
36829,0,-9216,-2048,-25600,140,-57,-772,855
36834,0,-9216,-2048,-25600,140,-57,-772,855
36839,0,-9216,-2048,-25600,140,-57,-772,855
36844,0,-9216,-2048,-25600,140,-57,-772,855
36849,0,-9216,-2048,-25600,140,-57,-772,855
36854,0,-9216,-2048,-25600,140,-57,-772,855
36859,0,-9216,-2048,-25600,140,-57,-772,855
36864,0,-9216,-2048,-25600,140,-57,-772,855
36869,0,-9216,-2048,-25600,140,-57,-772,855
36874,0,-9216,-2048,-25600,140,-57,-772,855
36879,0,-9216,-2048,-25600,140,-57,-772,855
36884,0,-9216,-2048,-25600,140,-57,-772,855
36889,0,-9216,-2048,-25600,140,-57,-772,855
36894,0,-9216,-2048,-25600,140,-57,-772,855
36899,0,-9216,-2048,-25600,140,-57,-772,855
36904,0,-9216,-2048,-25600,140,-57,-772,855
36909,0,-9216,-2048,-25600,140,-57,-772,855
36914,0,-9216,-2048,-25600,140,-57,-772,855
36919,0,-9216,-2048,-25600,140,-57,-772,855
36924,0,-9216,-2048,-25600,140,-57,-772,855
36929,0,-9216,-2048,-25600,140,-57,-772,855
36934,0,-9216,-2048,-25600,140,-57,-772,855
36939,0,-9216,-2048,-25600,140,-57,-772,855
36944,0,-9216,-2048,-25600,140,-57,-772,855
36949,0,-9216,-2048,-25600,140,-57,-772,855
36954,0,-9216,-2048,-25600,140,-57,-772,855
36959,0,-9216,-2048,-25600,140,-57,-772,855
36964,0,-9216,-2048,-25600,140,-57,-772,855
36969,0,-9216,-2048,-25600,140,-57,-772,855
36974,0,-9216,-2048,-25600,140,-57,-772,855
36979,0,-9216,-2048,-25600,140,-57,-772,855
36984,0,-9216,-2048,-25600,140,-57,-772,855
36989,0,-9216,-2048,-25600,140,-57,-772,855
36994,0,-9216,-2048,-25600,140,-57,-772,855
36999,0,-9216,-2048,-25600,140,-57,-772,855
37004,0,-9216,7168,-8192,-490,-1,905,-1396
37009,0,-9216,7168,-12288,-490,-1,299,-790
37014,0,-9216,12288,-4096,-840,-2,628,-1470
37019,0,-9216,5120,-11264,-350,-2,-334,-18
37024,0,-9216,6144,-6144,-420,-2,-167,-255
37029,0,-9216,10240,-11264,-700,-3,420,-1123
37035,0,-9216,6144,-9216,-420,-3,-18,-405
37040,0,-9216,5120,-4096,-350,-3,-154,-199
37045,0,-9216,8192,-6144,-560,-4,-11,-553
37050,0,-9216,6144,-7168,-420,-4,-364,-60
37055,0,-9216,11264,-10240,-770,-5,322,-1097
37060,0,-9216,5120,-8192,-350,-5,-541,186
37065,0,-9216,6144,-10240,-420,-5,-244,-181
37070,0,-9216,5120,-4096,-350,-6,-240,-116
37075,0,-9216,9216,-10240,-630,-6,249,-885
37080,0,-9216,3072,-8192,-210,-7,-631,414
37085,0,-9216,7168,-6144,-490,-7,2,-499
37090,0,-9216,10240,-5120,-700,-7,410,-1117
37095,0,-9216,10240,-9216,-700,-8,337,-1045
37100,0,-9216,5120,-2048,-350,-8,-342,-16
37105,0,-9216,8192,-10240,-560,-8,70,-638
37110,0,-9216,10240,-3072,-700,-9,260,-969
37115,0,-9216,5120,-9216,-350,-9,-191,-168
37120,0,-9216,6144,-13312,-420,-9,187,-616
37125,0,-9216,4096,-6144,-280,-9,-41,-248
37130,0,-9216,7168,-3072,-490,-10,262,-762
37135,0,-9216,8192,-8192,-560,-10,252,-822
37140,0,-9216,11264,-1024,-770,-11,519,-1300
37145,0,-9216,3072,5120,-210,-11,-582,1358
37150,0,-6144,6144,-2048,-420,-11,51,-482
37155,0,-9216,9216,-8192,-630,-11,299,-940
37160,0,-9216,15360,-14336,-700,-12,403,-1115
37165,0,-9216,0,7168,0,-12,-940,928
37170,0,-9216,13312,-6144,-910,-13,625,-1548
37175,0,-9216,10240,-8192,-700,-13,318,-1101
37180,0,-9216,4096,-20480,-280,-14,-620,326
37185,0,-9216,7168,-8192,-490,-14,96,-600
37190,0,-9216,1024,6144,-70,-14,807,-1591
37195,0,-9216,7168,17408,-490,-15,-75,-430
37200,0,-9216,5120,-7168,-350,-15,-391,26
37205,0,-9216,14336,-23552,-980,-15,-7,-568
37210,0,-9216,-1024,-23552,70,-15,-795,850
37215,0,-9216,5120,-11264,-350,-16,-67,-299
37220,0,-9216,-4096,18432,280,-16,-1254,2475
37225,0,-9216,9216,-5120,-630,-16,525,-1171
37230,0,-9216,11264,-28672,-770,-17,625,-1412
37235,0,-9216,0,-10240,0,-17,-840,823
37240,0,-9216,6144,-4096,-420,-17,-41,-396
37245,0,-9216,14336,2048,-980,-18,963,-1961
37250,0,-9216,4096,-1024,-280,-18,-701,403
