R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,30,35,1,25,200,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
125369,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125374,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125379,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125384,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125389,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125394,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125399,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125404,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125409,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125414,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125419,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125424,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125429,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125434,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125439,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125444,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125449,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125454,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125459,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125464,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125469,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125474,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125479,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125484,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125489,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125494,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125499,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125504,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
125509,-6439936,-9216,-16880640,498688,713720,-5675,13947,694098
