R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
69,1,87,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
140411,0,-9216,-370688,117760,45612,-288,10800,34524
140416,0,-9216,-370688,117760,45612,-288,10800,34524
140421,0,-9216,-370688,117760,45612,-288,10800,34524
140426,0,-9216,-370688,117760,45612,-288,10800,34524
140431,0,-9216,-370688,117760,45612,-288,10800,34524
140436,0,-9216,-370688,117760,45612,-288,10800,34524
140441,0,-9216,-370688,117760,45612,-288,10800,34524
140446,0,-9216,-370688,117760,45612,-288,10800,34524
140451,0,-9216,-370688,117760,45612,-288,10800,34524
140456,0,-9216,-370688,117760,45612,-288,10800,34524
140461,0,-9216,-370688,117760,45612,-288,10800,34524
140466,0,-9216,-370688,117760,45612,-288,10800,34524
140471,0,-9216,-370688,117760,45612,-288,10800,34524
140476,0,-9216,-370688,117760,45612,-288,10800,34524
140481,0,-9216,-370688,117760,45612,-288,10800,34524
140486,0,-9216,-370688,117760,45612,-288,10800,34524
140491,0,-9216,-370688,117760,45612,-288,10800,34524
140496,0,-9216,-370688,117760,45612,-288,10800,34524
140501,0,-9216,-370688,117760,45612,-288,10800,34524
140506,0,-9216,-370688,117760,45612,-288,10800,34524
140511,0,-9216,-370688,117760,45612,-288,10800,34524
140516,0,-9216,-370688,117760,45612,-288,10800,34524
140521,0,-9216,-370688,117760,45612,-288,10800,34524
140526,0,-9216,-370688,117760,45612,-288,10800,34524
140531,0,-9216,-370688,117760,45612,-288,10800,34524
140536,0,-9216,-370688,117760,45612,-288,10800,34524
140541,0,-9216,-370688,117760,45612,-288,10800,34524
140546,0,-9216,-370688,117760,45612,-288,10800,34524
140551,0,-9216,-370688,117760,45612,-288,10800,34524
140556,0,-9216,-370688,117760,45612,-288,10800,34524
140561,0,-9216,-370688,117760,45612,-288,10800,34524
140566,0,-9216,-370688,117760,45612,-288,10800,34524
140571,0,-9216,-370688,117760,45612,-288,10800,34524
140576,0,-9216,-370688,117760,45612,-288,10800,34524
140581,0,-9216,-370688,117760,45612,-288,10800,34524
140586,0,-9216,-370688,117760,45612,-288,10800,34524
140591,0,-9216,-370688,117760,45612,-288,10800,34524
140596,0,-9216,-370688,117760,45612,-288,10800,34524
140601,0,-9216,-370688,117760,45612,-288,10800,34524
140606,0,-9216,-370688,117760,45612,-288,10800,34524
140611,0,-9216,-370688,117760,45612,-288,10800,34524
140616,0,-9216,-370688,117760,45612,-288,10800,34524
140621,0,-9216,-370688,117760,45612,-288,10800,34524
140626,0,-9216,-370688,117760,45612,-288,10800,34524
140631,0,-9216,-370688,117760,45612,-288,10800,34524
140636,0,-9216,-370688,117760,45612,-288,10800,34524
140641,0,-9216,-370688,117760,45612,-288,10800,34524
140646,0,-9216,-370688,117760,45612,-288,10800,34524
140651,0,-9216,-370688,117760,45612,-288,10800,34524
140656,0,-9216,-370688,117760,45612,-288,10800,34524
140661,0,-9216,-370688,117760,45612,-288,10800,34524
140666,0,-9216,-370688,117760,45612,-288,10800,34524
140671,0,-9216,-370688,117760,45612,-288,10800,34524
140676,0,-9216,-370688,117760,45612,-288,10800,34524
140681,0,-9216,-370688,117760,45612,-288,10800,34524
140686,0,-9216,-370688,117760,45612,-288,10800,34524
140691,0,-9216,-370688,117760,45612,-288,10800,34524
140696,0,-9216,-370688,117760,45612,-288,10800,34524
140701,0,-9216,-370688,117760,45612,-288,10800,34524
140706,0,-9216,-370688,117760,45612,-288,10800,34524
140711,0,-9216,-370688,117760,45612,-288,10800,34524
140716,0,-9216,-370688,117760,45612,-288,10800,34524
140721,0,-9216,-370688,117760,45612,-288,10800,34524
140726,0,-9216,-370688,117760,45612,-288,10800,34524
140731,0,-9216,-370688,117760,45612,-288,10800,34524
140736,0,-9216,-370688,117760,45612,-288,10800,34524
140741,0,-9216,-370688,117760,45612,-288,10800,34524
140746,0,-9216,-370688,117760,45612,-288,10800,34524
