R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,40,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
64499,0,0,0,0,0,0,0,0
64504,0,0,0,0,0,0,0,0
64509,0,0,0,0,0,0,0,0
64514,0,0,0,0,0,0,0,0
64519,0,0,0,0,0,0,0,0
64524,0,0,0,0,0,0,0,0
64529,0,0,0,0,0,0,0,0
64534,0,0,0,0,0,0,0,0
64539,0,0,0,0,0,0,0,0
64544,0,0,0,0,0,0,0,0
64549,0,0,0,0,0,0,0,0
64554,0,0,0,0,0,0,0,0
64559,0,0,0,0,0,0,0,0
64564,0,0,0,0,0,0,0,0
64569,0,0,0,0,0,0,0,0
64574,0,0,0,0,0,0,0,0
64580,0,0,0,0,0,0,0,0
64585,0,0,0,0,0,0,0,0
64590,0,0,0,0,0,0,0,0
64595,0,0,0,0,0,0,0,0
64600,0,0,0,0,0,0,0,0
64605,0,0,0,0,0,0,0,0
64610,0,0,0,0,0,0,0,0
64615,0,0,0,0,0,0,0,0
64620,0,0,0,0,0,0,0,0
64625,0,0,0,0,0,0,0,0
64630,0,0,0,0,0,0,0,0
64635,0,0,0,0,0,0,0,0
64640,0,0,0,0,0,0,0,0
64645,0,0,0,0,0,0,0,0
64650,0,0,0,0,0,0,0,0
64655,0,0,0,0,0,0,0,0
64660,0,0,0,0,0,0,0,0
64665,0,0,0,0,0,0,0,0
64670,0,0,0,0,0,0,0,0
64675,0,0,0,0,0,0,0,0
64680,0,0,0,0,0,0,0,0
64685,0,0,0,0,0,0,0,0
64690,0,0,0,0,0,0,0,0
64695,0,0,0,0,0,0,0,0
64700,0,0,0,0,0,0,0,0
64705,0,0,0,0,0,0,0,0
64710,0,0,0,0,0,0,0,0
64715,0,0,0,0,0,0,0,0
64720,0,0,0,0,0,0,0,0
64725,0,0,0,0,0,0,0,0
64730,0,0,0,0,0,0,0,0
64735,0,0,0,0,0,0,0,0
64740,0,0,0,0,0,0,0,0
64745,0,0,0,0,0,0,0,0
64750,0,0,0,0,0,0,0,0
64755,0,0,0,0,0,0,0,0
64760,0,0,0,0,0,0,0,0
64765,0,0,0,0,0,0,0,0
64770,0,0,0,0,0,0,0,0
64775,0,0,0,0,0,0,0,0
64780,0,0,0,0,0,0,0,0
64785,0,0,0,0,0,0,0,0
64790,0,0,0,0,0,0,0,0
64795,0,0,0,0,0,0,0,0
64800,0,0,0,0,0,0,0,0
64805,0,0,0,0,0,0,0,0
64810,0,0,0,0,0,0,0,0
64815,0,0,0,0,0,0,0,0
64820,0,0,0,0,0,0,0,0
64825,0,0,0,0,0,0,0,0
64830,0,0,0,0,0,0,0,0
64835,0,0,0,0,0,0,0,0
64840,0,0,0,0,0,0,0,0
64845,0,0,0,0,0,0,0,0
64850,0,0,0,0,0,0,0,0
64855,0,0,0,0,0,0,0,0
64860,0,0,0,0,0,0,0,0
64865,0,0,0,0,0,0,0,0
64870,0,0,0,0,0,0,0,0
64875,0,0,0,0,0,0,0,0
