R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
63,1,79,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
98416,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98421,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98426,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98431,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98436,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98441,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98446,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98451,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98456,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98461,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98466,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98471,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98476,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98481,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98486,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98491,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98496,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98501,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98506,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98511,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98516,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98521,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98526,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98531,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98536,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98541,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98546,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98551,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98556,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98561,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98566,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98571,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98576,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98581,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98586,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98591,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98596,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
98601,-56320,1579008,5178368,-8709120,-582768,531,186149,-768386
