R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,44,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
112168,0,-12288,4096,-17408,-280,-63,-2810,2467
112173,0,-12288,4096,-17408,-280,-63,-2810,2467
112178,0,-12288,4096,-17408,-280,-63,-2810,2467
112183,0,-12288,4096,-17408,-280,-63,-2810,2467
112188,0,-12288,4096,-17408,-280,-63,-2810,2467
112193,0,-12288,4096,-17408,-280,-63,-2810,2467
112198,0,-12288,4096,-17408,-280,-63,-2810,2467
112203,0,-12288,4096,-17408,-280,-63,-2810,2467
112208,0,-12288,4096,-17408,-280,-63,-2810,2467
112213,0,-12288,4096,-17408,-280,-63,-2810,2467
112218,0,-12288,4096,-17408,-280,-63,-2810,2467
112223,0,-12288,4096,-17408,-280,-63,-2810,2467
112228,0,-12288,4096,-17408,-280,-63,-2810,2467
112233,0,-12288,4096,-17408,-280,-63,-2810,2467
112238,0,-12288,4096,-17408,-280,-63,-2810,2467
112243,0,-12288,4096,-17408,-280,-63,-2810,2467
112248,0,-12288,4096,-17408,-280,-63,-2810,2467
112253,0,-12288,4096,-17408,-280,-63,-2810,2467
112258,0,-12288,4096,-17408,-280,-63,-2810,2467
112263,0,-12288,4096,-17408,-280,-63,-2810,2467
112268,0,-12288,4096,-17408,-280,-63,-2810,2467
112273,0,-12288,4096,-17408,-280,-63,-2810,2467
112278,0,-12288,4096,-17408,-280,-63,-2810,2467
112283,0,-12288,4096,-17408,-280,-63,-2810,2467
112288,0,-12288,4096,-17408,-280,-63,-2810,2467
112293,0,-12288,4096,-17408,-280,-63,-2810,2467
112298,0,-12288,4096,-17408,-280,-63,-2810,2467
112303,0,-12288,4096,-17408,-280,-63,-2810,2467
112308,0,-12288,4096,-17408,-280,-63,-2810,2467
112313,0,-12288,4096,-17408,-280,-63,-2810,2467
112318,0,-12288,4096,-17408,-280,-63,-2810,2467
112323,0,-12288,4096,-17408,-280,-63,-2810,2467
112328,0,-12288,4096,-17408,-280,-63,-2810,2467
112333,0,-12288,4096,-17408,-280,-63,-2810,2467
112338,0,-12288,4096,-17408,-280,-63,-2810,2467
112343,0,-12288,4096,-17408,-280,-63,-2810,2467
112348,0,-12288,4096,-17408,-280,-63,-2810,2467
112353,0,-12288,4096,-17408,-280,-63,-2810,2467
112358,0,-12288,4096,-17408,-280,-63,-2810,2467
112363,0,-12288,4096,-17408,-280,-63,-2810,2467
112368,0,-12288,4096,-17408,-280,-63,-2810,2467
112373,0,-12288,4096,-17408,-280,-63,-2810,2467
112378,0,-12288,4096,-17408,-280,-63,-2810,2467
112383,0,-12288,4096,-17408,-280,-63,-2810,2467
112388,0,-12288,4096,-17408,-280,-63,-2810,2467
112393,0,-12288,4096,-17408,-280,-63,-2810,2467
112398,0,-12288,4096,-17408,-280,-63,-2810,2467
112403,0,-12288,4096,-17408,-280,-63,-2810,2467
112408,0,-12288,4096,-17408,-280,-63,-2810,2467
112413,0,-12288,4096,-17408,-280,-63,-2810,2467
112418,0,-12288,4096,-17408,-280,-63,-2810,2467
112423,0,-12288,4096,-17408,-280,-63,-2810,2467
112428,0,-12288,4096,-17408,-280,-63,-2810,2467
112433,0,-12288,4096,-17408,-280,-63,-2810,2467
112438,0,-12288,4096,-17408,-280,-63,-2810,2467
112443,0,-12288,4096,-17408,-280,-63,-2810,2467
112448,0,-12288,4096,-17408,-280,-63,-2810,2467
112453,0,-12288,4096,-17408,-280,-63,-2810,2467
112458,0,-12288,4096,-17408,-280,-63,-2810,2467
112463,0,-12288,4096,-17408,-280,-63,-2810,2467
112468,0,-12288,4096,-17408,-280,-63,-2810,2467
112473,0,-12288,4096,-17408,-280,-63,-2810,2467
112478,0,-12288,4096,-17408,-280,-63,-2810,2467
112483,0,-12288,4096,-17408,-280,-63,-2810,2467
112488,0,-12288,4096,-17408,-280,-63,-2810,2467
112493,0,-12288,4096,-17408,-280,-63,-2810,2467
112498,0,-12288,4096,-17408,-280,-63,-2810,2467
112503,0,-12288,4096,-17408,-280,-63,-2810,2467
112508,0,-12288,4096,-17408,-280,-63,-2810,2467
