R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
76,1,95,76,1,95,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
58885,0,0,0,0,0,0,0,0
58890,0,0,0,0,0,0,0,0
58895,0,0,0,0,0,0,0,0
58900,0,0,0,0,0,0,0,0
58905,0,0,0,0,0,0,0,0
58910,0,0,0,0,0,0,0,0
58915,0,0,0,0,0,0,0,0
58920,0,0,0,0,0,0,0,0
58925,0,0,0,0,0,0,0,0
58930,0,0,0,0,0,0,0,0
58935,0,0,0,0,0,0,0,0
58940,0,0,0,0,0,0,0,0
58945,0,0,0,0,0,0,0,0
58950,0,0,0,0,0,0,0,0
58955,0,0,0,0,0,0,0,0
58960,0,0,0,0,0,0,0,0
58965,0,0,0,0,0,0,0,0
58970,0,0,0,0,0,0,0,0
58975,0,0,0,0,0,0,0,0
58980,0,0,0,0,0,0,0,0
58985,0,0,0,0,0,0,0,0
58990,0,0,0,0,0,0,0,0
58995,0,0,0,0,0,0,0,0
59000,0,0,0,0,0,0,0,0
59005,0,0,0,0,0,0,0,0
59010,0,0,0,0,0,0,0,0
59015,0,0,0,0,0,0,0,0
59020,0,0,0,0,0,0,0,0
59025,0,0,0,0,0,0,0,0
59030,0,0,0,0,0,0,0,0
59035,0,0,0,0,0,0,0,0
59040,0,0,0,0,0,0,0,0
59045,0,0,0,0,0,0,0,0
59050,0,0,0,0,0,0,0,0
59055,0,0,0,0,0,0,0,0
59060,0,0,0,0,0,0,0,0
59065,0,0,0,0,0,0,0,0
59071,0,0,0,0,0,0,0,0
59076,0,0,0,0,0,0,0,0
59081,0,0,0,0,0,0,0,0
59086,0,0,0,0,0,0,0,0
59091,0,0,0,0,0,0,0,0
59096,0,0,0,0,0,0,0,0
59101,0,0,0,0,0,0,0,0
59106,0,0,0,0,0,0,0,0
59111,0,0,0,0,0,0,0,0
59116,0,0,0,0,0,0,0,0
59121,0,0,0,0,0,0,0,0
59126,0,0,0,0,0,0,0,0
59131,0,0,0,0,0,0,0,0
59136,0,0,0,0,0,0,0,0
59141,0,0,0,0,0,0,0,0
59146,0,0,0,0,0,0,0,0
59151,0,0,0,0,0,0,0,0
59156,0,0,0,0,0,0,0,0
59161,0,0,0,0,0,0,0,0
59166,0,0,0,0,0,0,0,0
59171,0,0,0,0,0,0,0,0
59176,0,0,0,0,0,0,0,0
59181,0,0,0,0,0,0,0,0
59186,0,0,0,0,0,0,0,0
59191,0,0,0,0,0,0,0,0
59196,0,0,0,0,0,0,0,0
59201,0,0,0,0,0,0,0,0
59206,0,0,0,0,0,0,0,0
59211,0,0,0,0,0,0,0,0
59216,0,0,0,0,0,0,0,0
59221,0,0,0,0,0,0,0,0
59226,0,0,0,0,0,0,0,0
59231,0,0,0,0,0,0,0,0
59236,0,0,0,0,0,0,0,0
59241,0,0,0,0,0,0,0,0
59246,0,0,0,0,0,0,0,0
59251,0,0,0,0,0,0,0,0
59256,0,0,0,0,0,0,0,0
59261,0,0,0,0,0,0,0,0
59266,0,0,0,0,0,0,0,0
59271,0,0,0,0,0,0,0,0
59276,0,0,0,0,0,0,0,0
59281,0,0,0,0,0,0,0,0
59286,0,0,0,0,0,0,0,0
59291,0,0,0,0,0,0,0,0
59296,0,0,0,0,0,0,0,0
59301,0,0,0,0,0,0,0,0
59306,0,0,0,0,0,0,0,0
59311,0,0,0,0,0,0,0,0
59316,0,0,0,0,0,0,0,0
59321,0,0,0,0,0,0,0,0
59326,0,0,0,0,0,0,0,0
59331,0,0,0,0,0,0,0,0
59336,0,0,0,0,0,0,0,0
59341,0,0,0,0,0,0,0,0
59346,0,0,0,0,0,0,0,0
59351,0,0,0,0,0,0,0,0
59356,0,0,0,0,0,0,0,0
59361,0,0,0,0,0,0,0,0
59366,0,0,0,0,0,0,0,0
59371,0,0,0,0,0,0,0,0
59376,0,0,0,0,0,0,0,0
59381,0,0,0,0,0,0,0,0
59386,0,0,0,0,0,0,0,0
59391,0,0,0,0,0,0,0,0
59396,0,0,0,0,0,0,0,0
59401,0,0,0,0,0,0,0,0
59406,0,0,0,0,0,0,0,0
59411,0,0,0,0,0,0,0,0
59416,0,0,0,0,0,0,0,0
59421,0,0,0,0,0,0,0,0
59426,0,0,0,0,0,0,0,0
59431,0,0,0,0,0,0,0,0
59436,0,0,0,0,0,0,0,0
59441,0,0,0,0,0,0,0,0
59446,0,0,0,0,0,0,0,0
59451,0,0,0,0,0,0,0,0
59456,0,0,0,0,0,0,0,0
59461,0,0,0,0,0,0,0,0
59466,0,0,0,0,0,0,0,0
59471,0,0,0,0,0,0,0,0
59476,0,0,0,0,0,0,0,0
59481,0,0,0,0,0,0,0,0
59486,0,0,0,0,0,0,0,0
59491,0,0,0,0,0,0,0,0
59496,0,0,0,0,0,0,0,0
59501,0,0,0,0,0,0,0,0
59506,0,0,0,0,0,0,0,0
59511,0,0,0,0,0,0,0,0
59516,0,0,0,0,0,0,0,0
59521,0,0,0,0,0,0,0,0
59526,0,0,0,0,0,0,0,0
59531,0,0,0,0,0,0,0,0
59536,0,0,0,0,0,0,0,0
59541,0,0,0,0,0,0,0,0
59546,0,0,0,0,0,0,0,0
59551,0,0,0,0,0,0,0,0
59556,0,0,0,0,0,0,0,0
59561,0,0,0,0,0,0,0,0
59566,0,0,0,0,0,0,0,0
59571,0,0,0,0,0,0,0,0
59576,0,0,0,0,0,0,0,0
59581,0,0,0,0,0,0,0,0
59586,0,0,0,0,0,0,0,0
59591,0,0,0,0,0,0,0,0
59596,0,0,0,0,0,0,0,0
59601,0,0,0,0,0,0,0,0
59606,0,0,0,0,0,0,0,0
59611,0,0,0,0,0,0,0,0
59616,0,0,0,0,0,0,0,0
59621,0,0,0,0,0,0,0,0
59626,0,0,0,0,0,0,0,0
59631,0,0,0,0,0,0,0,0
59636,0,0,0,0,0,0,0,0
59641,0,0,0,0,0,0,0,0
59646,0,0,0,0,0,0,0,0
59651,0,0,0,0,0,0,0,0
59656,0,0,0,0,0,0,0,0
59661,0,0,0,0,0,0,0,0
59666,0,0,0,0,0,0,0,0
59671,0,0,0,0,0,0,0,0
59676,-4096,-9216,9216,-6144,-1976,-1,2939,-4916
59681,-4096,-9216,11264,-8192,-2280,-1,2725,-5006
59686,-4096,-9216,11264,-5120,-2280,-2,1803,-4085
59691,-4096,-9216,7168,0,-1672,-3,-145,-1530
59696,-4096,-9216,3072,-7168,-1064,-3,-1392,325
59701,-4096,-9216,3072,-8192,-1064,-4,-1125,57
59706,-4096,-9216,3072,-7168,-1064,-4,-1120,52
59711,-4096,-9216,10240,-7168,-2128,-5,1200,-3333
59716,-4096,-9216,-1024,-10240,-456,-5,-2940,2479
59721,-4096,-9216,3072,-10240,-1064,-6,-1340,270
59726,-4096,-9216,8192,-6144,-1824,-6,382,-2212
59731,-4096,-9216,8192,-6144,-1824,-7,394,-2225
59736,-4096,-9216,8192,-2048,-1824,-7,388,-2219
59741,-4096,-9216,5120,-8192,-1368,-8,28,-1708
59746,-4096,-9216,9216,-1024,-1976,-9,736,-2721
59751,-4096,-9216,10240,-4096,-2128,-9,672,-2809
59756,-4096,-9216,13312,-4096,-2584,-10,2046,-4944
59761,-4096,-9216,13312,-8192,-2584,-11,979,-3574
59766,-4096,-9216,7168,-3072,-1672,-11,-824,-859
59771,-4096,-9216,9216,-4096,-1976,-12,-18,-1970
59776,-4096,-9216,10240,-9216,-2128,-13,475,-2616
59781,-4096,-9216,4096,-6144,-1216,-13,-1740,511
59786,-4096,-9216,11264,-8192,-2280,-14,933,-3227
59791,-4096,-9216,10240,-8192,-2128,-15,260,-2403
59796,-4096,-9216,6144,-9216,-1520,-15,-1514,-21
59801,-4096,-9216,13312,-12288,-2584,-16,1443,-4043
59806,-4096,-9216,13312,-12288,-2584,-17,1565,-4166
59811,-4096,-9216,10240,-10240,-2128,-17,324,-2469
59816,-4096,-9216,12288,-5120,-2432,-18,1432,-3882
59821,-4096,-9216,8192,-2048,-1824,-19,-221,-1622
59826,-4096,-9216,9216,-11264,-1976,-19,307,-2302
59831,-4096,-9216,4096,-6144,-1216,-20,-934,-302
59836,-4096,-9216,7168,-12288,-1672,-20,-261,-1431
59841,-4096,-9216,7168,-17408,-2128,-21,469,-2618
59846,-4096,-9216,13312,-7168,-2584,-22,1640,-4246
