R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
35,1,35,35,1,25,200,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
233099,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233104,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233109,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233114,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233119,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233124,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233129,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233134,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233139,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233144,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233149,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233154,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233159,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233164,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233169,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233174,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233179,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233184,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233190,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233195,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233200,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233205,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233210,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233215,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233220,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233225,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233230,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233235,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233240,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233245,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233250,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
233255,0,-12288,296960,-256000,-20300,-9145,-6400,-23045
