R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
49,1,62,35,1,20,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi
31531,0,0,0,0,0,0,0,0
31536,0,0,0,0,0,0,0,0
31541,0,0,0,0,0,0,0,0
31546,0,0,0,0,0,0,0,0
31551,0,0,0,0,0,0,0,0
31556,0,0,0,0,0,0,0,0
31561,0,0,0,0,0,0,0,0
31566,0,0,0,0,0,0,0,0
31571,0,0,0,0,0,0,0,0
31576,0,0,0,0,0,0,0,0
31581,0,0,0,0,0,0,0,0
31586,0,0,0,0,0,0,0,0
31591,0,0,0,0,0,0,0,0
31596,0,0,0,0,0,0,0,0
31601,0,0,0,0,0,0,0,0
31606,0,0,0,0,0,0,0,0
31611,0,0,0,0,0,0,0,0
31616,0,0,0,0,0,0,0,0
31621,0,0,0,0,0,0,0,0
31626,0,0,0,0,0,0,0,0
31631,0,0,0,0,0,0,0,0
31636,0,0,0,0,0,0,0,0
31641,0,0,0,0,0,0,0,0
31646,0,0,0,0,0,0,0,0
31651,0,0,0,0,0,0,0,0
31656,0,0,0,0,0,0,0,0
31661,0,0,0,0,0,0,0,0
31666,0,0,0,0,0,0,0,0
31671,0,0,0,0,0,0,0,0
31676,0,0,0,0,0,0,0,0
31681,0,0,0,0,0,0,0,0
31686,0,0,0,0,0,0,0,0
31691,0,0,0,0,0,0,0,0
31696,0,0,0,0,0,0,0,0
31701,0,0,0,0,0,0,0,0
31706,0,0,0,0,0,0,0,0
31711,0,0,0,0,0,0,0,0
31716,0,0,0,0,0,0,0,0
31721,0,0,0,0,0,0,0,0
31726,0,0,0,0,0,0,0,0
31731,0,0,0,0,0,0,0,0
31736,0,0,0,0,0,0,0,0
31741,0,0,0,0,0,0,0,0
31746,0,0,0,0,0,0,0,0
31751,0,0,0,0,0,0,0,0
31756,0,0,0,0,0,0,0,0
31761,0,0,0,0,0,0,0,0
31766,0,0,0,0,0,0,0,0
31771,0,0,0,0,0,0,0,0
