R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,120,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,20,1,20,1,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
438.651,3.431,0.584,0.146,0.044,-0.167,-0.165,-0.311,-0.316,-0.318,-0.339,-0.341,-0.343
438.661,0.623,1.001,0.488,-0.290,-0.177,-0.166,-0.275,-0.279,-0.281,-0.331,-0.332,-0.343
438.672,0.257,0.831,0.664,-0.164,-0.178,-0.168,-0.270,-0.275,-0.276,-0.324,-0.326,-0.340
438.683,4.652,0.822,0.648,-0.164,-0.175,-0.169,-0.269,-0.274,-0.275,-0.321,-0.323,-0.337
438.694,-3.038,0.873,0.826,-0.206,-0.198,-0.172,-0.247,-0.251,-0.252,-0.313,-0.314,-0.333
438.704,-3.526,-0.485,0.469,0.002,-0.197,-0.176,-0.286,-0.290,-0.291,-0.317,-0.318,-0.330
438.715,4.041,0.343,0.330,0.002,-0.186,-0.179,-0.263,-0.268,-0.269,-0.320,-0.321,-0.330
438.726,0.989,0.616,0.440,-0.330,-0.201,-0.180,-0.252,-0.256,-0.257,-0.318,-0.319,-0.330
438.736,1.844,0.401,0.411,-0.164,-0.193,-0.183,-0.255,-0.259,-0.260,-0.317,-0.318,-0.329
438.747,0.379,0.655,0.493,-0.333,-0.211,-0.186,-0.241,-0.245,-0.245,-0.315,-0.316,-0.328
438.758,5.994,1.637,0.830,-0.039,-0.215,-0.190,-0.196,-0.199,-0.200,-0.304,-0.305,-0.325
438.768,0.379,0.680,0.939,-0.165,-0.215,-0.194,-0.199,-0.202,-0.202,-0.295,-0.295,-0.319
438.779,3.553,1.104,0.993,-0.289,-0.207,-0.196,-0.166,-0.169,-0.170,-0.287,-0.287,-0.313
438.790,-3.038,1.377,1.101,-0.122,-0.206,-0.197,-0.152,-0.156,-0.156,-0.278,-0.279,-0.306
438.800,-4.015,0.846,1.218,-0.206,-0.224,-0.200,-0.149,-0.152,-0.152,-0.267,-0.268,-0.298
438.811,3.309,0.439,0.900,-0.290,-0.221,-0.203,-0.168,-0.171,-0.171,-0.268,-0.268,-0.291
438.822,-0.597,0.078,0.563,-0.332,-0.213,-0.204,-0.189,-0.192,-0.193,-0.272,-0.272,-0.288
438.832,6.361,0.821,0.413,-0.165,-0.204,-0.204,-0.194,-0.197,-0.198,-0.277,-0.277,-0.288
438.843,-1.695,0.424,0.417,-0.039,-0.218,-0.206,-0.210,-0.213,-0.213,-0.277,-0.277,-0.288
438.854,-1.817,0.373,0.439,-0.248,-0.222,-0.208,-0.203,-0.206,-0.206,-0.275,-0.275,-0.287
438.865,-2.428,0.660,0.543,-0.081,-0.209,-0.209,-0.185,-0.189,-0.189,-0.272,-0.272,-0.287
438.876,4.163,2.194,0.988,-0.290,-0.216,-0.210,-0.145,-0.148,-0.148,-0.261,-0.260,-0.283
438.887,-1.085,1.067,1.169,-0.376,-0.223,-0.211,-0.155,-0.158,-0.158,-0.247,-0.247,-0.275
438.898,-1.329,0.445,0.901,-0.206,-0.222,-0.213,-0.188,-0.191,-0.191,-0.247,-0.247,-0.269
438.908,1.966,0.630,0.692,-0.247,-0.223,-0.214,-0.192,-0.195,-0.195,-0.249,-0.249,-0.265
438.919,5.262,1.378,0.788,-0.165,-0.206,-0.214,-0.173,-0.176,-0.176,-0.244,-0.244,-0.262
438.930,4.652,1.165,0.866,-0.206,-0.186,-0.210,-0.172,-0.177,-0.177,-0.238,-0.238,-0.258
438.941,-5.724,-0.048,0.744,-0.459,-0.202,-0.207,-0.199,-0.203,-0.203,-0.235,-0.235,-0.254
438.951,1.478,0.348,0.572,-0.081,-0.190,-0.205,-0.182,-0.187,-0.187,-0.236,-0.237,-0.251
