R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,0,0,0,0,10,75,0,0
sysTime,GRawX,GPT1X,GPT2X,aRawR,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT20R,aKFPT11R,aKFPT21R,aKFPT22R
185.199,3.797,-0.027,0.180,1.051,0.754,0.745,0.468,0.466,0.466,0.445,0.444,0.444
185.209,-2.794,-0.292,0.070,0.759,0.759,0.747,0.449,0.448,0.447,0.442,0.441,0.444
185.220,4.896,0.655,0.045,0.711,0.741,0.747,0.456,0.455,0.454,0.439,0.438,0.442
185.231,5.140,1.251,0.376,0.715,0.734,0.746,0.477,0.476,0.475,0.447,0.446,0.443
185.241,-1.573,0.930,0.618,0.671,0.749,0.746,0.480,0.479,0.478,0.456,0.456,0.447
185.252,-1.451,-0.561,0.373,0.587,0.751,0.747,0.460,0.459,0.458,0.458,0.457,0.452
185.263,-2.061,-1.123,-0.128,0.628,0.733,0.746,0.432,0.432,0.431,0.447,0.446,0.452
185.273,-4.381,-0.460,-0.270,0.798,0.738,0.745,0.443,0.442,0.442,0.439,0.438,0.448
185.284,5.750,-0.502,-0.590,0.921,0.742,0.744,0.413,0.413,0.412,0.426,0.425,0.441
185.295,3.309,1.371,-0.043,0.837,0.731,0.742,0.456,0.455,0.455,0.430,0.430,0.436
185.306,4.896,1.041,0.298,0.713,0.733,0.741,0.456,0.456,0.455,0.439,0.439,0.436
185.316,-0.475,0.506,0.494,0.710,0.731,0.740,0.450,0.450,0.449,0.447,0.446,0.440
185.327,1.478,0.979,0.691,0.628,0.724,0.738,0.479,0.480,0.479,0.456,0.456,0.445
185.338,1.111,1.173,0.860,0.796,0.724,0.736,0.502,0.502,0.501,0.467,0.467,0.452
185.348,3.309,0.759,0.853,0.712,0.731,0.735,0.506,0.505,0.505,0.476,0.476,0.460
185.359,-2.061,-0.129,0.602,0.836,0.720,0.733,0.490,0.490,0.490,0.478,0.478,0.467
185.370,2.210,0.110,0.331,0.506,0.727,0.733,0.491,0.491,0.491,0.475,0.475,0.470
185.380,-0.230,-0.142,0.152,0.586,0.730,0.733,0.477,0.477,0.477,0.472,0.472,0.471
185.391,1.356,-0.082,0.075,0.668,0.718,0.731,0.488,0.488,0.488,0.471,0.471,0.471
185.402,0.989,-0.405,-0.089,0.461,0.715,0.730,0.479,0.479,0.479,0.467,0.467,0.469
185.412,-2.306,-0.892,-0.297,0.962,0.745,0.731,0.475,0.474,0.474,0.460,0.460,0.466
185.423,-4.991,-0.390,-0.301,0.756,0.737,0.732,0.484,0.483,0.483,0.455,0.454,0.461
185.434,-0.597,0.126,-0.091,0.796,0.749,0.734,0.504,0.503,0.503,0.456,0.455,0.458
185.444,-0.108,-0.090,0.002,0.883,0.737,0.735,0.502,0.502,0.502,0.456,0.456,0.456
185.455,1.844,-0.692,-0.256,0.714,0.723,0.733,0.480,0.480,0.479,0.449,0.448,0.454
185.466,2.576,0.615,-0.078,0.673,0.735,0.733,0.518,0.517,0.517,0.449,0.449,0.450
185.476,-0.230,0.480,0.123,0.840,0.740,0.734,0.520,0.519,0.519,0.453,0.453,0.450
185.487,-0.475,0.242,0.198,0.629,0.720,0.733,0.503,0.504,0.503,0.454,0.454,0.450
185.498,-3.038,0.498,0.367,0.588,0.711,0.731,0.525,0.526,0.526,0.460,0.460,0.452
185.509,-0.230,0.660,0.514,0.671,0.706,0.728,0.542,0.543,0.543,0.467,0.467,0.455
185.519,-1.573,0.493,0.567,1.002,0.733,0.727,0.545,0.545,0.545,0.472,0.472,0.460
185.530,-0.597,0.140,0.550,0.546,0.715,0.727,0.557,0.558,0.558,0.478,0.478,0.465
185.541,-0.841,0.222,0.484,0.713,0.722,0.726,0.568,0.568,0.568,0.481,0.481,0.469
185.551,-2.428,0.330,0.463,0.422,0.687,0.723,0.580,0.581,0.582,0.484,0.484,0.473
185.562,1.111,0.335,0.441,0.670,0.696,0.718,0.586,0.587,0.587,0.487,0.488,0.477
185.573,2.332,0.746,0.458,0.587,0.684,0.714,0.596,0.598,0.598,0.490,0.491,0.480
185.583,6.361,1.619,0.694,0.668,0.700,0.712,0.626,0.627,0.627,0.500,0.500,0.484
185.594,1.600,0.147,0.590,0.546,0.708,0.712,0.592,0.592,0.593,0.505,0.505,0.490
185.605,2.943,-0.240,0.122,0.462,0.705,0.712,0.554,0.554,0.555,0.496,0.496,0.492
185.615,0.501,-0.280,-0.105,0.460,0.688,0.710,0.541,0.543,0.543,0.489,0.490,0.490
185.626,6.727,0.149,-0.194,0.924,0.697,0.707,0.538,0.539,0.540,0.483,0.484,0.487
185.637,-4.381,-0.928,-0.223,0.878,0.709,0.706,0.531,0.532,0.533,0.482,0.483,0.484
185.648,-2.306,-0.220,-0.196,0.922,0.722,0.707,0.557,0.557,0.558,0.479,0.479,0.480
185.658,4.652,0.558,-0.099,0.630,0.714,0.709,0.561,0.561,0.562,0.476,0.477,0.477
185.669,-0.108,0.457,0.112,0.877,0.719,0.710,0.564,0.564,0.565,0.480,0.481,0.476
185.680,-1.085,0.164,0.197,0.673,0.717,0.711,0.564,0.564,0.565,0.483,0.484,0.476
185.690,-1.817,0.311,0.226,0.713,0.738,0.714,0.561,0.560,0.560,0.484,0.484,0.477
185.701,-1.085,0.937,0.400,0.673,0.756,0.720,0.572,0.571,0.571,0.488,0.488,0.478
185.712,-0.719,1.348,0.787,0.798,0.756,0.725,0.594,0.593,0.593,0.501,0.501,0.483
185.722,-7.189,0.211,0.847,0.880,0.770,0.730,0.581,0.579,0.579,0.511,0.511,0.491
185.733,1.722,1.225,0.869,0.629,0.745,0.734,0.608,0.607,0.607,0.518,0.517,0.499
185.744,1.844,1.742,1.025,0.546,0.745,0.736,0.612,0.611,0.610,0.528,0.527,0.507
185.754,4.530,1.552,1.150,0.795,0.745,0.737,0.609,0.608,0.608,0.541,0.540,0.517
185.765,1.478,2.070,1.436,0.880,0.755,0.739,0.638,0.637,0.636,0.559,0.558,0.529
185.776,-1.451,1.651,1.663,0.885,0.750,0.740,0.664,0.663,0.662,0.580,0.580,0.545
185.787,4.041,1.161,1.473,0.713,0.748,0.742,0.667,0.666,0.665,0.592,0.592,0.560
185.797,-1.451,0.869,1.304,0.543,0.744,0.743,0.671,0.670,0.669,0.602,0.601,0.573
