R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,70,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
33557,0,0,0,0,0,0,0,0,0,1024
33562,0,0,0,0,0,0,0,0,0,1024
33567,0,0,0,0,0,0,0,0,0,1024
33572,0,0,0,0,0,0,0,0,0,1024
33577,0,0,0,0,0,0,0,0,0,1024
33582,0,0,0,0,0,0,0,0,0,1024
33587,0,0,0,0,0,0,0,0,0,1024
33592,0,0,0,0,0,0,0,0,0,1024
33597,0,0,0,0,0,0,0,0,0,1024
33602,0,0,0,0,0,0,0,0,0,1024
33607,0,0,0,0,0,0,0,0,0,1024
33612,0,0,0,0,0,0,0,0,0,1024
33617,0,0,0,0,0,0,0,0,0,1024
33622,0,0,0,0,0,0,0,0,0,1024
33627,0,0,0,0,0,0,0,0,0,1024
33632,0,0,0,0,0,0,0,0,0,1024
33637,0,0,0,0,0,0,0,0,0,1024
33642,0,0,0,0,0,0,0,0,0,1024
33647,0,0,0,0,0,0,0,0,0,1024
33652,0,0,0,0,0,0,0,0,0,1024
33657,0,0,0,0,0,0,0,0,0,1024
33662,0,0,0,0,0,0,0,0,0,1024
33667,0,0,0,0,0,0,0,0,0,1024
33672,0,0,0,0,0,0,0,0,0,1024
33677,0,0,0,0,0,0,0,0,0,1024
33682,0,0,0,0,0,0,0,0,0,1024
33687,0,0,0,0,0,0,0,0,0,1024
33692,0,0,0,0,0,0,0,0,0,1024
33697,0,0,0,0,0,0,0,0,0,1024
33702,0,0,0,0,0,0,0,0,0,1024
33707,0,0,0,0,0,0,0,0,0,1024
33712,0,0,0,0,0,0,0,0,0,1024
33717,0,0,0,0,0,0,0,0,0,1024
33722,0,0,0,0,0,0,0,0,0,1024
33727,0,0,0,0,0,0,0,0,0,1024
33732,0,0,0,0,0,0,0,0,0,1024
33737,0,0,0,0,0,0,0,0,0,1024
33742,0,0,0,0,0,0,0,0,0,1024
33747,0,0,0,0,0,0,0,0,0,1024
33752,0,0,0,0,0,0,0,0,0,1024
33757,0,0,0,0,0,0,0,0,0,1024
33762,0,0,0,0,0,0,0,0,0,1024
33767,0,0,0,0,0,0,0,0,0,1024
33772,0,0,0,0,0,0,0,0,0,1024
33777,0,0,0,0,0,0,0,0,0,1024
33782,0,0,0,0,0,0,0,0,0,1024
33787,0,0,0,0,0,0,0,0,0,1024
33792,0,0,0,0,0,0,0,0,0,1024
33797,0,0,0,0,0,0,0,0,0,1024
33802,0,0,0,0,0,0,0,0,0,1024
33807,0,0,0,0,0,0,0,0,0,1024
33812,0,0,0,0,0,0,0,0,0,1024
33817,0,0,0,0,0,0,0,0,0,1024
33822,0,0,0,0,0,0,0,0,0,1024
33827,0,0,0,0,0,0,0,0,0,1024
33832,0,0,0,0,0,0,0,0,0,1024
33837,0,0,0,0,0,0,0,0,0,1024
33842,0,0,0,0,0,0,0,0,0,1024
33847,0,0,0,0,0,0,0,0,0,1024
33852,0,0,0,0,0,0,0,0,0,1024
33857,0,0,0,0,0,0,0,0,0,1024
33862,0,0,0,0,0,0,0,0,0,1024
33867,0,0,0,0,0,0,0,0,0,1024
33872,0,0,0,0,0,0,0,0,0,1024
33877,0,0,0,0,0,0,0,0,0,1024
33882,0,0,0,0,0,0,0,0,0,1024
33887,0,0,0,0,0,0,0,0,0,1024
33892,0,0,0,0,0,0,0,0,0,1024
33897,0,0,0,0,0,0,0,0,0,1024
33902,0,0,0,0,0,0,0,0,0,1024
33907,0,0,0,0,0,0,0,0,0,1024
33912,0,0,0,0,0,0,0,0,0,1024
33917,0,0,0,0,0,0,0,0,0,1024
33922,0,0,0,0,0,0,0,0,0,1024
33927,0,0,0,0,0,0,0,0,0,1024
33932,0,0,0,0,0,0,0,0,0,1024
33937,0,0,0,0,0,0,0,0,0,1024
33942,0,0,0,0,0,0,0,0,0,1024
33947,0,0,0,0,0,0,0,0,0,1024
33952,0,0,0,0,0,0,0,0,0,1024
33957,0,0,0,0,0,0,0,0,0,1024
33962,0,0,0,0,0,0,0,0,0,1024
33967,0,0,0,0,0,0,0,0,0,1024
33972,0,0,0,0,0,0,0,0,0,1024
33977,0,0,0,0,0,0,0,0,0,1024
33982,0,0,0,0,0,0,0,0,0,1024
33987,0,0,0,0,0,0,0,0,0,1024
33992,0,0,0,0,0,0,0,0,0,1024
33997,0,0,0,0,0,0,0,0,0,1024
34002,0,0,0,0,0,0,0,0,0,1024
34007,0,0,0,0,0,0,0,0,0,1024
34012,0,0,0,0,0,0,0,0,0,1024
34017,0,0,0,0,0,0,0,0,0,1024
34022,0,0,0,0,0,0,0,0,0,1024
34027,0,0,0,0,0,0,0,0,0,1024
34032,0,0,0,0,0,0,0,0,0,1024
34037,0,0,0,0,0,0,0,0,0,1024
34042,0,0,0,0,0,0,0,0,0,1024
