R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,60,47,58,60,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
14556,0,0,0,0,0,0,0,0,0,1024
14561,0,0,0,0,0,0,0,0,0,1024
14566,0,0,0,0,0,0,0,0,0,1024
14571,0,0,0,0,0,0,0,0,0,1024
14576,0,0,0,0,0,0,0,0,0,1024
14581,0,0,0,0,0,0,0,0,0,1024
14586,0,0,0,0,0,0,0,0,0,1024
14591,0,0,0,0,0,0,0,0,0,1024
14596,0,0,0,0,0,0,0,0,0,1024
14601,0,0,0,0,0,0,0,0,0,1024
14606,0,0,0,0,0,0,0,0,0,1024
14611,0,0,0,0,0,0,0,0,0,1024
14616,0,0,0,0,0,0,0,0,0,1024
14621,0,0,0,0,0,0,0,0,0,1024
14626,0,0,0,0,0,0,0,0,0,1024
14631,0,0,0,0,0,0,0,0,0,1024
14636,0,0,0,0,0,0,0,0,0,1024
14641,0,0,0,0,0,0,0,0,0,1024
14646,0,0,0,0,0,0,0,0,0,1024
14651,0,0,0,0,0,0,0,0,0,1024
14656,0,0,0,0,0,0,0,0,0,1024
14661,0,0,0,0,0,0,0,0,0,1024
14666,0,0,0,0,0,0,0,0,0,1024
14671,0,0,0,0,0,0,0,0,0,1024
14676,0,0,0,0,0,0,0,0,0,1024
14681,0,0,0,0,0,0,0,0,0,1024
14686,0,0,0,0,0,0,0,0,0,1024
14691,0,0,0,0,0,0,0,0,0,1024
14696,0,0,0,0,0,0,0,0,0,1024
14701,0,0,0,0,0,0,0,0,0,1024
14706,0,0,0,0,0,0,0,0,0,1024
14711,0,0,0,0,0,0,0,0,0,1024
14716,0,0,0,0,0,0,0,0,0,1024
14721,0,0,0,0,0,0,0,0,0,1024
14727,0,0,0,0,0,0,0,0,0,1024
14732,0,0,0,0,0,0,0,0,0,1024
14737,0,0,0,0,0,0,0,0,0,1024
14742,0,0,0,0,0,0,0,0,0,1024
14747,0,0,0,0,0,0,0,0,0,1024
14752,0,0,0,0,0,0,0,0,0,1024
14757,0,0,0,0,0,0,0,0,0,1024
14762,0,0,0,0,0,0,0,0,0,1024
14767,0,0,0,0,0,0,0,0,0,1024
14772,0,0,0,0,0,0,0,0,0,1024
14777,0,0,0,0,0,0,0,0,0,1024
14782,0,0,0,0,0,0,0,0,0,1024
14787,0,0,0,0,0,0,0,0,0,1024
14792,0,0,0,0,0,0,0,0,0,1024
14797,0,0,0,0,0,0,0,0,0,1024
14802,0,0,0,0,0,0,0,0,0,1024
14807,0,0,0,0,0,0,0,0,0,1024
14812,0,0,0,0,0,0,0,0,0,1024
14817,0,0,0,0,0,0,0,0,0,1024
14822,0,0,0,0,0,0,0,0,0,1024
14827,0,0,0,0,0,0,0,0,0,1024
14832,0,0,0,0,0,0,0,0,0,1024
14837,0,0,0,0,0,0,0,0,0,1024
14842,0,0,0,0,0,0,0,0,0,1024
14847,0,0,0,0,0,0,0,0,0,1024
14852,0,0,0,0,0,0,0,0,0,1024
14857,0,0,0,0,0,0,0,0,0,1024
14862,0,0,0,0,0,0,0,0,0,1024
14867,0,0,0,0,0,0,0,0,0,1024
14872,0,0,0,0,0,0,0,0,0,1024
14877,0,0,0,0,0,0,0,0,0,1024
14882,0,0,0,0,0,0,0,0,0,1024
14887,0,0,0,0,0,0,0,0,0,1024
14892,0,0,0,0,0,0,0,0,0,1024
14897,0,0,0,0,0,0,0,0,0,1024
14902,0,0,0,0,0,0,0,0,0,1024
14907,0,0,0,0,0,0,0,0,0,1024
14912,0,0,0,0,0,0,0,0,0,1024
14917,0,0,0,0,0,0,0,0,0,1024
14922,0,0,0,0,0,0,0,0,0,1024
14927,0,0,0,0,0,0,0,0,0,1024
14932,0,0,0,0,0,0,0,0,0,1024
14937,0,0,0,0,0,0,0,0,0,1024
14942,0,0,0,0,0,0,0,0,0,1024
14947,0,0,0,0,0,0,0,0,0,1024
14952,0,0,0,0,0,0,0,0,0,1024
14957,0,0,0,0,0,0,0,0,0,1024
14962,0,0,0,0,0,0,0,0,0,1024
14967,0,0,0,0,0,0,0,0,0,1024
14972,0,0,0,0,0,0,0,0,0,1024
14977,0,0,0,0,0,0,0,0,0,1024
14982,0,0,0,0,0,0,0,0,0,1024
14987,0,0,0,0,0,0,0,0,0,1024
14992,0,0,0,0,0,0,0,0,0,1024
14997,0,0,0,0,0,0,0,0,0,1024
15002,0,0,0,0,0,0,0,0,0,1024
15007,0,0,0,0,0,0,0,0,0,1024
15012,0,0,0,0,0,0,0,0,0,1024
15017,0,0,0,0,0,0,0,0,0,1024
15022,0,0,0,0,0,0,0,0,0,1024
15027,0,0,0,0,0,0,0,0,0,1024
15032,0,0,0,0,0,0,0,0,0,1024
15037,0,0,0,0,0,0,0,0,0,1024
15042,0,0,0,0,0,0,0,0,0,1024
15047,0,0,0,0,0,0,0,0,0,1024
15052,0,0,0,0,0,0,0,0,0,1024
15057,0,0,0,0,0,0,0,0,0,1024
15062,0,0,0,0,0,0,0,0,0,1024
15067,0,0,0,0,0,0,0,0,0,1024
15072,0,0,0,0,0,0,0,0,0,1024
15077,0,0,0,0,0,0,0,0,0,1024
15082,0,0,0,0,0,0,0,0,0,1024
15087,0,0,0,0,0,0,0,0,0,1024
15092,0,0,0,0,0,0,0,0,0,1024
15097,0,0,0,0,0,0,0,0,0,1024
15102,0,0,0,0,0,0,0,0,0,1024
15107,0,0,0,0,0,0,0,0,0,1024
15112,0,0,0,0,0,0,0,0,0,1024
15117,0,0,0,0,0,0,0,0,0,1024
15122,0,0,0,0,0,0,0,0,0,1024
15127,0,0,0,0,0,0,0,0,0,1024
15132,0,0,0,0,0,0,0,0,0,1024
15137,0,0,0,0,0,0,0,0,0,1024
15142,0,0,0,0,0,0,0,0,0,1024
15147,0,0,0,0,0,0,0,0,0,1024
15152,0,0,0,0,0,0,0,0,0,1024
15157,0,0,0,0,0,0,0,0,0,1024
15162,0,0,0,0,0,0,0,0,0,1024
15167,0,0,0,0,0,0,0,0,0,1024
15172,0,0,0,0,0,0,0,0,0,1024
15177,0,0,0,0,0,0,0,0,0,1024
15182,0,0,0,0,0,0,0,0,0,1024
15187,0,0,0,0,0,0,0,0,0,1024
15192,0,0,0,0,0,0,0,0,0,1024
15197,0,0,0,0,0,0,0,0,0,1024
15202,0,0,0,0,0,0,0,0,0,1024
15207,0,0,0,0,0,0,0,0,0,1024
15212,0,0,0,0,0,0,0,0,0,1024
15217,0,0,0,0,0,0,0,0,0,1024
15222,0,0,0,0,0,0,0,0,0,1024
15227,0,0,0,0,0,0,0,0,0,1024
15232,0,0,0,0,0,0,0,0,0,1024
15237,0,0,0,0,0,0,0,0,0,1024
15242,0,0,0,0,0,0,0,0,0,1024
15247,0,0,0,0,0,0,0,0,0,1024
15252,0,0,0,0,0,0,0,0,0,1024
15257,0,-9216,9216,-7168,-2088,-7,6288,-8383,0,1024
15262,0,-9216,4096,-9216,-928,-31,-150,-809,0,1024
15267,0,-9216,5120,-8192,-1160,-52,-425,-787,0,1024
15272,0,-9216,8192,0,-1856,-76,1044,-9,0,1024
15277,0,-9216,8192,-4096,-1856,-97,1113,-3066,0,1024
15282,0,-9216,6144,3072,-1392,-119,-781,-730,0,1024
15287,0,-9216,6144,-3072,-1624,-142,137,-1903,0,1024
15292,0,-9216,8192,-2048,-1856,-166,401,-2423,0,1024
15297,0,-9216,7168,-7168,-1624,-187,-173,-1638,0,1024
15302,0,-9216,6144,-7168,-1392,-210,-884,-718,0,1024
15307,0,-9216,5120,-10240,-1160,-226,-1125,-261,0,1024
15312,0,-9216,7168,-6144,-1624,-242,872,-2738,0,1024
15317,0,-9216,11264,-9216,-2552,-263,3740,-6555,0,1024
15322,0,-9216,3072,-10240,-696,-286,-2972,1990,0,1024
15327,0,-9216,9216,-10240,-2088,-303,2031,-4422,0,1024
15332,0,-9216,5120,-11264,-1160,-330,-1848,358,0,1024
