R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,70,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
19859,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19864,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19869,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19874,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19879,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19884,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19889,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19894,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19899,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19904,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19909,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19914,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19919,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19924,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19929,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19934,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19939,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19944,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19949,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19954,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19959,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19964,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19969,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19974,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19979,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19984,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19989,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19994,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
19999,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20004,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20009,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20014,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20019,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20024,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20029,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20034,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20039,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20044,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20049,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20054,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20059,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20064,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20069,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20074,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20079,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20084,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20089,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20094,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20099,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20104,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20109,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20114,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20119,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20124,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20129,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20134,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20139,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20144,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20149,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20154,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
20159,0,-9216,43008,52224,-9744,7076,14171,-16839,0,1024
