R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha,IRelaxR,IRelaxE,DmaxR,DmaxE,DMx,DMy
58,70,47,58,70,47,250,0,0,0,0,0,2147483648,10000000,0.000100,0.003000,50,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0
sysTickMs,PIDRefXi,PIDRefYi,PIDSensXi,PIDSensYi,PIDPoutXi,PIDIoutXi,PIDDoutXi,PIDUXi,PIDRefDotPT1Xi,PIDiRelaxWeightX
65692,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65697,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65702,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65707,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65712,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65717,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65722,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65727,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65732,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65737,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65742,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65747,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65752,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65757,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65762,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65767,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65772,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65777,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65782,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65787,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65792,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65797,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
65802,0,-9216,-394240,-245760,89320,-44382,-25830,70768,-51,2048
